,Unnamed: 0,trd_date,fund_id,investor_id,gender,education,intermediaryid,riskscore,opened,SCRate,TrailerRate,FundRiskScore,FundName,Price,Vol,return-N6M,return-HYG,return-IVV,AUM,Open,Gender,age,income,counts,sub
10,10,2020/5/1,HYG,55887,M,H.Sch/Dip.,6,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,78.68,31859400,0.0,-0.021758,-0.026206,922.6405123545701,1,0,37,77264.8126276841,24.43620376658071,1
11,11,2020/5/4,HYG,55887,M,H.Sch/Dip.,6,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,78.57,20400900,0.0,-0.001398,0.00388,2128.39687243028,0,0,41,89302.0056104375,39.81668413427874,0
12,12,2020/5/19,HYG,55887,M,H.Sch/Dip.,6,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.199997,18536500,0.0,0.001248,-0.010303,1709.10639441712,0,1,40,84324.0874709795,33.779382740090625,1
13,13,2020/6/1,HYG,55887,M,H.Sch/Dip.,6,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,82.720001,46987000,0.000929,0.00364,0.004915,2444.322552831921,1,0,46,85756.4166558399,41.63832823009662,1
14,14,2020/6/3,HYG,55887,M,H.Sch/Dip.,6,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,83.93,35991000,0.002806,0.004668,0.013453,3353.0146064030496,1,1,49,70915.8755176317,51.86482314313177,1
15,15,2020/6/9,HYG,55887,M,H.Sch/Dip.,6,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,83.900002,28412400,0.003687,-0.007804999999999999,-0.007367,-533.502808216168,0,0,41,60029.5599413519,5.5601570996843614,1
16,16,2020/6/30,HYG,55887,M,H.Sch/Dip.,6,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,81.620003,40554300,-0.006381,0.009149,0.013185,4084.2048860618106,0,1,56,100453.484207255,62.291162695274714,1
17,17,2020/7/31,HYG,55887,M,H.Sch/Dip.,6,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,85.389999,28624400,0.0017870000000000004,0.001877,0.007871,391.2093761377896,0,0,37,65365.6948844516,16.292415885117762,0
18,18,2020/8/17,HYG,55887,M,H.Sch/Dip.,6,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,84.58000200000002,13756500,-0.0008810000000000002,0.005947,0.003223,1891.5131897655601,0,0,47,95513.77330243448,34.186724064697465,0
19,19,2019/12/18,HYG,39685,M,H.Sch/Dip.,1,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.209999,31575700,0.006375,0.0018170000000000005,6.3e-05,4491.06889249801,1,0,46,113426.396175049,62.24995980895557,1
20,20,2020/1/2,HYG,39685,M,H.Sch/Dip.,1,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.309998,15756600,0.003633,0.004207,0.009529,-759.563688538507,0,1,27,93356.70947358961,2.7226397566161538,1
21,21,2020/1/15,HYG,39685,M,H.Sch/Dip.,1,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.400002,24637900,0.0,0.000226,0.00225,162.70764459571,1,0,28,65162.6169273178,13.152801111879047,1
22,22,2020/1/16,HYG,39685,M,H.Sch/Dip.,1,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.43,22349200,0.001795,0.000339,0.008312,3114.05343471778,1,0,46,60750.0962121841,46.5232775609836,1
23,23,2020/1/24,HYG,39685,M,H.Sch/Dip.,1,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.690002,40838300,0.0,-0.004202,-0.009092,3128.12525317319,1,1,40,67259.3718677383,47.0763503138384,1
24,24,2020/3/9,HYG,39685,M,H.Sch/Dip.,1,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,81.389999,73609600,-0.007909000000000001,-0.043034,-0.080013,1073.1270497102105,0,1,43,80009.8529470571,25.471520766454486,0
25,25,2020/3/24,HYG,39685,M,H.Sch/Dip.,1,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,71.459999,51304000,-0.010101,0.041236,0.094503,2959.50198092341,1,0,33,95608.1187460676,55.408648703219406,1
26,26,2020/4/14,HYG,39685,M,H.Sch/Dip.,1,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,81.519997,37632800,-0.011385,0.004188,0.03035,4161.255436343889,0,0,56,96101.1749373765,63.31275302112547,0
27,27,2020/4/30,HYG,39685,M,H.Sch/Dip.,1,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.43,33630600,-0.002849,0.001993,-0.010098,1036.6567031980496,1,0,31,92546.07164300821,25.32210248909673,1
28,28,2020/5/19,HYG,39685,M,H.Sch/Dip.,1,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.199997,18536500,0.0,0.001248,-0.010303,2857.5973978999896,1,0,32,100293.37082731699,48.0997199775455,1
29,29,2020/6/11,HYG,39685,M,H.Sch/Dip.,1,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,81.629997,48794500,0.0,-0.025662,-0.057855,4877.94573848936,1,0,58,75187.2711557181,72.00717817604918,1
30,30,2020/6/12,HYG,39685,M,H.Sch/Dip.,1,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,82.440002,36155600,-0.002755,0.009923,0.0125,1225.20795104432,1,0,33,72704.9705528158,26.991847368518012,1
31,31,2020/6/24,HYG,39685,M,H.Sch/Dip.,1,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,82.089996,43720600,0.001823,-0.010248,-0.025255,3564.38775566211,0,0,53,100903.209867943,55.60224117518669,1
32,32,2020/6/30,HYG,39685,M,H.Sch/Dip.,1,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,81.620003,40554300,-0.006381,0.009149,0.013185,216.55354607702998,1,0,44,56411.9198382189,14.905090680737052,1
33,33,2020/7/3,HYG,39685,M,H.Sch/Dip.,1,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,82.424999,21827700,0.0,0.003592,0.007673,2884.1597934840397,1,0,48,80398.8020740578,47.12356494519386,1
34,34,2020/7/15,HYG,39685,M,H.Sch/Dip.,1,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,83.209999,21291300,-0.007253,0.005679999999999999,0.009339,2042.0864069721997,0,1,43,101885.276948285,36.55914485676415,0
35,35,2020/7/27,HYG,39685,M,H.Sch/Dip.,1,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,84.800003,12931500,-0.0008990000000000002,0.002364,0.007356999999999998,3331.21233055617,0,0,39,125881.47177676,51.075615298694856,1
36,36,2019/10/16,HYG,49107,M,H.Sch/Dip.,7,4,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.949997,11813000,-0.00271,-0.0008039999999999999,-0.00183,2316.48444759965,1,0,42,86650.9448443606,38.14243314579585,1
37,37,2019/10/30,HYG,49107,M,H.Sch/Dip.,7,4,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.110001,24566400,-0.017730000000000003,-0.001261,0.003148,-746.3963320925529,0,1,31,71346.6365237532,2.9113036964314465,1
38,38,2020/1/6,HYG,49107,M,H.Sch/Dip.,7,4,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.129997,17936900,0.002705,-0.00102,0.003953,-2549.6626648845004,1,0,26,82696.6165923587,-17.58382750069196,1
39,39,2020/2/13,N6M,49107,M,H.Sch/Dip.,7,4,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.3,8500,0.001773,0.00034,-0.001239,1009.32913925042,0,0,42,66460.9054694049,177.81673798676286,1
40,40,2020/2/28,HYG,49107,M,H.Sch/Dip.,7,4,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.040001,99309800,-0.003524,0.004084,-0.009374,3813.7144757324295,1,0,46,103416.069369441,55.947401438691635,1
41,41,2020/3/9,N6M,49107,M,H.Sch/Dip.,7,4,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.29,41700,-0.007909000000000001,-0.043034,-0.080013,510.73041586699014,0,1,27,100944.230806401,133.81137430177066,0
42,42,2020/4/14,HYG,49107,M,H.Sch/Dip.,7,4,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,81.519997,37632800,-0.011385,0.004188,0.03035,1348.58042268368,1,1,28,76459.74718993429,28.809868855658568,1
43,43,2020/4/22,HYG,49107,M,H.Sch/Dip.,7,4,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,79.099998,15720900,0.008621,0.0088,0.022639,1578.2763111944896,0,0,49,63123.8041345863,32.595150143929075,0
44,44,2020/4/23,N6M,49107,M,H.Sch/Dip.,7,4,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.4,3800,-0.012346,-0.0005059999999999999,-0.000286,220.4759580187299,0,1,31,86529.91360933,117.35345750180096,1
45,45,2020/6/15,HYG,49107,M,H.Sch/Dip.,7,4,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,83.239998,39432300,0.002762,0.009704,0.005011,2417.51408167533,1,1,70,48160.6887832615,41.056152856651075,1
46,46,2020/7/10,HYG,49107,M,H.Sch/Dip.,7,4,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,82.489998,17903400,-0.000455,0.003406,0.010072,1530.4895489383198,1,1,31,80755.739490962,30.67631967863934,1
47,47,2020/7/28,HYG,49107,M,H.Sch/Dip.,7,4,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,84.58000200000002,14862900,0.006301,-0.002594,-0.006163,4601.905336266429,0,0,54,104666.03197004301,66.23203125800859,0
48,48,2020/8/6,HYG,49107,M,H.Sch/Dip.,7,4,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,85.379997,13258600,0.000886,0.00223,0.006778,4620.25250641526,1,1,44,117248.105694033,65.82633759538852,1
49,49,2020/8/24,HYG,49107,M,H.Sch/Dip.,7,4,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,85.129997,16058100,0.001765,0.004602,0.010268,-1943.000225988841,1,1,23,51545.497173538606,-11.07717912863125,1
50,50,2019/9/26,HYG,42930,M,H.Sch/Dip.,6,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.16999799999998,13873100,0.0,-0.000688,-0.0020050000000000003,2432.6173007954603,0,1,50,79777.74490048019,39.378425829440324,0
51,51,2019/12/6,HYG,42930,M,H.Sch/Dip.,6,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.93,16094700,0.0,0.001382,0.008922,869.54250652466,0,0,30,110863.466878139,21.50629824599861,0
52,52,2019/12/13,HYG,42930,M,H.Sch/Dip.,6,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.610001,18088100,0.0,0.0010279999999999998,0.00034500000000000004,1431.7631182887803,1,1,23,98262.1372997153,27.756684060405163,1
53,53,2020/2/4,HYG,42930,M,H.Sch/Dip.,6,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.66999799999998,25063800,-0.002674,0.005967,0.015512,1160.5786848759099,0,1,39,103825.762914013,24.644447749113784,0
54,54,2020/4/14,HYG,42930,M,H.Sch/Dip.,6,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,81.519997,37632800,-0.011385,0.004188,0.03035,1815.91996195314,1,1,40,71517.9151688868,34.54268971517675,1
55,55,2020/4/23,HYG,42930,M,H.Sch/Dip.,6,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,79.059998,23896700,-0.012346,-0.0005059999999999999,-0.000286,3878.93278660587,1,1,37,109484.332367523,61.71177472842677,1
56,56,2020/4/30,HYG,42930,M,H.Sch/Dip.,6,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.43,33630600,-0.002849,0.001993,-0.010098,4742.60118893952,1,0,61,67339.0300496643,71.39874659877556,1
57,57,2020/6/2,HYG,42930,M,H.Sch/Dip.,6,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,83.540001,35930900,-0.007428,0.009913,0.008315000000000001,4214.7358799471995,0,0,50,88575.68323573,62.422023192784,1
58,58,2020/8/20,HYG,42930,M,H.Sch/Dip.,6,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,84.75,19912800,0.003543,0.003315,0.003071,2542.4990089890107,1,1,51,57284.6258969323,41.79939833615352,1
59,59,2019/10/4,N6M,91513,F,H.Sch/Dip.,3,2,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.09,3000,0.000903,0.003134,0.013628,-1022.344354413477,0,0,37,50630.9752715129,-2.0148200553180344,1
60,60,2019/12/6,N6M,91513,F,H.Sch/Dip.,3,2,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.01,194500,0.0,0.001382,0.008922,-709.2013093784681,0,0,39,54513.5121424057,26.412233480611444,1
61,61,2020/2/24,N6M,91513,F,H.Sch/Dip.,3,2,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.32,1800,0.000884,-0.010755,-0.033372000000000006,3230.85685958632,0,1,42,125495.339990078,373.7506059705228,0
62,62,2020/3/3,N6M,91513,F,H.Sch/Dip.,3,2,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.25,16700,0.0008900000000000002,-0.004287,-0.028673,380.16529376681,0,1,43,67516.5929458219,122.68135944593868,0
63,63,2020/6/23,HYG,91513,F,H.Sch/Dip.,3,2,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,82.940002,17438000,0.00366,0.001449,0.004071,559.90768193703,0,0,44,84724.0104562792,18.80766390549436,0
64,64,2020/7/15,N6M,91513,F,H.Sch/Dip.,3,2,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.95,225500,-0.007253,0.005679999999999999,0.009339,2564.44351899127,1,1,55,63131.8525668466,325.5199560722621,1
65,65,2020/8/12,N6M,91513,F,H.Sch/Dip.,3,2,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.36,1500,0.0017640000000000004,0.000237,0.013946,-1290.286143327292,0,0,47,46285.187372173,-25.55335768726162,1
66,66,2019/9/5,N6M,63780,M,Sec. or below,1,2,1,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.1,5100,-0.004484,0.003921,0.013085,3570.8515287398604,0,1,74,75969.2047373122,411.78842601260004,1
67,67,2019/10/17,HYG,63780,M,Sec. or below,1,2,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.07,14814300,0.002717,0.0013800000000000002,0.002799,1905.1812297898805,0,1,51,66964.822907966,33.36604145848031,1
68,68,2019/10/25,N6M,63780,M,Sec. or below,1,2,1,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.1,9900,0.00271,0.000802,0.003972,3960.06586176394,0,1,51,90550.09507325733,446.8527803390937,1
69,69,2019/11/8,N6M,63780,M,Sec. or below,1,2,1,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.07,3700,-0.001803,0.000922,0.002226,1058.1525770928802,0,1,23,100218.85988920099,185.9216420138103,1
70,70,2020/2/14,HYG,63780,M,Sec. or below,1,2,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.400002,11398800,-0.00177,-0.000113,0.0014470000000000002,-1486.111193078299,0,0,34,52569.5519028926,-5.49899527240168,0
71,71,2020/3/18,N6M,63780,M,Sec. or below,1,2,1,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.28,0,0.0,-0.044133,-0.055679999999999986,-1744.3228728635718,0,1,26,41678.4810566855,-72.40494872213735,0
72,72,2020/3/23,N6M,63780,M,Sec. or below,1,2,1,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,9.9,5100,0.0,-0.016057,-0.028162,-646.9649859866599,0,1,39,63136.5390708508,35.6601024255899,1
73,73,2020/3/25,N6M,63780,M,Sec. or below,1,2,1,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,9.9,11400,0.010204,0.028128,0.0064670000000000005,-915.79263720485,0,1,31,46481.325325884805,8.505794221732314,0
74,74,2020/4/9,N6M,63780,M,Sec. or below,1,2,1,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.23,2300,0.0,0.065459,0.014982,-2508.5298177481,0,0,45,18757.414520053102,-147.4613702588563,0
75,75,2020/4/14,N6M,63780,M,Sec. or below,1,2,1,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.42,57000,-0.011385,0.004188,0.03035,-337.450067562042,0,1,54,49573.48164632781,63.5844464911668,0
76,76,2020/6/15,HYG,63780,M,Sec. or below,1,2,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,83.239998,39432300,0.002762,0.009704,0.005011,343.26128774505014,0,0,41,89087.904247236,16.137209514890312,1
77,77,2020/7/7,N6M,63780,M,Sec. or below,1,2,1,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.98,5300,0.0,-0.006649,-0.010306,3163.8943838819514,0,1,52,85578.80861268571,379.2253537233106,0
78,78,2020/7/8,N6M,63780,M,Sec. or below,1,2,1,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.98,2600,0.0,0.002677,0.007461,-1518.8347835159439,0,1,32,66223.8558790787,-47.25271252422076,1
79,79,2019/8/27,HYG,86882,M,Deg or abv,3,5,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.940002,14722700,0.0,-0.00046,-0.003832,5409.04664712234,1,0,56,105371.55288598801,73.71804117421506,1
80,80,2019/9/11,HYG,86882,M,Deg or abv,3,5,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.269997,13999200,-0.004529,-0.000115,0.007234,5636.5754077128295,1,1,37,99282.18648939447,76.04647227973241,1
81,81,2019/11/19,HYG,86882,M,Deg or abv,3,5,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.519997,20175500,-0.003604,-0.0035700000000000007,-0.000223,1970.0579912914,1,0,46,52833.8599820713,34.32799461714498,1
82,82,2019/12/4,HYG,86882,M,Deg or abv,3,5,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.68,12406800,-0.00362,0.003009,0.006201,2421.5681266887,1,0,43,76109.1759474158,39.473559375734894,1
83,83,2019/12/6,HYG,86882,M,Deg or abv,3,5,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.93,16094700,0.0,0.001382,0.008922,524.9947351896701,1,1,21,70949.654898174,17.54279000563292,1
84,84,2019/12/20,HYG,86882,M,Deg or abv,3,5,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.720001,31918800,0.000908,-0.00148,0.005113,3472.07838504539,1,1,46,71030.3136177813,50.98128515804954,1
85,85,2019/12/25,HYG,86882,M,Deg or abv,3,5,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.8950005,21827700,0.0,0.00074,0.002588,1489.5259388588402,0,0,45,85885.1731601982,28.323862844267694,1
86,86,2020/1/21,HYG,86882,M,Deg or abv,3,5,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.16999799999998,19724900,0.001791,-0.001076,-0.001081,3642.9309719781504,1,0,47,79714.3996536616,52.65885309397593,1
87,87,2020/2/28,HYG,86882,M,Deg or abv,3,5,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.040001,99309800,-0.003524,0.004084,-0.009374,5702.18282606616,1,1,49,111532.419578816,77.89612678021888,1
88,88,2020/3/6,HYG,86882,M,Deg or abv,3,5,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,85.050003,69860600,0.003527,-0.011276,-0.016658000000000003,663.6861703802695,0,0,39,89228.2789719376,19.561271154573266,0
89,89,2020/3/11,HYG,86882,M,Deg or abv,3,5,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.839996,60006600,-0.027313,-0.021781,-0.048627,4974.71276583034,1,1,44,108289.678585853,73.90788052278404,1
90,90,2020/3/25,HYG,86882,M,Deg or abv,3,5,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,73.470001,45692600,0.010204,0.028128,0.0064670000000000005,985.6770673118301,0,0,30,96176.27669757,27.027045600718452,0
91,91,2020/4/6,HYG,86882,M,Deg or abv,3,5,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,75.339996,32347800,0.0,0.024337,0.067384,1088.8386776029997,0,1,38,74965.494501886,27.725494936354924,1
92,92,2020/4/21,HYG,86882,M,Deg or abv,3,5,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,78.410004,42335600,-0.010427,-0.01828,-0.030447,1879.5412494531101,0,0,39,94879.18505060492,36.724156390211505,1
93,93,2020/5/6,HYG,86882,M,Deg or abv,3,5,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,78.800003,18823300,0.0,-0.005678,-0.006581999999999999,747.7146746129902,0,1,42,49237.3369515104,22.179119391822738,0
94,94,2020/5/29,HYG,86882,M,Deg or abv,3,5,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,82.41999799999998,32286100,0.003731,0.00402,0.004047,3998.45508550467,1,0,50,93490.013003029,60.64614422223924,1
95,95,2020/6/1,HYG,86882,M,Deg or abv,3,5,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,82.720001,46987000,0.000929,0.00364,0.004915,3132.3573465155896,0,0,46,93310.8212143839,49.95596344970535,1
96,96,2020/6/24,HYG,86882,M,Deg or abv,3,5,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,82.089996,43720600,0.001823,-0.010248,-0.025255,4673.0136778299,0,0,56,90445.3565368774,69.10724758507602,0
97,97,2020/6/29,HYG,86882,M,Deg or abv,3,5,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.879997,76540200,-0.000911,-0.005655,0.01501,2753.9023230864,0,0,40,80181.7330232055,46.41323519196471,1
98,98,2019/12/11,N6M,62562,M,Deg or abv,1,2,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.06,56000,0.005455,0.002066,0.002537,2567.7334619148796,0,1,35,89676.32280272359,322.57987901581185,0
99,99,2019/12/24,N6M,62562,M,Deg or abv,1,2,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.03,5100,0.0,0.000798,0.000124,1739.14407690703,1,1,59,29357.301066954904,248.33581839592296,1
100,100,2020/1/10,N6M,62562,M,Deg or abv,1,2,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.12,1900,0.0,0.000339,-0.002774,5811.76223543274,1,0,59,89072.4807989228,612.5685463518653,1
101,101,2020/1/23,HYG,62562,M,Deg or abv,1,2,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.059998,28566200,0.004492,-0.003057,0.001232,3386.8303747377395,1,0,42,86952.6636729097,49.816380585629126,1
102,102,2020/3/11,N6M,62562,M,Deg or abv,1,2,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.04,39800,-0.027313,-0.021781,-0.048627,2609.80034369064,1,0,47,69440.2858582109,326.974668812558,1
103,103,2020/3/13,HYG,62562,M,Deg or abv,1,2,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.050003,69164600,-0.016544,0.031439,0.090737,1527.0849393611702,1,1,45,63396.551826473,31.56883003940887,1
104,104,2020/4/1,N6M,62562,M,Deg or abv,1,2,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.19,2800,0.015952,-0.032308,-0.044892,4266.354011507689,1,0,40,98369.6830222054,516.8158990684681,1
105,105,2020/6/23,HYG,62562,M,Deg or abv,1,2,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,82.940002,17438000,0.00366,0.001449,0.004071,2823.6633562590996,1,0,42,64753.8147665827,46.101558524909365,1
