,trd_date,fund_id,investor_id,education,intermediaryid,riskscore,SCRate,TrailerRate,FundRiskScore,FundName,Price,Vol,return-N6M,return-HYG,return-IVV,AUM,Open,Gender,age,income,counts,sub
13,2020/6/1,HYG,55887,H.Sch/Dip.,6,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,82.720001,46987000,0.000929,0.00364,0.004915,2444.3225528319213,Y,F,46,85756.4166558399,29.54935352130764,Y
14,2020/6/3,HYG,55887,H.Sch/Dip.,6,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,83.93,35991000,0.002806,0.004668,0.013453,3353.0146064030487,Y,M,49,70915.8755176317,39.95013232935838,Y
15,2020/6/9,HYG,55887,H.Sch/Dip.,6,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,83.900002,28412400,0.003687,-0.007804999999999999,-0.007367,-533.502808216168,N,F,41,60029.5599413519,-6.358793748493213,Y
16,2020/6/30,HYG,55887,H.Sch/Dip.,6,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,81.620003,40554300,-0.006381,0.009149,0.013185,4084.20488606181,N,M,56,100453.484207255,50.039264101249906,Y
17,2020/7/31,HYG,55887,H.Sch/Dip.,6,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,85.389999,28624400,0.0017870000000000004,0.001877,0.007871,391.2093761377896,N,F,37,65365.6948844516,4.581442566099453,N
18,2020/8/17,HYG,55887,H.Sch/Dip.,6,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,84.58000200000002,13756500,-0.0008810000000000002,0.005947,0.003223,1891.5131897655604,N,F,47,95513.77330243448,22.363598309746546,N
19,2019/12/18,HYG,39685,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.209999,31575700,0.006375,0.0018170000000000005,6.3e-05,4491.06889249801,Y,F,46,113426.396175049,50.91337652660001,Y
20,2020/1/2,HYG,39685,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.309998,15756600,0.003633,0.004207,0.009529,-759.5636885385069,N,M,27,93356.70947358961,-8.601106394980407,Y
21,2020/1/15,HYG,39685,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.400002,24637900,0.0,0.000226,0.00225,162.70764459571,Y,F,28,65162.6169273178,1.8405841732414212,Y
22,2020/1/16,HYG,39685,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.43,22349200,0.001795,0.000339,0.008312,3114.05343471778,Y,F,46,60750.0962121841,35.21489805176727,Y
23,2020/1/24,HYG,39685,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.690002,40838300,0.0,-0.004202,-0.009092,3128.12525317319,Y,M,40,67259.3718677383,35.6725417017688,Y
24,2020/3/9,HYG,39685,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,81.389999,73609600,-0.007909000000000001,-0.043034,-0.080013,1073.1270497102105,N,M,43,80009.8529470571,13.184998929785099,N
25,2020/3/24,HYG,39685,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,71.459999,51304000,-0.010101,0.041236,0.094503,2959.50198092341,Y,F,33,95608.1187460676,41.41480579818382,Y
26,2020/4/14,HYG,39685,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,81.519997,37632800,-0.011385,0.004188,0.03035,4161.255436343889,N,F,56,96101.1749373765,51.0458242085545,N
27,2020/4/30,HYG,39685,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.43,33630600,-0.002849,0.001993,-0.010098,1036.6567031980496,Y,F,31,92546.07164300821,12.888930786995518,Y
28,2020/5/19,HYG,39685,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.199997,18536500,0.0,0.001248,-0.010303,2857.5973978999896,Y,F,32,100293.37082731699,35.63089158095592,Y
29,2020/6/11,HYG,39685,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,81.629997,48794500,0.0,-0.025662,-0.057855,4877.94573848936,Y,F,58,75187.2711557181,59.75677958789292,Y
30,2020/6/12,HYG,39685,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,82.440002,36155600,-0.002755,0.009923,0.0125,1225.20795104432,Y,F,33,72704.9705528158,14.861813698698356,Y
31,2020/6/24,HYG,39685,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,82.089996,43720600,0.001823,-0.010248,-0.025255,3564.38775566211,N,F,53,100903.209867943,43.42048884570673,Y
32,2020/6/30,HYG,39685,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,81.620003,40554300,-0.006381,0.009149,0.013185,216.55354607702998,Y,F,44,56411.9198382189,2.6531920867122487,Y
33,2020/7/3,HYG,39685,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,82.424999,21827700,0.0,0.003592,0.007673,2884.1597934840397,Y,F,48,80398.8020740578,34.9913233663981,Y
34,2020/7/15,HYG,39685,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,83.209999,21291300,-0.007253,0.005679999999999999,0.009339,2042.0864069722,N,M,43,101885.276948285,24.541358388577795,N
35,2020/7/27,HYG,39685,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,84.800003,12931500,-0.0008990000000000002,0.002364,0.007356999999999998,3331.21233055617,N,F,39,125881.47177676,39.28316288569199,Y
36,2019/10/16,HYG,49107,H.Sch/Dip.,7,4,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.949997,11813000,-0.00271,-0.0008039999999999999,-0.00183,2316.48444759965,Y,F,42,86650.9448443606,26.641570184293972,Y
37,2019/10/30,HYG,49107,H.Sch/Dip.,7,4,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.110001,24566400,-0.017730000000000003,-0.001261,0.003148,-746.3963320925529,N,M,31,71346.6365237532,-8.568434433751793,Y
38,2020/1/6,HYG,49107,H.Sch/Dip.,7,4,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.129997,17936900,0.002705,-0.00102,0.003953,-2549.6626648845004,Y,F,26,82696.6165923587,-28.93070182317719,Y
39,2020/2/13,N6M,49107,H.Sch/Dip.,7,4,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.3,8500,0.001773,0.00034,-0.001239,1009.3291392504201,N,F,42,66460.9054694049,89.32116276552387,Y
40,2020/2/28,HYG,49107,H.Sch/Dip.,7,4,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.040001,99309800,-0.003524,0.004084,-0.009374,3813.714475732429,Y,F,46,103416.069369441,44.32490041152404,Y
41,2020/3/9,N6M,49107,H.Sch/Dip.,7,4,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.29,41700,-0.007909000000000001,-0.043034,-0.080013,510.73041586699,N,M,27,100944.230806401,45.237415045791856,N
42,2020/4/14,HYG,49107,H.Sch/Dip.,7,4,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,81.519997,37632800,-0.011385,0.004188,0.03035,1348.58042268368,Y,M,28,76459.74718993429,16.542940043087587,Y
43,2020/4/22,HYG,49107,H.Sch/Dip.,7,4,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,79.099998,15720900,0.008621,0.0088,0.022639,1578.2763111944894,N,F,49,63123.8041345863,19.952924792671798,N
44,2020/4/23,N6M,49107,H.Sch/Dip.,7,4,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.4,3800,-0.012346,-0.0005059999999999999,-0.000286,220.4759580187299,N,M,31,86529.91360933,21.1996113479548,Y
45,2020/6/15,HYG,49107,H.Sch/Dip.,7,4,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,83.239998,39432300,0.002762,0.009704,0.005011,2417.51408167533,Y,M,70,48160.6887832615,29.042697498326827,Y
46,2020/7/10,HYG,49107,H.Sch/Dip.,7,4,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,82.489998,17903400,-0.000455,0.003406,0.010072,1530.4895489383198,Y,M,31,80755.739490962,18.5536378475645,Y
47,2020/7/28,HYG,49107,H.Sch/Dip.,7,4,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,84.58000200000002,14862900,0.006301,-0.002594,-0.006163,4601.905336266429,N,F,54,104666.03197004301,54.40890550305765,N
48,2020/8/6,HYG,49107,H.Sch/Dip.,7,4,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,85.379997,13258600,0.000886,0.00223,0.006778,4620.25250641526,Y,M,44,117248.105694033,54.113992372420206,Y
49,2020/8/24,HYG,49107,H.Sch/Dip.,7,4,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,85.129997,16058100,0.001765,0.004602,0.010268,-1943.0002259888406,Y,M,23,51545.497173538606,-22.823919822161407,Y
50,2019/9/26,HYG,42930,H.Sch/Dip.,6,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.16999799999998,13873100,0.0,-0.000688,-0.0020050000000000003,2432.6173007954603,N,M,50,79777.74490048019,27.90658892518801,N
51,2019/12/6,HYG,42930,H.Sch/Dip.,6,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.93,16094700,0.0,0.001382,0.008922,869.54250652466,N,F,30,110863.466878139,10.002789675884731,N
52,2019/12/13,HYG,42930,H.Sch/Dip.,6,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.610001,18088100,0.0,0.0010279999999999998,0.00034500000000000004,1431.7631182887806,Y,M,23,98262.1372997153,16.342462069927162,Y
53,2020/2/4,HYG,42930,H.Sch/Dip.,6,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.66999799999998,25063800,-0.002674,0.005967,0.015512,1160.57868487591,N,M,39,103825.762914013,13.2380370862551,N
54,2020/4/14,HYG,42930,H.Sch/Dip.,6,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,81.519997,37632800,-0.011385,0.004188,0.03035,1815.91996195314,Y,M,40,71517.9151688868,22.27576090260577,Y
55,2020/4/23,HYG,42930,H.Sch/Dip.,6,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,79.059998,23896700,-0.012346,-0.0005059999999999999,-0.000286,3878.93278660587,Y,M,37,109484.332367523,49.063153108173246,Y
56,2020/4/30,HYG,42930,H.Sch/Dip.,6,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.43,33630600,-0.002849,0.001993,-0.010098,4742.60118893952,Y,F,61,67339.0300496643,58.96557489667438,Y
57,2020/6/2,HYG,42930,H.Sch/Dip.,6,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,83.540001,35930900,-0.007428,0.009913,0.008315000000000001,4214.7358799471995,N,F,50,88575.68323573,50.45170971385552,Y
58,2020/8/20,HYG,42930,H.Sch/Dip.,6,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,84.75,19912800,0.003543,0.003315,0.003071,2542.499008989011,Y,M,51,57284.6258969323,29.999988306655002,Y
59,2019/10/4,N6M,91513,H.Sch/Dip.,3,2,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.09,3000,0.000903,0.003134,0.013628,-1022.344354413477,N,F,37,50630.9752715129,-92.18614557380316,Y
60,2019/12/6,N6M,91513,H.Sch/Dip.,3,2,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.01,194500,0.0,0.001382,0.008922,-709.2013093784683,N,F,39,54513.5121424057,-64.41428786362108,Y
61,2020/2/24,N6M,91513,H.Sch/Dip.,3,2,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.32,1800,0.000884,-0.010755,-0.033372000000000006,3230.8568595863208,N,M,42,125495.339990078,285.411383355682,N
62,2020/3/3,N6M,91513,H.Sch/Dip.,3,2,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.25,16700,0.0008900000000000002,-0.004287,-0.028673,380.16529376681,N,M,43,67516.5929458219,33.79247055704978,N
63,2020/6/23,HYG,91513,H.Sch/Dip.,3,2,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,82.940002,17438000,0.00366,0.001449,0.004071,559.9076819370299,N,F,44,84724.0104562792,6.750755587599695,N
64,2020/7/15,N6M,91513,H.Sch/Dip.,3,2,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.95,225500,-0.007253,0.005679999999999999,0.009339,2564.4435189912697,Y,M,55,63131.8525668466,234.19575515902008,Y
65,2020/8/12,N6M,91513,H.Sch/Dip.,3,2,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.36,1500,0.0017640000000000004,0.000237,0.013946,-1290.286143327292,N,F,47,46285.187372173,-113.58152670134614,Y
66,2019/9/5,N6M,63780,Sec. or below,1,2,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.1,5100,-0.004484,0.003921,0.013085,3570.8515287398604,N,M,74,75969.2047373122,321.69833592250995,Y
67,2019/10/17,HYG,63780,Sec. or below,1,2,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.07,14814300,0.002717,0.0013800000000000002,0.002799,1905.1812297898803,N,M,51,66964.822907966,21.881029399217645,Y
68,2019/10/25,N6M,63780,Sec. or below,1,2,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.1,9900,0.00271,0.000802,0.003972,3960.0658617639397,N,M,51,90550.09507325733,356.7626902490036,Y
69,2019/11/8,N6M,63780,Sec. or below,1,2,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.07,3700,-0.001803,0.000922,0.002226,1058.1525770928802,N,M,23,100218.85988920099,95.58740533811022,Y
70,2020/2/14,HYG,63780,Sec. or below,1,2,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.400002,11398800,-0.00177,-0.000113,0.0014470000000000002,-1486.111193078299,N,F,34,52569.5519028926,-16.811212211039305,N
71,2020/3/18,N6M,63780,Sec. or below,1,2,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.28,0,0.0,-0.044133,-0.055679999999999986,-1744.3228728635718,N,M,26,41678.4810566855,-169.68121331357702,N
72,2020/3/23,N6M,63780,Sec. or below,1,2,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,9.9,5100,0.0,-0.016057,-0.028162,-646.9649859866598,N,M,39,63136.5390708508,-65.34999858451108,Y
73,2020/3/25,N6M,63780,Sec. or below,1,2,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,9.9,11400,0.010204,0.028128,0.0064670000000000005,-915.79263720485,N,M,31,46481.325325884805,-92.50430678836871,N
74,2020/4/9,N6M,63780,Sec. or below,1,2,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.23,2300,0.0,0.065459,0.014982,-2508.5298177481,N,F,45,18757.414520053102,-245.2130809137928,N
75,2020/4/14,N6M,63780,Sec. or below,1,2,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.42,57000,-0.011385,0.004188,0.03035,-337.450067562042,N,M,54,49573.48164632781,-32.384843336088494,N
76,2020/6/15,HYG,63780,Sec. or below,1,2,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,83.239998,39432300,0.002762,0.009704,0.005011,343.26128774505014,N,F,41,89087.904247236,4.123754156566055,Y
77,2020/7/7,N6M,63780,Sec. or below,1,2,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.98,5300,0.0,-0.006649,-0.010306,3163.8943838819514,N,M,52,85578.80861268571,288.150672484695,N
78,2020/7/8,N6M,63780,Sec. or below,1,2,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.98,2600,0.0,0.002677,0.007461,-1518.8347835159439,N,M,32,66223.8558790787,-138.3273937628364,Y
79,2019/8/27,HYG,86882,Deg or abv,3,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.940002,14722700,0.0,-0.00046,-0.003832,5409.04664712234,Y,F,56,105371.55288598801,62.2158560235867,Y
80,2019/9/11,HYG,86882,Deg or abv,3,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.269997,13999200,-0.004529,-0.000115,0.007234,5636.5754077128295,Y,M,37,99282.18648939447,64.58778046838742,Y
81,2019/11/19,HYG,86882,Deg or abv,3,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.519997,20175500,-0.003604,-0.0035700000000000007,-0.000223,1970.0579912914002,Y,F,46,52833.8599820713,22.769972949622268,Y
82,2019/12/4,HYG,86882,Deg or abv,3,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.68,12406800,-0.00362,0.003009,0.006201,2421.5681266887,Y,F,43,76109.1759474158,27.936872712144666,Y
83,2019/12/6,HYG,86882,Deg or abv,3,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.93,16094700,0.0,0.001382,0.008922,524.9947351896701,Y,M,21,70949.654898174,6.039281435519039,Y
84,2019/12/20,HYG,86882,Deg or abv,3,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.720001,31918800,0.000908,-0.00148,0.005113,3472.07838504539,Y,M,46,71030.3136177813,39.58137648727786,Y
85,2019/12/25,HYG,86882,Deg or abv,3,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.8950005,21827700,0.0,0.00074,0.002588,1489.5259388588406,N,F,45,85885.1731601982,16.946651463513447,Y
86,2020/1/21,HYG,86882,Deg or abv,3,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.16999799999998,19724900,0.001791,-0.001076,-0.001081,3642.9309719781504,Y,F,47,79714.3996536616,41.31712662597714,Y
87,2020/2/28,HYG,86882,Deg or abv,3,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.040001,99309800,-0.003524,0.004084,-0.009374,5702.18282606616,Y,M,49,111532.419578816,66.27362575305129,Y
88,2020/3/6,HYG,86882,Deg or abv,3,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,85.050003,69860600,0.003527,-0.011276,-0.016658000000000003,663.6861703802695,N,F,39,89228.2789719376,7.803482033742778,N
89,2020/3/11,HYG,86882,Deg or abv,3,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.839996,60006600,-0.027313,-0.021781,-0.048627,4974.71276583034,Y,M,44,108289.678585853,61.53776610565814,Y
90,2020/3/25,HYG,86882,Deg or abv,3,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,73.470001,45692600,0.010204,0.028128,0.0064670000000000005,985.6770673118301,N,F,30,96176.27669757,13.416048099847309,N
91,2020/4/6,HYG,86882,Deg or abv,3,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,75.339996,32347800,0.0,0.024337,0.067384,1088.8386776029995,N,M,38,74965.494501886,14.452332564538489,Y
92,2020/4/21,HYG,86882,Deg or abv,3,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,78.410004,42335600,-0.010427,-0.01828,-0.030447,1879.5412494531101,N,F,39,94879.18505060492,23.97068171879076,Y
93,2020/5/6,HYG,86882,Deg or abv,3,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,78.800003,18823300,0.0,-0.005678,-0.006581999999999999,747.7146746129903,N,M,42,49237.3369515104,9.48876454500884,N
94,2020/5/29,HYG,86882,Deg or abv,3,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,82.41999799999998,32286100,0.003731,0.00402,0.004047,3998.455085504671,Y,F,50,93490.013003029,48.513166495159,Y
95,2020/6/1,HYG,86882,Deg or abv,3,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,82.720001,46987000,0.000929,0.00364,0.004915,3132.3573465155896,N,F,46,93310.8212143839,37.866988740916355,Y
96,2020/6/24,HYG,86882,Deg or abv,3,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,82.089996,43720600,0.001823,-0.010248,-0.025255,4673.0136778299,N,F,56,90445.3565368774,56.925495255596076,N
97,2020/6/29,HYG,86882,Deg or abv,3,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.879997,76540200,-0.000911,-0.005655,0.01501,2753.9023230864,N,F,40,80181.7330232055,34.049238689838226,Y
98,2019/12/11,N6M,62562,Deg or abv,1,2,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.06,56000,0.005455,0.002066,0.002537,2567.73346191488,N,M,35,89676.32280272359,232.16396581508857,N
99,2019/12/24,N6M,62562,Deg or abv,1,2,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.03,5100,0.0,0.000798,0.000124,1739.14407690703,Y,M,59,29357.301066954904,157.67398702692932,Y
100,2020/1/10,N6M,62562,Deg or abv,1,2,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.12,1900,0.0,0.000339,-0.002774,5811.76223543274,Y,F,59,89072.4807989228,522.6404887979081,Y
101,2020/1/23,HYG,62562,Deg or abv,1,2,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.059998,28566200,0.004492,-0.003057,0.001232,3386.8303747377395,Y,F,42,86952.6636729097,38.460486618881596,Y
102,2020/3/11,N6M,62562,Deg or abv,1,2,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.04,39800,-0.027313,-0.021781,-0.048627,2609.80034369064,Y,F,47,69440.2858582109,236.39495866763048,Y
103,2020/3/13,HYG,62562,Deg or abv,1,2,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.050003,69164600,-0.016544,0.031439,0.090737,1527.0849393611704,Y,M,45,63396.551826473,19.076638127810817,Y
104,2020/4/1,N6M,62562,Deg or abv,1,2,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.19,2800,0.015952,-0.032308,-0.044892,4266.354011507689,Y,F,40,98369.6830222054,418.6804721793611,Y
105,2020/6/23,HYG,62562,Deg or abv,1,2,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,82.940002,17438000,0.00366,0.001449,0.004071,2823.6633562590996,Y,F,42,64753.8147665827,34.0446502070147,Y
106,2020/6/29,N6M,62562,Deg or abv,1,2,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.97,4900,-0.000911,-0.005655,0.01501,2764.96730315215,Y,M,39,78413.145492327,252.04806774404287,Y
107,2020/7/15,HYG,62562,Deg or abv,1,2,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,83.209999,21291300,-0.007253,0.005679999999999999,0.009339,783.9971571330102,N,M,45,68763.8953825092,9.42191042608966,N
108,2019/10/9,HYG,96879,H.Sch/Dip.,1,4,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.300003,11351300,0.0,0.003022,0.009479,1815.86808544547,Y,M,36,74230.5410527867,21.041344406969138,Y
109,2019/10/17,HYG,96879,H.Sch/Dip.,1,4,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.07,14814300,0.002717,0.0013800000000000002,0.002799,5821.62827286681,Y,F,62,75022.3517382689,66.86147091841978,Y
