,riskscore,SCRate,TrailerRate,Price,Vol,return-N6M,return-HYG,return-IVV,AUM,Open,Gender,age,income,sub,ed_Deg or abv,ed_H.Sch/Dip.,FRC
92,3,0.03,0.0,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,3555.2078084220097,1,0,47,63327.316119448304,1,0,0,1
93,3,0.03,0.0,9.9,21700,0.007121,-0.022425,-0.04503,3056.01761964532,0,1,58,80837.1311419213,0,0,0,1
94,1,0.03,0.0,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,4166.89021976599,1,1,34,108052.71947474401,1,1,0,1
95,5,0.0,0.003,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,673.8641308992902,1,0,34,73724.96091751089,1,0,1,2
96,5,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,3228.8352118341713,0,0,39,110889.86031137199,1,0,1,2
97,5,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,1294.7128291181202,0,0,44,87700.2972949283,0,0,0,2
98,3,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,1352.7638991857002,1,0,44,53792.299067857,1,0,1,2
99,4,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,1769.4773068807206,1,0,49,39781.5044500105,1,0,1,2
100,3,0.0,0.003,80.050003,69164600,-0.016544,0.031439,0.090737,3772.5670261592,1,1,47,72270.6769409859,1,1,0,2
101,3,0.0,0.003,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,4249.14128080166,1,1,34,121909.428769757,1,1,0,2
102,3,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,-173.99034502050702,1,0,31,62510.8175934284,1,0,1,2
103,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,4074.38054391264,1,0,20,122435.369538007,1,1,0,2
104,4,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,3895.3762089133006,1,1,47,90519.8521868149,1,0,1,2
105,1,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,2703.53119687526,1,1,45,74935.9218699972,1,0,1,1
106,1,0.03,0.0,9.9,21700,0.007121,-0.022425,-0.04503,-1407.027958347949,1,1,31,37495.9301842344,1,0,1,1
107,3,0.03,0.0,10.28,10200,-0.041937999999999996,0.009385,0.063593,4525.49009680928,1,1,44,85620.4039693159,1,1,0,1
108,4,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,4584.42305245166,1,1,47,87234.5993529102,1,0,1,2
109,4,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,3155.98655439546,1,1,49,78142.5347570637,1,0,1,2
110,4,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,4899.211971463739,1,0,57,91952.33795662779,1,0,1,2
111,2,0.03,0.0,9.9,21700,0.007121,-0.022425,-0.04503,824.2896011232698,0,0,39,70017.4870955727,1,1,0,1
112,3,0.03,0.0,10.28,0,0.0,-0.044133,-0.05567999999999999,3002.95692214718,0,1,52,69185.86145583651,0,0,1,1
113,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,2102.93452254065,1,1,35,82230.1796976296,1,0,1,2
114,5,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,1040.1336581456,0,1,29,112092.116754476,1,0,1,2
115,3,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,1980.67130241052,0,1,51,85907.8978974683,0,0,1,1
116,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,-1740.206939548738,1,0,20,63925.1088420112,1,0,1,2
117,5,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,2363.02971704454,1,0,43,65515.5614704204,1,0,1,2
118,5,0.0,0.003,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,2424.0931998431697,1,1,44,70416.75454686821,1,1,0,2
119,5,0.0,0.003,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,-1049.5183208598771,0,1,25,70858.8073174863,1,0,1,2
120,5,0.0,0.003,69.75,55796500,0.007121,-0.022425,-0.04503,2805.8286387577,1,1,43,85069.4093391504,1,0,1,2
121,3,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,386.0115773258098,1,1,29,91268.39135020893,1,1,0,2
122,3,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,3293.5246564894,0,0,48,87665.668312415,1,0,0,1
123,3,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,5002.731336146328,0,0,57,102361.75291297,0,0,0,2
124,2,0.0,0.003,9.9,21700,0.007121,-0.022425,-0.04503,-1029.4094016970157,1,1,28,62080.6689524401,1,0,1,1
125,4,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,1878.5650881441306,1,0,26,91027.7075816751,1,1,0,2
126,2,0.0,0.003,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,479.6022664086304,0,1,50,49556.623824774695,1,0,1,1
127,2,0.0,0.003,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,368.00256663248,0,0,45,85696.5641590915,1,0,1,2
128,3,0.0,0.003,10.28,10200,-0.041937999999999996,0.009385,0.063593,5307.3097691334615,0,0,58,90448.7709960619,0,0,1,1
129,5,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,-282.2462874729422,0,0,40,47903.3171857061,0,0,1,2
130,5,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,966.6060131882897,1,1,29,93169.3390904583,1,1,0,2
131,5,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,2076.10856067399,1,1,36,78559.2758310121,1,1,0,2
132,3,0.03,0.0,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,55.43380234164989,0,1,22,89480.1690850724,0,1,0,1
133,5,0.0,0.003,80.050003,69164600,-0.016544,0.031439,0.090737,3552.5838481879796,1,0,48,106419.925227529,1,0,0,2
134,3,0.0,0.003,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,4688.96876329821,1,1,30,121236.02983336401,1,0,0,2
135,1,0.03,0.0,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,2438.82195306825,0,0,53,86422.1008924224,1,1,0,1
136,5,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,4660.37939197237,1,1,35,113400.770214177,1,0,1,2
137,2,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,3131.6376415233003,0,0,47,97015.1257380283,1,1,0,2
138,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,3433.7060941304903,1,0,49,91468.57372181787,1,0,1,2
139,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,897.5573453778203,0,0,35,77646.514912727,1,1,0,2
140,5,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,4151.25968969018,1,0,55,79208.0830190286,1,1,0,2
141,5,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,2149.6783277134004,1,0,36,77044.50663600951,1,1,0,2
142,3,0.03,0.0,10.28,10200,-0.041937999999999996,0.009385,0.063593,2679.41334249776,1,1,53,88424.04821973461,1,0,1,1
143,2,0.0,0.003,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,3214.3207361616105,1,1,29,85153.1597088457,1,1,0,1
144,3,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,3318.44502140805,0,0,52,67067.0092573399,1,1,0,2
145,3,0.0,0.003,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,1115.1416773639608,0,0,48,73823.7625212617,1,0,1,2
146,3,0.0,0.003,80.050003,69164600,-0.016544,0.031439,0.090737,-688.0509940339409,0,0,29,71934.8246432087,1,0,1,2
147,3,0.0,0.003,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,1550.7085616031,0,0,42,77409.95946989799,1,0,1,2
148,3,0.0,0.003,69.75,55796500,0.007121,-0.022425,-0.04503,1979.5085394150199,0,0,50,93158.8945972836,1,0,1,2
149,4,0.0,0.003,80.050003,69164600,-0.016544,0.031439,0.090737,3330.71057844236,1,1,38,87854.652180001,1,0,1,2
150,5,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,3373.06671991437,0,0,31,125571.33329004301,0,1,0,2
151,5,0.0,0.003,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,-248.59261757576405,0,1,28,68602.8128494087,0,1,0,2
152,5,0.0,0.003,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,1535.00891275272,0,0,51,65671.43359045009,0,0,0,2
153,3,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,-50.78706020580592,0,1,26,85849.7368011789,0,1,0,2
154,4,0.0,0.003,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,2116.9134860140807,0,1,41,72627.01667014901,1,0,0,2
155,4,0.0,0.003,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,1187.39242153751,1,0,43,65515.7979098202,1,0,0,2
156,5,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,266.3490217936401,0,1,36,69661.4822313228,0,0,1,2
157,5,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,2042.452872433089,1,1,33,84862.0584592061,1,0,1,2
158,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,6093.060786937841,1,1,36,116052.75648504801,1,0,0,2
159,5,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,1082.85123146324,0,0,38,88710.0491991506,0,0,0,2
160,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,1063.0793232006,0,1,51,50609.678084734005,1,0,1,2
161,5,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,1639.80345171404,1,0,36,72697.7600012204,1,0,1,2
162,5,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,1932.7929612634696,1,0,39,77949.3410201771,1,0,1,2
163,3,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,3328.8293104153304,0,0,41,103434.23457702801,0,1,0,2
164,4,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,2651.7604726589498,1,0,36,75914.1432232355,1,0,1,2
165,4,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,-2301.12625914915,1,1,35,46350.4766375987,1,0,1,2
166,2,0.03,0.0,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,1813.1500767424106,0,1,37,90622.9061619173,1,0,1,1
167,4,0.03,0.0,10.28,10200,-0.041937999999999996,0.009385,0.063593,821.2514851723298,1,1,45,56685.44033431781,1,1,0,1
168,4,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,973.247718476,1,0,38,56591.178298593,1,1,0,2
169,4,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,4874.61275901893,1,0,58,90863.80812716279,1,0,1,2
170,4,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,1098.6330781401998,1,1,29,68086.2720089616,1,0,1,2
171,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,4368.24731331204,1,1,56,75232.6756815362,1,0,0,2
172,5,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,1646.2354663227802,1,0,32,70973.9246620135,1,0,0,2
173,4,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,746.0093501736702,0,0,41,82636.6499153193,1,0,0,2
174,3,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,77.02882230082993,0,0,55,67928.082908202,0,0,1,2
175,3,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,3366.5290107770397,1,1,33,97110.6135340286,1,0,1,2
176,4,0.0,0.003,10.7,33900,-0.016544,0.031439,0.090737,887.1507403997306,1,0,40,58121.797158618,1,0,0,1
177,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,-442.971268565118,0,1,21,102558.79171327599,0,1,0,2
178,5,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,2530.736565226029,0,0,47,82471.8308901963,0,0,1,2
179,1,0.03,0.0,10.7,33900,-0.016544,0.031439,0.090737,3219.08135710284,1,0,49,95255.9471323159,1,0,1,1
180,1,0.03,0.0,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,1456.5831068392606,0,1,35,83800.5446601702,1,0,1,1
181,5,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,2348.0356819125604,0,1,38,84476.8443333668,0,0,1,2
182,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,-610.050862988138,0,0,41,49190.116871456,0,1,0,2
183,5,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,4277.99423021922,1,0,27,118354.262852626,1,1,0,2
184,5,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,6465.032884615841,1,1,55,120857.454336811,1,0,1,2
185,5,0.0,0.003,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,2035.24353078774,0,0,46,95678.97014874339,1,0,0,2
186,5,0.0,0.003,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,1857.2641908328799,1,1,37,94935.7172793723,1,0,0,2
187,5,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,2729.96831468681,0,0,45,83486.1915013642,0,1,0,2
188,4,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,3267.73948007154,1,1,52,74003.53029113481,1,0,1,2
189,1,0.03,0.0,9.83,7000,-0.043774,-0.022469,0.0036899999999999997,4125.524385044961,0,0,59,82522.8118645569,1,0,1,1
190,5,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,4414.7105455766905,1,1,57,78115.3358255888,1,0,0,2
191,3,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,1163.9638676141105,1,0,33,85411.2607831937,1,0,1,2
192,3,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,3115.1545912695287,1,1,44,102927.89886777801,1,0,1,2
193,3,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,2813.4438008071297,0,0,30,128386.55215349,0,0,1,2
194,5,0.0,0.003,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,-1288.0766726651289,0,1,28,58100.4968732525,1,1,0,2
195,4,0.0,0.003,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,2662.237790697371,1,1,29,103203.940929973,1,0,1,2
