,riskscore,opened,SCRate,TrailerRate,Price,Vol,return-N6M,return-HYG,return-IVV,AUM,Subscribed,Gender,age,income,counts,ed_Deg or abv,ed_H.Sch/Dip.,FRC
59,4,1,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,1556.79323749233,1,0,23,78586.1530623356,22.319616308133764,1,0,2
60,2,0,0.03,0.0,10.7,33900,-0.016544,0.031439,0.090737,4891.97424387485,1,0,41,104154.771307455,457.193854567743,1,0,1
61,2,0,0.03,0.0,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,4763.845007193039,1,0,33,96552.2582708451,443.97437159301387,1,0,1
62,2,0,0.03,0.0,10.28,10200,-0.041937999999999996,0.009385,0.063593,2961.3038253274894,0,1,52,86005.9723291439,288.0645744481994,1,0,1
63,1,0,0.03,0.0,9.83,7000,-0.043774,-0.022469,0.0036899999999999997,992.502278788762,0,1,42,88583.738464532,100.96666111788016,1,0,1
64,2,0,0.03,0.0,10.28,0,0.0,-0.044133,-0.05567999999999999,4648.923250454171,1,0,46,80764.9742127193,452.22988817647575,1,0,1
65,5,0,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,3115.1615142753303,1,1,53,65292.151756416104,40.13866092174552,0,0,2
66,5,0,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,592.507430597639,0,1,38,85848.9883420351,8.494730187779771,0,0,2
67,4,0,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,4855.88748542396,0,0,22,139278.90465304,66.5281219136896,1,0,2
68,4,0,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,-1420.2621661379,0,1,24,67350.1899648141,-19.905567006994172,1,0,2
69,5,0,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,3325.09771626918,1,1,44,78509.4895580079,43.545019286591945,1,0,2
70,4,0,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,5379.622284586,1,0,47,107962.57301305699,69.31609606068682,0,1,2
71,4,0,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,4010.9572486134703,0,0,53,71391.610638076,50.10564769889478,0,1,2
72,5,0,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,-240.380696709339,0,1,52,28325.359767782596,-3.1479923200804962,0,1,2
73,5,0,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,4524.3899194549895,1,0,37,94259.83410745609,56.51954715673139,0,0,2
74,5,1,0.0,0.003,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,3226.47437332051,0,0,51,73087.5901665306,44.20433568611017,0,1,2
75,3,0,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,4460.7465275279,1,0,49,77480.67675541781,409.9950852507261,0,0,1
76,3,0,0.03,0.0,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,4581.23717409055,0,1,56,108550.575519214,426.95593421160766,0,0,1
77,5,0,0.0,0.003,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,7592.72835075203,1,0,65,103326.26957167599,97.83182905450587,1,0,2
78,5,0,0.0,0.003,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,-512.1676234747309,0,1,35,44480.7266635123,-6.707276280349066,1,0,2
79,3,0,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,8048.88495969307,1,0,57,99574.3885442045,739.7872205600248,1,0,1
80,1,0,0.03,0.0,10.7,33900,-0.016544,0.031439,0.090737,667.677408367912,0,1,44,63040.5504162417,62.39975779139365,0,1,1
81,5,0,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,5408.18478668953,1,0,40,112484.34896007301,77.53669945074594,0,1,2
82,5,0,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,928.01900277731,1,1,27,94368.5276799335,11.592991480304004,0,0,2
83,5,1,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,2367.54973785929,0,0,37,89304.77671644509,30.505730026459993,0,0,2
84,5,1,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,4259.342863103429,1,1,38,108697.13354379199,55.779764370398965,0,0,2
85,5,1,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,2635.71138607702,1,0,43,54902.4955657273,36.94059509401836,0,0,2
86,1,0,0.03,0.0,10.28,10200,-0.041937999999999996,0.009385,0.063593,5982.93710979234,1,0,40,121046.58165899,581.9977733261032,1,0,1
87,5,0,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,4614.77339372923,0,1,65,70410.6109518111,57.64863486300219,0,1,2
88,5,0,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,4872.6948344279,1,0,52,76846.4269175747,63.81213685981879,0,1,2
89,5,0,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,2303.10695179124,0,1,32,105384.17117406,33.0194545059676,0,1,2
90,4,0,0.0,0.003,80.050003,69164600,-0.016544,0.031439,0.090737,5625.414763530239,1,0,56,88470.16665091891,70.27376080835673,1,0,2
91,4,0,0.0,0.003,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,3242.3884911343,0,0,49,68495.89578755481,44.42236717329818,1,0,2
92,3,0,0.03,0.0,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,632.798608333032,0,1,23,90798.36399431429,58.97470720717912,0,0,1
93,3,0,0.03,0.0,9.9,21700,0.007121,-0.022425,-0.04503,3252.3857622655,1,0,47,68442.5428075493,328.5238143702525,0,0,1
94,1,0,0.03,0.0,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,3291.4088488830703,1,0,25,115615.96790193199,306.74826177847814,1,0,1
95,5,0,0.0,0.003,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,4815.087402098329,0,1,52,109555.47976082699,65.9691400744843,0,1,2
96,5,0,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,15.962167253363098,0,1,28,67722.763420245,0.22884827603387956,0,1,2
97,5,0,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,1423.7127823126002,1,0,31,48185.1789327546,18.64474546448212,0,0,2
98,3,1,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,5741.67907505666,1,0,57,79734.1438491925,82.3179795707048,0,1,2
99,4,0,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,4524.79528356343,1,0,47,91395.8407727666,63.41689432932331,0,1,2
100,3,0,0.0,0.003,80.050003,69164600,-0.016544,0.031439,0.090737,2448.49396131385,1,0,44,54813.6732789496,30.587056459121555,1,0,2
101,3,0,0.0,0.003,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,4054.2900624057397,1,0,47,64009.877414666604,53.09442128485226,1,0,2
102,3,1,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,5372.1715767798205,1,0,46,87920.4660228312,73.60147587317128,0,1,2
103,5,0,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,4259.02866873335,1,0,51,81332.2243554205,53.20460348681498,1,0,2
104,4,0,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,4911.06050460216,1,0,49,91198.2650083748,64.31456836416437,0,1,2
105,1,0,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,2812.58456225901,0,1,38,99314.87047632881,258.5096105017472,0,1,1
106,1,0,0.03,0.0,9.9,21700,0.007121,-0.022425,-0.04503,1290.5255926796601,1,1,42,65035.3256843485,130.35612047269294,0,1,1
107,3,0,0.03,0.0,10.28,10200,-0.041937999999999996,0.009385,0.063593,2428.1037250847103,0,0,35,79763.4486508525,236.19686041680063,1,0,1
108,4,0,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,3334.14625104444,0,1,39,111961.875652553,42.96026553387675,0,1,2
109,4,0,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,1599.6346906795402,0,1,36,74703.27012300299,19.982943544418607,0,1,2
110,4,0,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,5929.48165108121,1,0,56,88741.3337947798,81.23690661124843,0,1,2
111,2,0,0.03,0.0,9.9,21700,0.007121,-0.022425,-0.04503,1497.3025450685,1,1,36,69484.0067319928,151.2426813200505,1,0,1
112,3,1,0.03,0.0,10.28,0,0.0,-0.044133,-0.05567999999999999,5766.77634911334,1,0,45,108480.124050064,560.9704619760058,0,1,1
113,5,0,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,3925.52883108609,0,1,32,132941.795492551,49.03845951243862,0,1,2
114,5,0,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,3761.3950048277293,1,1,40,85722.35611849179,49.7210165946556,0,1,2
115,3,0,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,6157.94251556279,1,0,52,90529.1594671869,565.9873635627564,0,1,1
116,5,0,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,2556.77318763361,0,1,43,82561.80368832691,31.939701334347358,0,1,2
117,5,0,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,2661.62159514035,1,1,31,90576.0747722771,37.30373748770603,0,1,2
118,5,1,0.0,0.003,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,2574.6575709386602,0,1,52,86628.615706456,35.274114830619126,1,0,2
119,5,1,0.0,0.003,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,5473.64070686893,0,1,64,79669.62389411361,71.6820407960567,0,1,2
120,5,1,0.0,0.003,69.75,55796500,0.007121,-0.022425,-0.04503,466.473593869562,1,0,26,65209.5444992479,6.687793460495513,0,1,2
121,3,0,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,2709.62373393479,0,0,47,76712.4438134973,35.817893751473925,1,0,2
122,3,1,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,5801.77537718777,1,0,46,104436.414631883,533.2514133444641,0,0,1
123,3,1,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,2814.0024724631103,0,1,47,76749.9944200282,40.34412146900517,0,0,2
124,2,0,0.0,0.003,9.9,21700,0.007121,-0.022425,-0.04503,2406.21008740869,1,0,30,87430.913517408,243.05152398067574,0,1,1
125,4,0,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,2786.53762417099,0,1,41,77413.6104205319,36.49211089155159,1,0,2
126,2,0,0.0,0.003,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,-77.2321935438795,0,1,42,55954.755385965305,-7.0985472007242185,0,1,1
127,2,0,0.0,0.003,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,2496.5863131197502,1,1,31,95483.9870395273,33.00180101938068,0,1,2
128,3,0,0.0,0.003,10.28,10200,-0.041937999999999996,0.009385,0.063593,5398.789841118561,1,0,40,110769.100191982,525.1741090582258,0,1,1
129,5,0,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,2673.42327531989,1,0,51,45799.4895880175,37.46914296087142,0,1,2
130,5,0,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,5085.16664372914,0,0,55,86864.3758195433,65.52205357823846,1,0,2
131,5,0,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,5427.93568831427,1,0,41,87127.0841538178,71.75063509336418,1,0,2
132,3,0,0.03,0.0,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,2910.0150148505604,0,0,34,93476.7654872576,271.2036360531743,1,0,1
133,5,0,0.0,0.003,80.050003,69164600,-0.016544,0.031439,0.090737,-371.51353789394994,1,1,27,56131.5200327909,-4.641018413127979,0,0,2
134,3,0,0.0,0.003,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,5402.73187827167,1,0,48,98017.7192775251,70.75342859505294,0,0,2
135,1,0,0.03,0.0,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,1022.70202588476,1,0,27,66035.8586068134,95.31239756614725,1,0,1
136,5,0,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,3085.81313703427,1,0,41,57375.6336102308,43.2489589843334,0,1,2
137,2,0,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,3486.4351820152197,1,1,39,87190.3809392976,47.76593064182876,1,0,2
138,5,0,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,3967.9292572327795,0,0,46,92280.8066166082,49.5681337729966,0,1,2
139,5,0,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,4116.66919914617,0,0,52,74320.4555717074,51.426221672298624,1,0,2
140,5,0,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,-1084.3155778354198,1,0,34,60175.1809959687,-14.855673483309587,1,0,2
141,5,0,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,-1268.3573178534,0,1,35,73416.6743349238,-17.776557160567826,1,0,2
142,3,0,0.03,0.0,10.28,10200,-0.041937999999999996,0.009385,0.063593,170.770544337258,0,1,26,87701.8937655917,16.611920655375293,0,1,1
143,2,0,0.0,0.003,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,4234.07919878396,0,1,54,79373.6780648252,394.6019756555415,1,0,1
144,3,0,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,828.469495001607,0,1,36,95267.41185984631,10.951347959007418,1,0,2
145,3,0,0.0,0.003,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,3888.80648377575,1,0,36,69135.7343990754,50.107027878736275,0,1,2
146,3,0,0.0,0.003,80.050003,69164600,-0.016544,0.031439,0.090737,655.257512057153,0,1,27,68835.3406828422,8.18560259213423,0,1,2
147,3,0,0.0,0.003,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,3183.83325020469,0,0,42,73403.2548407985,42.08636042342326,0,1,2
148,3,0,0.0,0.003,69.75,55796500,0.007121,-0.022425,-0.04503,3922.88969361794,1,0,34,73434.3845794457,56.24214614506007,0,1,2
149,4,0,0.0,0.003,80.050003,69164600,-0.016544,0.031439,0.090737,5549.45425744396,1,0,34,115404.984259363,69.32484758862482,0,1,2
150,5,0,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,4853.70494743884,1,0,45,82603.0297946143,62.539684124457615,1,0,2
151,5,0,0.0,0.003,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,2947.7046314559398,1,0,34,74674.9157050463,38.60273170315883,1,0,2
152,5,0,0.0,0.003,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,1509.1089491692999,0,0,37,73623.0363692325,21.150791751519037,0,0,2
153,3,0,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,-299.88897910053504,0,0,30,62471.84990574519,-4.299483571333836,1,0,2
154,4,0,0.0,0.003,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,2084.74685543621,1,1,37,79501.55156943129,27.30155615681841,0,0,2
155,4,0,0.0,0.003,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,2843.8304355978803,1,1,44,84288.09477773559,38.96191962627373,0,0,2
156,5,1,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,74.8253791473744,0,1,46,27536.2181219902,0.9799028047075904,0,1,2
157,5,1,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,6349.11540860527,1,0,46,100585.855261152,88.98550226455886,0,1,2
158,5,1,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,1633.37570353919,0,1,48,60663.2914472611,20.40444275235305,0,0,2
159,5,1,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,2343.5763619355303,1,0,39,65638.3233814262,30.69115153541617,0,0,2
160,5,1,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,3498.8713249994103,1,0,55,50629.9571861109,43.70857206588,0,1,2
161,5,1,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,3851.8528583768602,0,1,52,95150.4260960884,55.223696894291905,0,1,2
162,5,0,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,2526.92282966846,0,0,45,69963.3176717137,32.559242328426976,0,1,2
163,3,1,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,2560.28470338446,0,1,56,63689.1190972466,32.98910798087041,1,0,2
164,4,0,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,2007.5351998072001,1,0,33,78945.185662766,25.078514985279888,0,1,2
165,4,0,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,123.44044780976101,0,1,27,69873.78127710099,1.7300693941121206,0,1,2
166,2,0,0.03,0.0,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,1458.76742061414,1,0,31,73231.7666362382,135.9522293209823,0,1,1
167,4,1,0.03,0.0,10.28,10200,-0.041937999999999996,0.009385,0.063593,4976.76174624288,0,0,51,90607.19781668471,484.1207924360778,1,0,1
168,4,1,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,-333.831767004877,1,0,37,25392.6199955903,-4.786118523367413,1,0,2
169,4,1,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,2979.2081347878398,0,1,48,76789.1816118486,39.01529722069857,0,1,2
170,4,1,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,4478.04341878471,1,1,54,82768.86541258481,61.351466522642056,0,1,2
171,5,0,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,3863.01359966517,1,0,53,83226.4934616053,48.25750724413052,0,0,2
172,5,0,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,-1619.4366978917901,1,1,25,52362.3568723601,-21.406961732688256,0,0,2
173,4,0,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,867.664283971135,1,1,31,68903.2515303906,11.887440851431931,0,0,2
174,3,1,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,4154.8429445736,1,0,39,80500.82546394071,53.53489100681239,0,1,2
175,3,1,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,1218.34612443319,0,1,31,75829.2605639918,15.95529214874146,0,1,2
