,riskscore,opened,SCRate,TrailerRate,Price,Vol,return-N6M,return-HYG,return-IVV,AUM,Subscribed,Gender,age,income,counts,ed_Deg or abv,ed_H.Sch/Dip.,FRC
34,5,1,0.03,0.0,87.269997,13999200,-0.004529,-0.00011499999999999999,0.007234,3042.0864069721997,0,2948,43,101885.276948285,34.85833060097618,1,0,2
35,5,1,0.03,0.0,86.519997,20175500,-0.003604,-0.0035700000000000003,-0.000223,4331.21233055617,0,2948,39,125881.47177676,50.06024596320975,1,0,2
36,5,1,0.03,0.0,86.68,12406800,-0.0036200000000000004,0.003009,0.006201,3316.48444759965,1,2948,42,86650.9448443606,38.26124189662725,1,0,2
37,5,1,0.03,0.0,86.93,16094700,0.0,0.001382,0.008922,253.603667907447,0,2948,31,71346.6365237532,2.917331967185632,1,0,2
38,5,1,0.03,0.0,87.720001,31918800,0.000908,-0.00148,0.005113,-1549.6626648845001,1,2948,26,82696.6165923587,-17.666012850187954,1,0,2
39,5,1,0.03,0.0,87.8950005,21827700,0.0,0.00074,0.002588,2009.32913925042,0,2948,42,66460.9054694049,22.86056235076101,1,0,2
40,5,1,0.03,0.0,88.16999799999999,19724900,0.001791,-0.001076,-0.0010810000000000001,4813.7144757324295,1,2948,46,103416.069369441,54.5958328788034,1,0,2
41,5,1,0.03,0.0,86.040001,99309800,-0.0035240000000000002,0.004084,-0.009373999999999999,1510.7304158669901,0,2948,27,100944.230806401,17.558465810187403,1,0,2
42,5,1,0.03,0.0,85.050003,69860600,0.003527,-0.011276000000000001,-0.016658000000000003,2348.58042268368,1,2948,28,76459.74718993429,27.61411334322563,1,0,2
43,5,1,0.03,0.0,80.839996,60006600,-0.027313,-0.021781000000000002,-0.048627,2578.2763111944896,0,2948,49,63123.8041345863,31.893572968441138,1,0,2
44,2,0,0.03,0.0,11.06,56000,0.005455,0.002066,0.002537,1220.47595801873,0,2948,31,86529.91360933,110.35044828379112,1,0,1
45,2,0,0.03,0.0,11.03,5100,0.0,0.000798,0.000124,3417.51408167533,1,2948,70,48160.6887832615,309.83808537401,1,0,1
46,2,0,0.03,0.0,11.12,1900,0.0,0.000339,-0.002774,2530.48954893832,1,2948,31,80755.739490962,227.5620097966115,1,0,1
47,2,0,0.03,0.0,88.059998,28566200,0.004492,-0.003057,0.001232,5601.905336266429,0,2948,54,104666.03197004301,63.614643010398765,1,0,2
48,2,0,0.03,0.0,11.04,39800,-0.027313,-0.021781000000000002,-0.048627,5620.25250641526,1,2948,44,117248.105694033,509.08084297239674,1,0,1
49,4,0,0.03,0.0,86.300003,11351300,0.0,0.003022,0.009479000000000001,-943.000225988841,1,2948,23,51545.497173538606,-10.92700108004447,0,1,2
50,4,0,0.03,0.0,87.07,14814300,0.0027170000000000002,0.0013800000000000002,0.002799,3432.6173007954603,0,2948,50,79777.74490048019,39.42365109446951,0,1,2
51,4,0,0.03,0.0,86.93,16094700,0.0,0.001382,0.008922,1869.54250652466,0,2948,30,110863.466878139,21.506298245998618,0,1,2
52,4,0,0.03,0.0,86.860001,69233800,0.000883,0.001037,-0.0038520000000000004,2431.7631182887803,1,2948,23,98262.1372997153,27.996351488515185,0,1,2
53,3,0,0.03,0.0,87.0,14135800,-0.0008990000000000001,0.002073,0.0037670000000000004,2160.57868487591,0,2948,39,103825.762914013,24.834237757194366,0,1,2
54,3,0,0.03,0.0,86.910004,21946800,0.0,-0.001034,-0.0011970000000000001,2815.9199619531396,1,2948,40,71517.9151688868,32.40041229261869,0,1,2
55,3,0,0.03,0.0,11.01,49600,-0.0036200000000000004,0.003009,0.006201,4878.93278660587,1,2948,37,109484.332367523,443.1364928797339,0,1,1
56,3,0,0.03,0.0,87.779999,17517400,-0.0009050000000000001,0.0019399999999999999,0.000752,5742.60118893952,1,2948,61,67339.0300496643,65.42038339439398,0,1,2
57,3,0,0.03,0.0,87.860001,12524300,0.000906,-0.000682,-0.005397,5214.7358799471995,0,2948,50,88575.68323573,59.352786485253965,0,1,2
58,3,0,0.03,0.0,88.389999,17762400,0.0008990000000000001,0.0,0.006999999999999999,3542.4990089890102,1,2948,51,57284.6258969323,40.078052370936334,0,1,2
59,3,0,0.03,0.0,88.43,22349200,0.001795,0.000339,0.008312,-22.344354413477003,0,2948,37,50630.9752715129,-0.25267843959603076,0,1,2
60,3,0,0.03,0.0,11.2,5300,0.001789,-0.0067280000000000005,-0.016231,290.798690621532,0,2948,39,54513.5121424057,25.96416880549393,0,1,1
61,3,0,0.03,0.0,88.029999,36687700,0.004468,0.004106,0.011131,4230.85685958632,0,2948,42,125495.339990078,48.061534790955974,0,1,2
62,3,0,0.03,0.0,11.25,1700,0.0,0.013731,0.043947,1380.16529376681,0,2948,43,67516.5929458219,122.68135944593867,0,1,1
63,5,1,0.03,0.0,86.540001,20561500,0.0,-0.0035689999999999997,-0.00317,1559.90768193703,0,2948,44,84724.0104562792,18.02527922246072,0,1,2
64,5,1,0.03,0.0,87.160004,34407300,0.0,-0.001832,-0.0006929999999999999,3564.44351899127,1,2948,55,63131.8525668466,40.89540334338753,0,1,2
65,5,1,0.03,0.0,86.410004,11092800,0.0,0.001275,0.0070680000000000005,-290.286143327292,0,2948,47,46285.187372173,-3.3594043500714568,0,1,2
66,5,1,0.03,0.0,87.089996,21363700,0.0009029999999999999,0.00022999999999999998,-0.004353,4570.85152873986,0,2948,74,75969.2047373122,52.4842316991249,0,1,2
67,5,1,0.03,0.0,86.339996,22566100,0.0063289999999999996,-0.0020800000000000003,-0.003698,2905.1812297898805,0,2948,51,66964.822907966,33.64815108156689,0,1,2
68,5,1,0.03,0.0,86.540001,20966400,-0.002693,-0.004601,-0.008384,4960.06586176394,0,2948,51,90550.09507325731,57.315297023903895,0,1,2
69,5,1,0.03,0.0,87.860001,12524300,0.000906,-0.000682,-0.005397,2058.15257709288,0,2948,23,100218.85988920099,23.425364826627764,0,1,2
70,5,1,0.03,0.0,88.360001,16649500,0.0,0.0026100000000000003,0.006751999999999999,-486.11119307829904,0,2948,34,52569.5519028926,-5.50148469416947,0,1,2
71,5,1,0.03,0.0,87.800003,17308200,-0.006239,-0.0005690000000000001,-0.0007,-744.3228728635719,0,2948,26,41678.4810566855,-8.477481178031073,0,1,2
72,5,0,0.03,0.0,87.379997,10646500,0.008108,-0.00011399999999999999,0.005605,353.03501401334,0,2948,39,63136.5390708508,4.0402268955598615,1,0,2
73,5,0,0.03,0.0,86.809998,24576400,0.001805,-0.0034439999999999996,-0.002942,84.2073627951499,0,2948,31,46481.325325884805,0.9700191767675184,1,0,2
74,5,0,0.03,0.0,87.91999799999999,11627100,0.0,-0.000455,-0.000185,-1508.5298177481,0,2948,45,18757.414520053102,-17.15798284877236,1,0,2
75,5,0,0.03,0.0,88.16999799999999,19724900,0.001791,-0.001076,-0.0010810000000000001,662.549932437958,0,2948,54,49573.481646327804,7.514460105102396,1,0,2
76,5,0,0.03,0.0,87.150002,27214300,0.0,-0.004340999999999999,0.007176999999999999,1343.2612877450501,0,2948,41,89087.904247236,15.413210062175903,1,0,2
77,1,0,0.0,0.003,11.04,7700,0.003636,-0.005888,-0.017904,4163.8943838819505,0,2948,52,85578.80861268571,377.1643463661187,0,1,1
78,1,0,0.0,0.003,11.12,13600,0.002705,-0.0010199999999999999,0.003953,-518.834783515944,0,2948,32,66223.8558790787,-46.657804273016545,0,1,1
79,3,0,0.0,0.003,88.129997,16088100,0.0,0.000909,0.005089,6409.04664712234,1,2948,56,105371.55288598801,72.72264683184251,1,0,2
80,3,0,0.0,0.003,11.28,28000,0.0,0.0026089999999999998,0.006412999999999999,6636.5754077128295,1,2948,37,99282.18648939449,588.3488836624849,1,0,1
81,3,0,0.0,0.003,86.040001,99309800,-0.0035240000000000002,0.004084,-0.009373999999999999,2970.0579912914,1,2948,46,52833.8599820713,34.519502054531586,1,0,2
82,4,0,0.03,0.0,86.720001,13526700,-0.0026829999999999996,0.0020800000000000003,0.011457,3421.5681266887,1,2948,43,76109.1759474158,39.45535155942515,0,1,2
83,4,0,0.03,0.0,86.83000200000001,9842600,0.0,0.000692,-0.000671,1524.9947351896699,1,2948,21,70949.654898174,17.562993205846865,0,1,2
84,4,0,0.03,0.0,87.110001,24566400,-0.017730000000000003,-0.001261,0.003148,4472.07838504539,1,2948,46,71030.3136177813,51.33828875797384,0,1,2
85,4,0,0.03,0.0,11.11,3500,-0.002693,-0.004601,-0.008384,2489.5259388588397,0,2948,45,85885.1731601982,224.07974247154274,0,1,1
86,4,0,0.03,0.0,86.93,16094700,0.0,0.001382,0.008922,4642.93097197815,1,2948,47,79714.3996536616,53.40999622659784,0,1,2
87,4,0,0.03,0.0,86.93,18034300,0.0,0.0,-0.0029690000000000003,6702.18282606616,1,2948,49,111532.419578816,77.09861757812216,0,1,2
88,4,0,0.03,0.0,87.860001,12524300,0.000906,-0.000682,-0.005397,1663.6861703802697,0,2948,39,89228.2789719376,18.935649344919423,0,1,2
89,4,0,0.03,0.0,87.690002,40838300,0.0,-0.004202,-0.009092,5974.71276583034,1,2948,44,108289.678585853,68.13448089361817,0,1,2
90,4,0,0.03,0.0,81.389999,73609600,-0.007909000000000001,-0.043033999999999996,-0.080013,1985.6770673118301,0,2948,30,96176.27669757,24.39706464810044,0,1,2
91,1,0,0.03,0.0,11.05,7600,0.006375,0.0018170000000000003,6.3e-05,2088.8386776029997,0,2948,38,74965.494501886,189.03517444371036,1,0,1
92,1,0,0.03,0.0,11.12,4700,0.0,-0.000908,-0.002738,2879.54124945311,0,2948,39,94879.18505060491,258.95155120981207,1,0,1
93,1,0,0.03,0.0,11.34,17000,0.008,-0.012626,-0.034917000000000004,1747.7146746129902,0,2948,42,49237.3369515104,154.11945984241535,1,0,1
94,1,0,0.03,0.0,11.29,41700,-0.007909000000000001,-0.043033999999999996,-0.080013,4998.45508550467,1,2948,50,93490.013003029,442.73295708633043,1,0,1
95,5,1,0.03,0.0,86.980003,14187800,0.0,0.0,0.0,4132.35734651559,0,2948,46,93310.8212143839,47.509280340167265,0,1,2
96,5,1,0.03,0.0,87.230003,17484200,0.0036299999999999995,0.001033,0.00046699999999999997,5673.0136778299,0,2948,56,90445.3565368774,65.03511960018963,0,1,2
97,5,1,0.03,0.0,86.949997,11813000,-0.00271,-0.0008039999999999999,-0.00183,3753.9023230864,0,2948,40,80181.7330232055,43.17311618868026,0,1,2
98,5,1,0.03,0.0,86.82,14690200,0.000904,0.00022999999999999998,0.001709,3567.7334619148796,0,2948,35,89676.32280272359,41.09345153092467,0,1,2
99,3,0,0.03,0.0,11.17,2200,0.006306,-0.000917,-3.4e-05,2739.14407690703,1,2948,59,29357.301066954904,245.2232835189821,1,0,1
100,3,0,0.03,0.0,86.160004,30387800,0.0036229999999999995,0.0005809999999999999,0.008320999999999999,6811.7622354327395,1,2948,59,89072.4807989228,79.05944660161273,1,0,2
101,3,0,0.03,0.0,87.07,14814300,0.0027170000000000002,0.0013800000000000002,0.002799,4386.8303747377395,1,2948,42,86952.6636729097,50.38279975580269,1,0,2
102,3,0,0.03,0.0,86.339996,22566100,0.0063289999999999996,-0.0020800000000000003,-0.003698,3609.8003436906397,1,2948,47,69440.2858582109,41.80913262598066,1,0,2
103,3,0,0.03,0.0,88.059998,28566200,0.004492,-0.003057,0.001232,2527.08493936117,1,2948,45,63396.551826473,28.697308616350075,1,0,2
104,3,0,0.03,0.0,11.22,16100,0.001786,-0.004096,-0.017776,5266.354011507689,1,2948,40,98369.6830222054,469.3720152858903,1,0,1
105,3,0,0.03,0.0,86.040001,99309800,-0.0035240000000000002,0.004084,-0.009373999999999999,3823.6633562590996,1,2948,42,64753.8147665827,44.440531285664434,1,0,2
106,3,0,0.03,0.0,11.38,10200,0.003527,-0.011276000000000001,-0.016658000000000003,3764.96730315215,1,2948,39,78413.145492327,330.8407120520343,1,0,1
107,3,0,0.03,0.0,81.389999,73609600,-0.007909000000000001,-0.043033999999999996,-0.080013,1783.9971571330102,0,2948,45,68763.8953825092,21.919120027670846,1,0,2
108,4,0,0.03,0.0,86.949997,11813000,-0.00271,-0.0008039999999999999,-0.00183,2815.86808544547,1,2948,36,74230.5410527867,32.38491296837503,0,1,2
109,4,0,0.03,0.0,86.809998,8976900,-0.0018,-0.001151,0.000454,6821.62827286681,1,2948,62,75022.3517382689,78.58113615976366,0,1,2
110,4,0,0.03,0.0,87.610001,18088100,0.0,0.0010279999999999998,0.00034500000000000004,2886.03657888335,1,2948,38,72372.1260077846,32.94186218401425,0,1,2
111,4,0,0.03,0.0,87.099998,41372700,0.001789,-0.0067280000000000005,-0.016231,2603.7241570201604,0,2948,44,86439.533330765,29.89350421133374,0,1,2
112,4,0,0.03,0.0,87.150002,27214300,0.0,-0.004340999999999999,0.007176999999999999,2719.86570509686,1,2948,35,56036.499455275094,31.20901483280356,0,1,2
113,4,0,0.03,0.0,88.33000200000001,23027000,0.001771,-0.0009050000000000001,-0.010281,6740.64179637236,1,2948,54,99644.1165825793,76.31203038320274,0,1,2
114,4,0,0.03,0.0,82.639999,57598000,0.005314,0.015358000000000002,0.053675,2145.1307877216395,0,2948,31,81244.2327364316,25.95753646756021,0,1,2
115,4,0,0.0,0.003,86.949997,11813000,-0.00271,-0.0008039999999999999,-0.00183,6138.12478737345,0,2948,53,94979.8183518193,70.59373202017994,0,0,2
116,4,0,0.0,0.003,86.809998,24576400,0.001805,-0.0034439999999999996,-0.002942,5101.54781331223,1,2948,54,81063.099382215,58.76682330199144,0,0,2
117,4,0,0.0,0.003,88.379997,29157100,0.000898,-0.000113,-0.0015480000000000001,-219.41482655166303,1,2948,32,56574.9455691733,-2.482629938895144,0,0,2
118,4,0,0.0,0.003,86.040001,99309800,-0.0035240000000000002,0.004084,-0.009373999999999999,4683.16714076404,0,2948,44,108888.372251221,54.43011490392753,0,0,2
119,4,0,0.03,0.0,87.220001,10655700,0.008043000000000002,-0.001831,-0.000328,3327.7539118859304,1,2948,38,76253.5458136698,38.153564248250014,1,0,2
120,4,0,0.03,0.0,86.82,23894100,0.001802,0.00011499999999999999,0.009771,3206.0304513514197,1,2948,39,74792.3192896048,36.92732609250657,1,0,2
121,4,0,0.03,0.0,86.93,16094700,0.0,0.001382,0.008922,1866.7529336859197,0,2948,36,88606.01911933509,21.474208370941213,1,0,2
122,4,0,0.03,0.0,88.129997,16088100,0.0,0.000909,0.005089,2642.22189015664,0,2948,52,71571.7391576946,29.980959719726755,1,0,2
123,4,0,0.03,0.0,88.16999799999999,19724900,0.001791,-0.001076,-0.0010810000000000001,5274.50880708857,1,2948,47,120460.252202749,59.82203614304915,1,0,2
124,4,0,0.03,0.0,87.800003,17308200,-0.006239,-0.0005690000000000001,-0.0007,3784.80618016372,1,2948,40,77520.51058776201,43.107130419616496,1,0,2
125,4,0,0.03,0.0,88.379997,26688200,0.0,0.0026089999999999998,0.006412999999999999,4897.4567704582005,1,2948,40,95033.3497046485,55.4136335901686,1,0,2
126,5,0,0.03,0.0,87.440002,15456800,0.000909,-0.00045700000000000005,0.000531,3503.0500813598305,0,2948,44,95033.33156205929,40.06232846792284,0,1,2
127,5,0,0.03,0.0,87.230003,15142100,0.0,-0.001031,0.005647,2328.09359233795,1,2948,35,60518.9144479247,26.68913805193782,0,1,2
128,5,0,0.03,0.0,86.41999799999999,29757200,-0.0054009999999999996,-0.001387,-0.0068920000000000006,-611.01294043695,0,2948,23,72806.9201340804,-7.070272559332274,0,1,2
129,5,0,0.03,0.0,88.389999,17762400,0.0008990000000000001,0.0,0.006999999999999999,5054.743825204179,1,2948,36,104301.030405695,57.186829758920794,0,1,2
130,5,0,0.03,0.0,88.43,22349200,0.001795,0.000339,0.008312,6107.21468224436,0,2948,53,113803.557806743,69.06270137107724,0,1,2
131,5,0,0.03,0.0,87.849998,32628300,0.001786,0.008611,0.01065,845.866974021667,0,2948,45,63481.7830182676,9.628537202945264,0,1,2
132,5,0,0.03,0.0,87.529999,35659700,0.001786,-0.004096,-0.017776,3136.1240660942,0,2948,46,85493.6364417047,35.82913403316959,0,1,2
133,5,0,0.03,0.0,80.839996,60006600,-0.027313,-0.021781000000000002,-0.048627,5284.1047208858,1,2948,37,115783.669570121,65.36497998943246,0,1,2
134,1,1,0.03,0.0,11.17,2200,0.006306,-0.000917,-3.4e-05,6332.01583700707,1,2948,58,65134.7102873382,566.8769773506777,1,0,1
135,1,1,0.03,0.0,11.07,11400,0.000904,0.000918,0.002893,1652.6542595823498,1,2948,31,78724.2162036615,149.29126102821587,1,0,1
136,1,1,0.03,0.0,11.33,2700,0.000883,-0.006981,-0.029985,5732.6001803968,1,2948,43,87252.8589945394,505.96647664578995,1,0,1
137,1,1,0.03,0.0,11.35,16300,0.0008820000000000001,-0.01347,-0.045381,1214.3691774613699,0,2948,36,106430.715632731,106.99287907148634,1,0,1
138,3,0,0.03,0.0,11.06,5800,0.0027199999999999998,0.00022999999999999998,-0.0034799999999999996,4456.45243979493,0,2948,53,79292.1175791236,402.93421697965005,0,0,1
139,3,0,0.03,0.0,86.93,16094700,0.0,0.001382,0.008922,2374.1875288107103,0,2948,41,80617.5931666388,27.311486584731508,0,0,2
140,3,0,0.03,0.0,87.150002,27214300,0.0,-0.004340999999999999,0.007176999999999999,8521.022619171321,1,2948,44,120660.399724462,97.77421025384854,0,0,2
141,3,0,0.03,0.0,88.3100015,21827700,0.00266,-0.001018,-0.001194,4581.91220467995,1,2948,41,95853.41597476891,51.88440863835735,0,0,2
142,3,0,0.03,0.0,85.050003,69860600,0.003527,-0.011276000000000001,-0.016658000000000003,5169.26431359859,1,2948,49,95737.11384699,60.77911970912675,0,0,2
143,3,0,0.03,0.0,87.07,13419200,-0.001812,-0.001147,-0.005325,5820.59062017115,1,2948,48,117681.820192888,66.8495534646968,0,1,2
144,3,0,0.03,0.0,87.16999799999999,21827700,-0.000907,0.0011480000000000001,0.005118,1706.4262707795099,1,2948,31,79187.4385324752,19.575843867514028,0,1,2
145,3,0,0.03,0.0,86.620003,27665700,-0.000908,-0.006309,-0.012093000000000001,4481.7019006276005,1,2948,44,74276.78749747219,51.739803110230795,0,1,2
146,3,0,0.03,0.0,86.339996,22566100,0.0063289999999999996,-0.0020800000000000003,-0.003698,7239.154546263241,1,2948,62,91954.047106352,83.84474034795231,0,1,2
147,3,0,0.03,0.0,88.209999,31575700,0.006375,0.0018170000000000003,6.3e-05,3672.23927595739,1,2948,52,69685.726850775,41.63064638462801,0,1,2
148,3,0,0.03,0.0,11.18,7000,0.004492,-0.003057,0.001232,6677.495310736539,0,2948,67,106816.871462144,597.2714946991538,0,1,1
149,3,0,0.03,0.0,87.849998,32628300,0.001786,0.008611,0.01065,2633.52339831316,0,2948,47,71835.0853447476,29.97750094784476,0,1,2
150,3,0,0.03,0.0,88.029999,36687700,0.004468,0.004106,0.011131,1188.84977134613,1,2948,30,75260.2827560812,13.505052650814298,0,1,2
151,3,0,0.03,0.0,86.110001,33789500,0.003636,-0.005888,-0.017904,1396.2843424326402,0,2948,30,75399.9568222987,16.21512398348062,0,0,2
152,3,0,0.03,0.0,11.09,2700,0.0,0.0041659999999999996,0.009968000000000001,3058.77523919883,0,2948,60,47816.723900596204,275.8138177816799,0,0,1
153,3,0,0.03,0.0,11.08,13900,0.0009029999999999999,0.00022999999999999998,-0.004353,630.2342618478721,0,2948,47,73861.229983691,56.88034854222672,0,0,1
154,3,0,0.03,0.0,11.17,0,0.0,-0.001075,-0.0010789999999999999,1996.8155581170397,1,2948,43,49349.5037742171,178.76594074458725,0,0,1
155,3,0,0.03,0.0,88.379997,26688200,0.0,0.0026089999999999998,0.006412999999999999,-1475.3671331506698,0,2948,36,45864.7129057095,-16.693450817277917,0,0,2
156,3,0,0.03,0.0,86.040001,99309800,-0.0035240000000000002,0.004084,-0.009373999999999999,5139.29066633644,1,2948,38,90212.3865875379,59.731411048408056,0,0,2
157,3,0,0.03,0.0,85.940002,58721000,0.0008900000000000001,-0.004287,-0.028673,864.312536342658,0,2948,47,53540.559843664596,10.05716216230316,0,0,2
158,3,0,0.03,0.0,87.370003,13327000,0.0,-0.001143,-0.000132,7231.60295023112,1,2948,49,79759.3951150626,82.76986038596245,1,0,2
159,3,0,0.03,0.0,87.089996,21363700,0.0009029999999999999,0.00022999999999999998,-0.004353,2921.29682081789,1,2948,50,46465.6037605157,33.54342582376385,1,0,2
160,3,0,0.03,0.0,87.389999,11593600,0.00271,0.000802,0.003972,390.507293699096,0,2948,34,71030.8210970678,4.468558166468179,1,0,2
161,3,0,0.03,0.0,86.809998,24576400,0.001805,-0.0034439999999999996,-0.002942,4792.88064033307,1,2948,43,99851.7339813476,55.21115943733889,1,0,2
162,3,0,0.03,0.0,87.610001,18088100,0.0,0.0010279999999999998,0.00034500000000000004,3409.22136632089,0,2948,47,92157.33816880551,38.913609489867376,1,0,2
163,3,0,0.03,0.0,86.860001,69233800,0.000883,0.001037,-0.0038520000000000004,2098.3836288236803,1,2948,36,78876.8598112116,24.158227085717858,1,0,2
164,3,0,0.03,0.0,80.839996,60006600,-0.027313,-0.021781000000000002,-0.048627,3768.7736721182,0,2948,47,78595.5620885004,46.62016153635386,1,0,2
165,1,0,0.03,0.0,11.0,22100,-0.000908,-0.006309,-0.012093000000000001,2187.6660512982603,0,2948,57,66413.80282490309,198.87873193620547,1,0,1
166,1,0,0.03,0.0,11.04,67000,-0.00271,-0.0008039999999999999,-0.00183,2303.5543510938396,1,2948,35,83259.9256965087,208.65528542516665,1,0,1
167,1,0,0.03,0.0,11.2,6600,0.004484,0.001025,0.003017,4078.43184478146,1,2948,41,76286.2859495499,364.1457004269161,1,0,1
168,1,0,0.03,0.0,11.04,39800,-0.027313,-0.021781000000000002,-0.048627,3823.7456894377206,0,2948,46,91139.31683020131,346.3537762171849,1,0,1
169,3,1,0.0,0.003,86.980003,14187800,0.0,0.0,0.0,1218.75523772555,0,2948,32,74665.2554421041,14.011901537018227,0,0,2
170,3,1,0.0,0.003,11.28,28000,0.0,0.0026089999999999998,0.006412999999999999,2305.63577305185,0,2948,43,56069.4733619224,204.40033449041223,0,0,1
171,3,1,0.0,0.003,11.04,39800,-0.027313,-0.021781000000000002,-0.048627,3897.88710858548,0,2948,46,104097.257195552,353.06948447332246,0,0,1
