,trd_date,fund_id,investor_id,unit_count,gender,income,education,intermediaryid,riskscore,subscribed,opened,SCRate,TrailerRate,FundRiskScore,FundName,Price,return-N6M,return-HYG,return-IVV
84,2019/8/25,HYG,22383,33.60273953,M,128543.833,Sec. or below,3,4,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.82,0,0,0
85,2019/8/25,IVV,22383,12.62239904,M,128543.833,Sec. or below,3,4,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,288.91,0,0,0
86,2019/8/25,HYG,28105,6.14593408,F,107290.4173,H.Sch/Dip.,10,5,FALSE,0,0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.82,0,0,0
87,2019/8/25,IVV,28105,7.387629321,F,107290.4173,H.Sch/Dip.,10,5,FALSE,0,0,0.005,H,iShares Core S&P 500 ETF,288.91,0,0,0
88,2019/8/25,N6M,24725,20592.16246,F,737093.0076,Deg or abv,7,2,TRUE,1,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.14,0,0,0
89,2019/8/25,HYG,24725,1761.473469,F,737093.0076,Deg or abv,7,2,TRUE,1,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.82,0,0,0
90,2019/8/25,HYG,28187,119.7230004,M,161196.882,H.Sch/Dip.,6,5,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.82,0,0,0
91,2019/8/25,IVV,28187,143.911265,M,161196.882,H.Sch/Dip.,6,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,288.91,0,0,0
92,2019/8/25,HYG,93377,2.744561576,M,7734.113656,Sec. or below,2,5,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.82,0,0,0
93,2019/8/25,IVV,93377,3.299059721,M,7734.113656,Sec. or below,2,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,288.91,0,0,0
94,2019/8/25,N6M,51305,275.963448,M,241160.6341,Deg or abv,9,4,FALSE,0,0,0.003,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.14,0,0,0
95,2019/8/25,HYG,51305,141.6370795,M,241160.6341,Deg or abv,9,4,FALSE,0,0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.82,0,0,0
96,2019/8/25,IVV,51305,53.20398758,M,241160.6341,Deg or abv,9,4,FALSE,0,0,0.005,H,iShares Core S&P 500 ETF,288.91,0,0,0
97,2019/8/25,HYG,22594,7.804116005,M,50387.88798,H.Sch/Dip.,7,5,TRUE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.82,0,0,0
98,2019/8/25,IVV,22594,9.380822422,M,50387.88798,H.Sch/Dip.,7,5,TRUE,0,0.05,0,H,iShares Core S&P 500 ETF,288.91,0,0,0
99,2019/8/25,HYG,65916,15.91437522,M,200521.636,Deg or abv,3,5,TRUE,1,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.82,0,0,0
100,2019/8/25,IVV,65916,19.12963977,M,200521.636,Deg or abv,3,5,TRUE,1,0.05,0,H,iShares Core S&P 500 ETF,288.91,0,0,0
101,2019/8/25,N6M,99642,919.6237468,M,151636.1965,H.Sch/Dip.,4,3,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.14,0,0,0
102,2019/8/25,HYG,99642,196.6637591,M,151636.1965,H.Sch/Dip.,4,3,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.82,0,0,0
103,2019/8/25,IVV,99642,23.63967681,M,151636.1965,H.Sch/Dip.,4,3,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,288.91,0,0,0
104,2019/8/25,N6M,61323,452.2574686,F,55869.2043,H.Sch/Dip.,7,2,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.14,0,0,0
105,2019/8/25,HYG,61323,38.68654074,F,55869.2043,H.Sch/Dip.,7,2,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.82,0,0,0
106,2019/8/25,HYG,86396,1.164787749,M,25704.98421,H.Sch/Dip.,1,5,TRUE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.82,0,0,0
107,2019/8/25,IVV,86396,1.400115917,M,25704.98421,H.Sch/Dip.,1,5,TRUE,0,0.05,0,H,iShares Core S&P 500 ETF,288.91,0,0,0
108,2019/8/25,N6M,79385,47.90389149,F,33066.64603,H.Sch/Dip.,6,4,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.14,0,0,0
109,2019/8/25,HYG,79385,24.58647091,F,33066.64603,H.Sch/Dip.,6,4,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.82,0,0,0
110,2019/8/25,IVV,79385,9.235563864,F,33066.64603,H.Sch/Dip.,6,4,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,288.91,0,0,0
111,2019/8/25,N6M,26590,1585.319087,M,99791.19317,Deg or abv,8,1,FALSE,0,0,0.003,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.14,0,0,0
112,2019/8/25,N6M,39580,1134.637073,M,116862.4774,H.Sch/Dip.,7,2,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.14,0,0,0
113,2019/8/25,HYG,39580,97.05795128,M,116862.4774,H.Sch/Dip.,7,2,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.82,0,0,0
114,2019/8/25,N6M,53657,25.27893349,M,40368.93298,Sec. or below,2,4,TRUE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.14,0,0,0
115,2019/8/25,HYG,53657,12.97430634,M,40368.93298,Sec. or below,2,4,TRUE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.82,0,0,0
116,2019/8/25,IVV,53657,4.87361668,M,40368.93298,Sec. or below,2,4,TRUE,0,0.05,0,H,iShares Core S&P 500 ETF,288.91,0,0,0
117,2019/8/25,HYG,46267,42.32979555,M,317790.454,H.Sch/Dip.,1,5,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.82,0,0,0
118,2019/8/25,IVV,46267,50.88190578,M,317790.454,H.Sch/Dip.,1,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,288.91,0,0,0
119,2019/8/25,N6M,33719,3095.039658,M,348131.8639,Deg or abv,8,1,FALSE,0,0,0.003,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.14,0,0,0
120,2019/8/25,N6M,90377,41.11974046,M,28655.01919,Sec. or below,2,1,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.14,0,0,0
121,2019/8/25,N6M,75710,53.29694761,M,94278.03051,H.Sch/Dip.,7,4,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.14,0,0,0
122,2019/8/25,HYG,75710,27.35443429,M,94278.03051,H.Sch/Dip.,7,4,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.82,0,0,0
123,2019/8/25,IVV,75710,10.27531059,M,94278.03051,H.Sch/Dip.,7,4,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,288.91,0,0,0
124,2019/8/25,N6M,45647,942.7612171,M,22526.52729,Deg or abv,5,2,TRUE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.14,0,0,0
125,2019/8/25,HYG,45647,80.6447052,M,22526.52729,Deg or abv,5,2,TRUE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.82,0,0,0
126,2019/8/25,HYG,77043,16.58942866,F,120034.2585,Deg or abv,8,5,FALSE,0,0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.82,0,0,0
127,2019/8/25,IVV,77043,19.9410778,F,120034.2585,Deg or abv,8,5,FALSE,0,0,0.005,H,iShares Core S&P 500 ETF,288.91,0,0,0
128,2019/8/25,N6M,36198,482.9379214,M,77022.64637,H.Sch/Dip.,2,4,TRUE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.14,0,0,0
129,2019/8/25,HYG,36198,247.8658579,M,77022.64637,H.Sch/Dip.,2,4,TRUE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.82,0,0,0
130,2019/8/25,IVV,36198,93.10734216,M,77022.64637,H.Sch/Dip.,2,4,TRUE,0,0.05,0,H,iShares Core S&P 500 ETF,288.91,0,0,0
131,2019/8/25,N6M,92529,89.69799391,M,55328.79052,Sec. or below,4,4,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.14,0,0,0
132,2019/8/25,HYG,92529,46.03711827,M,55328.79052,Sec. or below,4,4,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.82,0,0,0
133,2019/8/25,IVV,92529,17.29319948,M,55328.79052,Sec. or below,4,4,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,288.91,0,0,0
134,2019/8/25,HYG,74749,402.8005412,M,505630.2931,H.Sch/Dip.,2,5,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.82,0,0,0
135,2019/8/25,IVV,74749,484.1804435,M,505630.2931,H.Sch/Dip.,2,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,288.91,0,0,0
136,2019/8/25,HYG,34349,22.77836247,M,216026.0801,Deg or abv,5,5,TRUE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.82,0,0,0
137,2019/8/25,IVV,34349,27.3803943,M,216026.0801,Deg or abv,5,5,TRUE,0,0.05,0,H,iShares Core S&P 500 ETF,288.91,0,0,0
138,2019/8/25,N6M,79621,14.88212732,M,54820.4742,H.Sch/Dip.,6,4,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.14,0,0,0
139,2019/8/25,HYG,79621,7.638189281,M,54820.4742,H.Sch/Dip.,6,4,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.82,0,0,0
140,2019/8/25,IVV,79621,2.869178954,M,54820.4742,H.Sch/Dip.,6,4,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,288.91,0,0,0
141,2019/8/25,N6M,17051,80.98757904,F,42847.07483,H.Sch/Dip.,4,1,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.14,0,0,0
142,2019/8/25,N6M,12501,688.5669756,M,85572.49828,H.Sch/Dip.,4,2,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.14,0,0,0
143,2019/8/25,HYG,12501,58.90068424,M,85572.49828,H.Sch/Dip.,4,2,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.82,0,0,0
144,2019/8/25,N6M,56259,95.7236186,M,136338.9507,H.Sch/Dip.,3,4,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.14,0,0,0
145,2019/8/25,HYG,56259,49.12974482,M,136338.9507,H.Sch/Dip.,3,4,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.82,0,0,0
146,2019/8/25,IVV,56259,18.45490138,M,136338.9507,H.Sch/Dip.,3,4,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,288.91,0,0,0
147,2019/8/25,N6M,90295,17.48830701,M,38931.36311,H.Sch/Dip.,5,3,TRUE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.14,0,0,0
148,2019/8/25,HYG,90295,3.739916688,M,38931.36311,H.Sch/Dip.,5,3,TRUE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.82,0,0,0
149,2019/8/25,IVV,90295,0.449551164,M,38931.36311,H.Sch/Dip.,5,3,TRUE,0,0.05,0,H,iShares Core S&P 500 ETF,288.91,0,0,0
150,2019/8/25,N6M,31818,881.7010787,F,464106.589,Deg or abv,3,4,TRUE,1,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.14,0,0,0
151,2019/8/25,HYG,31818,452.5293719,F,464106.589,Deg or abv,3,4,TRUE,1,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.82,0,0,0
152,2019/8/25,IVV,31818,169.9863282,F,464106.589,Deg or abv,3,4,TRUE,1,0.05,0,H,iShares Core S&P 500 ETF,288.91,0,0,0
