,unit_count,riskscore,opened,SCRate,TrailerRate,Price,Vol,return-N6M,return-HYG,return-IVV,Subscribed,Gender,age,income,total_transactions,ed_Deg or abv,ed_H.Sch/Dip.,FRC
18,420.4168034,3,0,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,0,1,53,78016.4723548151,2791.9370153521995,0,1,1
19,44.90349156,3,0,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,0,1,51,77783.545835561,1525.2778382693698,0,1,2
20,-4.739268606,3,0,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,0,1,41,74950.39533500231,1116.96053198911,0,1,2
21,44.32754404,4,0,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,0,0,46,87943.55543371719,3511.05817335654,1,0,2
22,-3.7716415580000002,3,0,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,0,1,57,48256.971567981105,2208.1023229499,1,0,2
23,468.59383729999996,2,0,0.0,0.003,10.7,33900,-0.016544,0.031439,0.090737,0,1,48,73748.5400479665,2520.2944635347603,1,0,1
24,34.47402773,2,0,0.0,0.003,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,0,1,49,66721.2571709593,2059.7771370784303,1,0,2
25,0.0,5,0,0.0,0.003,69.75,55796500,0.007121,-0.022425,-0.04503,0,1,49,87556.2707285615,2820.8843514231203,0,0,2
26,-4.8342196930000005,5,0,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,0,1,32,85773.87157477089,774.6426319994881,0,0,2
27,-27.19541845,4,0,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,0,1,40,72027.8685543232,715.846078394884,1,0,2
28,671.6966609,1,0,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,1,0,51,79304.7388018346,4387.7273663329,1,0,1
29,662.2739823,1,0,0.03,0.0,10.7,33900,-0.016544,0.031439,0.090737,0,1,28,27539.329975769302,-2099.92678303905,1,0,1
30,-38.57940843,5,0,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,1,0,46,101957.724713963,4762.063268719799,1,0,2
31,42.96530908,5,0,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,0,0,40,80348.4465710696,3218.74285124482,1,0,2
32,41.26234722,5,0,0.0,0.003,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,1,0,33,75594.283837019,2889.54251001395,0,1,2
33,222.20697259999997,2,0,0.03,0.0,10.28,0,0.0,-0.044133,-0.05567999999999999,1,0,43,87672.8483265232,5656.56850879197,0,1,1
34,-11.84183284,5,0,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,0,1,32,92261.31016866789,2239.86625348536,0,1,2
35,-13.95162495,5,0,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,1,0,30,89265.9554681825,3143.8701221247698,0,1,2
36,793.6731422,1,0,0.03,0.0,10.28,0,0.0,-0.044133,-0.05567999999999999,1,0,34,86454.75943050941,2313.26472590609,1,0,1
37,-6.357282256,3,0,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,1,0,43,75053.4076317816,3757.8528521823296,0,0,2
38,-70.28425785,2,0,0.03,0.0,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,1,1,38,69545.38605876469,2593.7960589693803,0,1,1
39,0.0,2,0,0.03,0.0,10.28,10200,-0.041937999999999996,0.009385,0.063593,0,1,36,72754.5212040652,1411.06980629915,0,1,1
40,19.31502874,4,0,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,0,1,49,91174.991437672,3570.41142892464,0,0,2
41,-184.887751,5,0,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,0,0,40,72220.79306899781,2195.9193940897303,0,1,2
42,1250.883748,1,0,0.0,0.003,10.7,33900,-0.016544,0.031439,0.090737,1,1,35,52745.0650664785,121.36094357017001,1,0,1
43,110.8857008,1,0,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,1,0,38,41791.4101199105,1507.82351179981,0,0,1
44,92.62990311,1,0,0.03,0.0,10.28,10200,-0.041937999999999996,0.009385,0.063593,1,0,38,64595.4918990659,2807.5332012997196,0,0,1
45,123.81106070000001,4,1,0.0,0.003,80.050003,69164600,-0.016544,0.031439,0.090737,1,0,39,87191.7651326291,2960.12119633743,1,0,2
46,-29.31520403,4,0,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,1,1,26,93053.15101784801,3050.3210205004198,0,1,2
47,-29.31520403,4,0,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,0,1,32,89538.77936658669,1269.54017577107,0,1,2
48,193.2633071,4,0,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,1,0,29,109860.595477839,4020.11950517081,0,0,1
49,-20.94228746,4,0,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,1,0,31,73112.1014684218,2304.9454778631302,0,0,2
50,-22.66864076,4,0,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,0,1,45,100241.23526203401,1884.9721464669,0,0,2
51,-19.78076613,4,0,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,1,0,56,80263.52401606219,4963.14036237044,0,0,2
52,-235.4380997,5,0,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,0,0,49,114325.55154451,5536.59145535871,0,1,2
53,123.22778970000002,5,0,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,1,0,38,43910.2850561597,1360.33296273945,1,0,2
54,-29.99712608,5,0,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,0,1,62,78810.4497484156,4882.011569381099,0,1,2
55,27.19066459,5,0,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,0,0,59,120845.454250442,8691.1100808276,0,1,2
56,156.3974274,1,0,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,0,1,43,96793.2292553593,2905.58286970156,0,1,1
57,10.42901135,4,0,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,1,0,48,49539.27809064309,2501.8320443990197,0,0,2
58,0.0,3,0,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,0,0,60,106886.95037166,6613.32414353722,0,1,2
59,-82.2358707,4,1,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,1,0,23,78586.1530623356,1556.79323749233,1,0,2
60,1899.6684289999998,2,0,0.03,0.0,10.7,33900,-0.016544,0.031439,0.090737,1,0,41,104154.771307455,4891.97424387485,1,0,1
61,1774.6274,2,0,0.03,0.0,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,1,0,33,96552.2582708451,4763.845007193039,1,0,1
62,2199.71968,2,0,0.03,0.0,10.28,10200,-0.041937999999999996,0.009385,0.063593,0,1,52,86005.9723291439,2961.3038253274894,1,0,1
63,756.0039696,1,0,0.03,0.0,9.83,7000,-0.043774,-0.022469,0.0036899999999999997,0,1,42,88583.738464532,992.502278788762,1,0,1
64,-804.34796,2,0,0.03,0.0,10.28,0,0.0,-0.044133,-0.05567999999999999,1,0,46,80764.9742127193,4648.923250454171,1,0,1
65,-22.74786162,5,0,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,1,1,53,65292.151756416104,3115.1615142753303,0,0,2
66,23.78382642,5,0,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,0,1,38,85848.9883420351,592.507430597639,0,0,2
67,-19.52746322,4,0,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,0,0,22,139278.90465304,4855.88748542396,1,0,2
68,-15.39637031,4,0,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,0,1,24,67350.1899648141,-1420.2621661379,1,0,2
69,-20.97259828,5,0,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,1,1,44,78509.4895580079,3325.09771626918,1,0,2
70,-85.03925058,4,0,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,1,0,47,107962.57301305699,5379.622284586,0,1,2
71,55.32063103,4,0,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,0,0,53,71391.610638076,4010.9572486134703,0,1,2
72,19.1471075,5,0,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,0,1,52,28325.359767782596,-240.380696709339,0,1,2
73,27.96555157,5,0,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,1,0,37,94259.83410745609,4524.3899194549895,0,0,2
74,-34.91050952,5,1,0.0,0.003,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,0,0,51,73087.5901665306,3226.47437332051,0,1,2
75,173.9296892,3,0,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,1,0,49,77480.67675541781,4460.7465275279,0,0,1
76,164.0986344,3,0,0.03,0.0,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,0,1,56,108550.575519214,4581.23717409055,0,0,1
77,-29.30775768,5,0,0.0,0.003,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,1,0,65,103326.26957167599,7592.72835075203,1,0,2
78,34.11464296,5,0,0.0,0.003,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,0,1,35,44480.7266635123,-512.1676234747309,1,0,2
79,563.1160103,3,0,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,1,0,57,99574.3885442045,8048.88495969307,1,0,1
80,628.5319088,1,0,0.03,0.0,10.7,33900,-0.016544,0.031439,0.090737,0,1,44,63040.5504162417,667.677408367912,0,1,1
81,-44.25154574,5,0,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,1,0,40,112484.34896007301,5408.18478668953,0,1,2
82,20.12591677,5,0,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,1,1,27,94368.5276799335,928.01900277731,0,0,2
83,6.0921769789999995,5,1,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,0,0,37,89304.77671644509,2367.54973785929,0,0,2
84,-8.305839425,5,1,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,1,1,38,108697.13354379199,4259.342863103429,0,0,2
85,-6.986361245,5,1,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,1,0,43,54902.4955657273,2635.71138607702,0,0,2
86,-362.47436669999996,1,0,0.03,0.0,10.28,10200,-0.041937999999999996,0.009385,0.063593,1,0,40,121046.58165899,5982.93710979234,1,0,1
87,24.32509863,5,0,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,0,1,65,70410.6109518111,4614.77339372923,0,1,2
88,26.39677281,5,0,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,1,0,52,76846.4269175747,4872.6948344279,0,1,2
89,-19.57398852,5,0,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,0,1,32,105384.17117406,2303.10695179124,0,1,2
90,1209.01829,4,0,0.0,0.003,80.050003,69164600,-0.016544,0.031439,0.090737,1,0,56,88470.16665091891,5625.414763530239,1,0,2
91,1199.436669,4,0,0.0,0.003,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,0,0,49,68495.89578755481,3242.3884911343,1,0,2
92,125.6516676,3,0,0.03,0.0,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,0,1,23,90798.36399431429,632.798608333032,0,0,1
93,101.9550788,3,0,0.03,0.0,9.9,21700,0.007121,-0.022425,-0.04503,1,0,47,68442.5428075493,3252.3857622655,0,0,1
94,165.7544489,1,0,0.03,0.0,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,1,0,25,115615.96790193199,3291.4088488830703,1,0,1
95,0.0,5,0,0.0,0.003,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,0,1,52,109555.47976082699,4815.087402098329,0,1,2
96,47.88714983,5,0,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,0,1,28,67722.763420245,15.962167253363098,0,1,2
97,-28.838833500000003,5,0,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,1,0,31,48185.1789327546,1423.7127823126002,0,0,2
98,51.177012100000006,3,1,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,1,0,57,79734.1438491925,5741.67907505666,0,1,2
99,-21.51581723,4,0,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,1,0,47,91395.8407727666,4524.79528356343,0,1,2
100,0.0,3,0,0.0,0.003,80.050003,69164600,-0.016544,0.031439,0.090737,1,0,44,54813.6732789496,2448.49396131385,1,0,2
101,0.0,3,0,0.0,0.003,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,1,0,47,64009.877414666604,4054.2900624057397,1,0,2
102,41.45624355,3,1,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,1,0,46,87920.4660228312,5372.1715767798205,0,1,2
103,-25.79506798,5,0,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,1,0,51,81332.2243554205,4259.02866873335,1,0,2
104,37.61000404,4,0,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,1,0,49,91198.2650083748,4911.06050460216,0,1,2
105,0.0,1,0,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,0,1,38,99314.87047632881,2812.58456225901,0,1,1
106,0.0,1,0,0.03,0.0,9.9,21700,0.007121,-0.022425,-0.04503,1,1,42,65035.3256843485,1290.5255926796601,0,1,1
107,-552.2260434,3,0,0.03,0.0,10.28,10200,-0.041937999999999996,0.009385,0.063593,0,0,35,79763.4486508525,2428.1037250847103,1,0,1
108,-30.31244035,4,0,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,0,1,39,111961.875652553,3334.14625104444,0,1,2
109,-44.53241749,4,0,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,0,1,36,74703.27012300299,1599.6346906795402,0,1,2
110,-40.28291791,4,0,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,1,0,56,88741.3337947798,5929.48165108121,0,1,2
111,1361.044623,2,0,0.03,0.0,9.9,21700,0.007121,-0.022425,-0.04503,1,1,36,69484.0067319928,1497.3025450685,1,0,1
112,219.58804249999997,3,1,0.03,0.0,10.28,0,0.0,-0.044133,-0.05567999999999999,1,0,45,108480.124050064,5766.77634911334,0,1,1
113,-158.4824382,5,0,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,0,1,32,132941.795492551,3925.52883108609,0,1,2
114,131.7026926,5,0,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,1,1,40,85722.35611849179,3761.3950048277293,0,1,2
115,317.4948014,3,0,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,1,0,52,90529.1594671869,6157.94251556279,0,1,1
116,-10.4438269,5,0,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,0,1,43,82561.80368832691,2556.77318763361,0,1,2
117,16.74542794,5,0,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,1,1,31,90576.0747722771,2661.62159514035,0,1,2
118,159.6282253,5,1,0.0,0.003,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,0,1,52,86628.615706456,2574.6575709386602,1,0,2
119,-13.02711882,5,1,0.0,0.003,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,0,1,64,79669.62389411361,5473.64070686893,0,1,2
120,-13.02711882,5,1,0.0,0.003,69.75,55796500,0.007121,-0.022425,-0.04503,1,0,26,65209.5444992479,466.473593869562,0,1,2
121,45.680145200000005,3,0,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,0,0,47,76712.4438134973,2709.62373393479,1,0,2
122,700.2907365,3,1,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,1,0,46,104436.414631883,5801.77537718777,0,0,1
123,81.71707026,3,1,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,0,1,47,76749.9944200282,2814.0024724631103,0,0,2
124,263.1450323,2,0,0.0,0.003,9.9,21700,0.007121,-0.022425,-0.04503,1,0,30,87430.913517408,2406.21008740869,0,1,1
125,-1271.927844,4,0,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,0,1,41,77413.6104205319,2786.53762417099,1,0,2
126,215.5969004,2,0,0.0,0.003,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,0,1,42,55954.755385965305,-77.2321935438795,0,1,1
127,23.17462062,2,0,0.0,0.003,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,1,1,31,95483.9870395273,2496.5863131197502,0,1,2
128,-152.0184737,3,0,0.0,0.003,10.28,10200,-0.041937999999999996,0.009385,0.063593,1,0,40,110769.100191982,5398.789841118561,0,1,1
129,30.84653214,5,0,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,1,0,51,45799.4895880175,2673.42327531989,0,1,2
130,115.51141840000001,5,0,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,0,0,55,86864.3758195433,5085.16664372914,1,0,2
131,-137.49744209999997,5,0,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,1,0,41,87127.0841538178,5427.93568831427,1,0,2
132,244.98878919999999,3,0,0.03,0.0,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,0,0,34,93476.7654872576,2910.0150148505604,1,0,1
133,9.172252838,5,0,0.0,0.003,80.050003,69164600,-0.016544,0.031439,0.090737,1,1,27,56131.5200327909,-371.51353789394994,0,0,2
134,62.13917155,3,0,0.0,0.003,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,1,0,48,98017.7192775251,5402.73187827167,0,0,2
135,542.6949477000001,1,0,0.03,0.0,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,1,0,27,66035.8586068134,1022.70202588476,1,0,1
136,49.12323897,5,0,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,1,0,41,57375.6336102308,3085.81313703427,0,1,2
137,69.54736248,2,0,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,1,1,39,87190.3809392976,3486.4351820152197,1,0,2
138,45.10418236,5,0,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,0,0,46,92280.8066166082,3967.9292572327795,0,1,2
139,93.30593874,5,0,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,0,0,52,74320.4555717074,4116.66919914617,1,0,2
140,59.99503551,5,0,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,1,0,34,60175.1809959687,-1084.3155778354198,1,0,2
141,88.30657887,5,0,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,0,1,35,73416.6743349238,-1268.3573178534,1,0,2
142,-517.497325,3,0,0.03,0.0,10.28,10200,-0.041937999999999996,0.009385,0.063593,0,1,26,87701.8937655917,170.770544337258,0,1,1
143,-130.13139040000002,2,0,0.0,0.003,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,0,1,54,79373.6780648252,4234.07919878396,1,0,1
144,0.0,3,0,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,0,1,36,95267.41185984631,828.469495001607,1,0,2
145,-4.012039672,3,0,0.0,0.003,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,1,0,36,69135.7343990754,3888.80648377575,0,1,2
146,-4.012039672,3,0,0.0,0.003,80.050003,69164600,-0.016544,0.031439,0.090737,0,1,27,68835.3406828422,655.257512057153,0,1,2
147,-4.012039672,3,0,0.0,0.003,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,0,0,42,73403.2548407985,3183.83325020469,0,1,2
148,-4.012039672,3,0,0.0,0.003,69.75,55796500,0.007121,-0.022425,-0.04503,1,0,34,73434.3845794457,3922.88969361794,0,1,2
149,-5.6638795989999995,4,0,0.0,0.003,80.050003,69164600,-0.016544,0.031439,0.090737,1,0,34,115404.984259363,5549.45425744396,0,1,2
150,91.93551452,5,0,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,1,0,45,82603.0297946143,4853.70494743884,1,0,2
151,0.0,5,0,0.0,0.003,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,1,0,34,74674.9157050463,2947.7046314559398,1,0,2
152,-21.27076968,5,0,0.0,0.003,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,0,0,37,73623.0363692325,1509.1089491692999,0,0,2
153,0.0,3,0,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,0,0,30,62471.84990574519,-299.88897910053504,1,0,2
154,-1.435622582,4,0,0.0,0.003,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,1,1,37,79501.55156943129,2084.74685543621,0,0,2
155,-1.435622582,4,0,0.0,0.003,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,1,1,44,84288.09477773559,2843.8304355978803,0,0,2
156,21.11565138,5,1,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,0,1,46,27536.2181219902,74.8253791473744,0,1,2
157,-21.11565138,5,1,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,1,0,46,100585.855261152,6349.11540860527,0,1,2
158,7.876087813,5,1,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,0,1,48,60663.2914472611,1633.37570353919,0,0,2
159,9.46239364,5,1,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,1,0,39,65638.3233814262,2343.5763619355303,0,0,2
160,-100.8396431,5,1,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,1,0,55,50629.9571861109,3498.8713249994103,0,1,2
161,-151.7334112,5,1,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,0,1,52,95150.4260960884,3851.8528583768602,0,1,2
162,-6.510752134,5,0,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,0,0,45,69963.3176717137,2526.92282966846,0,1,2
163,44.7527353,3,1,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,0,1,56,63689.1190972466,2560.28470338446,1,0,2
164,-27.46547286,4,0,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,1,0,33,78945.185662766,2007.5351998072001,0,1,2
165,39.44535364,4,0,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,0,1,27,69873.78127710099,123.44044780976101,0,1,2
166,-161.1935374,2,0,0.03,0.0,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,1,0,31,73231.7666362382,1458.76742061414,0,1,1
167,401.9994896,4,1,0.03,0.0,10.28,10200,-0.041937999999999996,0.009385,0.063593,0,0,51,90607.19781668471,4976.76174624288,1,0,1
168,-15.46235734,4,1,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,1,0,37,25392.6199955903,-333.831767004877,1,0,2
169,35.65871983,4,1,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,0,1,48,76789.1816118486,2979.2081347878398,0,1,2
170,-31.6540111,4,1,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,1,1,54,82768.86541258481,4478.04341878471,0,1,2
171,-6.490406205,5,0,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,1,0,53,83226.4934616053,3863.01359966517,0,0,2
172,-6.658096593,5,0,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,1,1,25,52362.3568723601,-1619.4366978917901,0,0,2
173,-10.27248961,4,0,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,1,1,31,68903.2515303906,867.664283971135,0,0,2
174,-5.513401919,3,1,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,1,0,39,80500.82546394071,4154.8429445736,0,1,2
175,13.94351996,3,1,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,0,1,31,75829.2605639918,1218.34612443319,0,1,2
176,60.21013355,4,0,0.0,0.003,10.7,33900,-0.016544,0.031439,0.090737,0,1,36,68952.6757499746,1093.22513774492,0,0,1
177,64.83997343,5,0,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,1,0,46,64901.1046254685,3897.79555387448,1,0,2
178,-37.52789752,5,1,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,1,1,49,92372.1375002411,4070.81654074552,0,1,2
179,59.81342261,1,0,0.03,0.0,10.7,33900,-0.016544,0.031439,0.090737,0,0,54,79254.2291301287,5654.69464847556,0,1,1
