,trd_date,fund_id,investor_id,gender,education,intermediaryid,riskscore,opened,SCRate,TrailerRate,FundRiskScore,FundName,Price,Vol,return-N6M,return-HYG,return-IVV,AUM,Subscribed,Gender,age,income,counts
10,2020/3/18,HYG,79752,M,Sec. or below,10,4,0,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,5047.796974080279,1,0,54,69395.1782410685,69.15737926284474
11,2020/3/12,HYG,90693,M,Sec. or below,4,3,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,167.592437078449,0,1,41,39270.2926688851,2.1594180507541676
12,2020/3/13,HYG,90693,M,Sec. or below,4,3,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.050003,69164600,-0.016544,0.031439,0.090737,3694.7649249893702,1,1,31,122657.27514552699,46.1557125112084
13,2020/3/20,HYG,90693,M,Sec. or below,4,3,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,69.75,55796500,0.007121,-0.022425,-0.04503,2797.15724953408,1,0,36,63522.3928695339,40.10261289654595
14,2020/3/20,N6M,52996,M,H.Sch/Dip.,4,3,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,9.9,21700,0.007121,-0.022425,-0.04503,1724.2472567086302,1,0,41,63797.260227300896,174.1663895665283
15,2020/3/17,N6M,50194,M,Deg or abv,2,3,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.28,10200,-0.041937999999999996,0.009385,0.063593,6211.27880316078,1,0,39,116922.463591315,604.2100003074689
16,2020/3/19,N6M,44771,F,Deg or abv,6,1,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,9.83,7000,-0.043774,-0.022469,0.0036899999999999997,3412.68482230106,1,0,39,72406.0870222172,347.1703786674527
17,2020/3/20,N6M,44771,F,Deg or abv,6,1,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,9.9,21700,0.007121,-0.022425,-0.04503,892.655925228186,0,0,40,73240.6751122879,90.16726517456424
18,2020/3/12,N6M,25008,M,H.Sch/Dip.,7,3,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,2791.9370153521995,0,1,53,78016.4723548151,256.61185802869477
19,2020/3/16,HYG,25008,M,H.Sch/Dip.,7,3,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,1525.2778382693698,0,1,51,77783.545835561,20.162297395172175
20,2020/3/19,HYG,25008,M,H.Sch/Dip.,7,3,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,1116.96053198911,0,1,41,74950.39533500231,15.654668021001346
21,2020/3/18,HYG,92164,F,Deg or abv,7,4,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,3511.05817335654,0,0,46,87943.55543371719,48.10327811430465
22,2020/3/16,HYG,21796,F,Deg or abv,6,3,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,2208.1023229499,0,1,57,48256.971567981105,29.1883974166967
23,2020/3/13,N6M,75714,M,Deg or abv,8,2,0,0.0,0.003,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.7,33900,-0.016544,0.031439,0.090737,2520.2944635347603,0,1,48,73748.5400479665,235.54153864810846
24,2020/3/19,HYG,75714,M,Deg or abv,8,2,0,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,2059.7771370784303,0,1,49,66721.2571709593,28.868636227269835
25,2020/3/20,HYG,84489,M,Sec. or below,8,5,0,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,69.75,55796500,0.007121,-0.022425,-0.04503,2820.8843514231203,0,1,49,87556.2707285615,40.44278640033147
26,2020/3/20,HYG,58990,F,Sec. or below,1,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,69.75,55796500,0.007121,-0.022425,-0.04503,774.6426319994881,0,1,32,85773.87157477089,11.105987555548216
27,2020/3/12,HYG,83900,M,Deg or abv,1,4,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,715.846078394884,0,1,40,72027.8685543232,9.22363186665703
28,2020/3/12,N6M,82993,M,Deg or abv,4,1,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,4387.7273663329,1,0,51,79304.7388018346,403.2837652879503
29,2020/3/13,N6M,82993,M,Deg or abv,4,1,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.7,33900,-0.016544,0.031439,0.090737,-2099.92678303905,0,1,28,27539.329975769302,-196.2548395363598
30,2020/3/13,HYG,53747,M,Deg or abv,6,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.050003,69164600,-0.016544,0.031439,0.090737,4762.063268719799,1,0,46,101957.724713963,59.488608248019666
31,2020/3/17,HYG,53747,M,Deg or abv,6,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,3218.74285124482,0,0,40,80348.4465710696,42.15221070053182
32,2020/3/12,HYG,28105,F,H.Sch/Dip.,10,5,0,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,2889.54251001395,1,0,33,75594.283837019,37.2315741886661
33,2020/3/18,N6M,61323,F,H.Sch/Dip.,7,2,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.28,0,0.0,-0.044133,-0.05567999999999999,5656.56850879197,1,0,43,87672.8483265232,550.2498549408532
34,2020/3/12,HYG,86396,M,H.Sch/Dip.,1,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,2239.86625348536,0,1,32,92261.31016866789,28.86053633068965
35,2020/3/13,HYG,86396,M,H.Sch/Dip.,1,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.050003,69164600,-0.016544,0.031439,0.090737,3143.8701221247698,1,0,30,89265.9554681825,39.27382891072183
36,2020/3/18,N6M,27878,M,Deg or abv,5,1,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.28,0,0.0,-0.044133,-0.05567999999999999,2313.26472590609,1,0,34,86454.75943050941,225.02575154728504
37,2020/3/13,HYG,27218,M,Sec. or below,6,3,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.050003,69164600,-0.016544,0.031439,0.090737,3757.8528521823296,1,0,43,75053.4076317816,46.943819005007775
38,2020/3/16,N6M,39580,M,H.Sch/Dip.,7,2,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,2593.7960589693803,1,1,38,69545.38605876469,241.73309030469525
39,2020/3/17,N6M,39580,M,H.Sch/Dip.,7,2,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.28,10200,-0.041937999999999996,0.009385,0.063593,1411.06980629915,0,1,36,72754.5212040652,137.26359983454768
40,2020/3/17,HYG,53657,M,Sec. or below,2,4,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,3570.41142892464,0,1,49,91174.991437672,46.7576137004587
41,2020/3/12,HYG,46267,M,H.Sch/Dip.,1,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,2195.9193940897303,0,0,40,72220.79306899781,28.294283800997896
42,2020/3/13,N6M,33719,M,Deg or abv,8,1,0,0.0,0.003,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.7,33900,-0.016544,0.031439,0.090737,121.36094357017001,1,1,35,52745.0650664785,11.342144258894393
43,2020/3/12,N6M,90377,M,Sec. or below,2,1,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,1507.82351179981,1,0,38,41791.4101199105,138.58671983454136
44,2020/3/17,N6M,90377,M,Sec. or below,2,1,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.28,10200,-0.041937999999999996,0.009385,0.063593,2807.5332012997196,1,0,38,64595.4918990659,273.10634253888327
45,2020/3/13,HYG,73879,M,Deg or abv,9,4,1,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.050003,69164600,-0.016544,0.031439,0.090737,2960.12119633743,1,0,39,87191.7651326291,36.9784020662364
46,2020/3/12,HYG,75710,M,H.Sch/Dip.,7,4,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,3050.3210205004198,1,1,26,93053.15101784801,39.30319522222941
47,2020/3/20,HYG,75710,M,H.Sch/Dip.,7,4,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,69.75,55796500,0.007121,-0.022425,-0.04503,1269.54017577107,0,1,32,89538.77936658669,18.201292842595986
48,2020/3/12,N6M,92529,M,Sec. or below,4,4,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,4020.11950517081,1,0,29,109860.595477839,369.49627804878764
49,2020/3/13,HYG,92529,M,Sec. or below,4,4,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.050003,69164600,-0.016544,0.031439,0.090737,2304.9454778631302,1,0,31,73112.1014684218,28.793821255236306
50,2020/3/16,HYG,92529,M,Sec. or below,4,4,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,1884.9721464669,0,1,45,100241.23526203401,24.9170138351999
51,2020/3/20,HYG,92529,M,Sec. or below,4,4,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,69.75,55796500,0.007121,-0.022425,-0.04503,4963.14036237044,1,0,56,80263.52401606219,71.15613422753319
52,2020/3/18,HYG,74749,M,H.Sch/Dip.,2,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,5536.59145535871,0,0,49,114325.55154451,75.85411161894689
53,2020/3/13,HYG,34349,M,Deg or abv,5,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.050003,69164600,-0.016544,0.031439,0.090737,1360.33296273945,1,0,38,43910.2850561597,16.993540434213976
54,2020/3/13,HYG,39955,M,H.Sch/Dip.,6,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.050003,69164600,-0.016544,0.031439,0.090737,4882.011569381099,0,1,62,78810.4497484156,60.987025439350695
55,2020/3/20,HYG,39955,M,H.Sch/Dip.,6,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,69.75,55796500,0.007121,-0.022425,-0.04503,8691.1100808276,0,0,59,120845.454250442,124.60372875738496
56,2020/3/12,N6M,17051,F,H.Sch/Dip.,4,1,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,2905.58286970156,0,1,43,96793.2292553593,267.0572490534522
57,2020/3/12,HYG,10252,F,Sec. or below,1,4,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,2501.8320443990197,1,0,48,49539.27809064309,32.23594913236787
58,2020/3/19,HYG,90295,M,H.Sch/Dip.,5,3,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,6613.32414353722,0,0,60,106886.95037166,92.68849795254683
59,2020/3/20,HYG,31818,F,Deg or abv,3,4,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,69.75,55796500,0.007121,-0.022425,-0.04503,1556.79323749233,1,0,23,78586.1530623356,22.319616308133764
60,2020/3/13,N6M,60216,F,Deg or abv,3,2,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.7,33900,-0.016544,0.031439,0.090737,4891.97424387485,1,0,41,104154.771307455,457.193854567743
61,2020/3/16,N6M,60216,F,Deg or abv,3,2,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,4763.845007193039,1,0,33,96552.2582708451,443.97437159301387
62,2020/3/17,N6M,60216,F,Deg or abv,3,2,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.28,10200,-0.041937999999999996,0.009385,0.063593,2961.3038253274894,0,1,52,86005.9723291439,288.0645744481994
63,2020/3/19,N6M,23896,M,Deg or abv,1,1,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,9.83,7000,-0.043774,-0.022469,0.0036899999999999997,992.502278788762,0,1,42,88583.738464532,100.96666111788016
64,2020/3/18,N6M,39808,F,Deg or abv,6,2,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.28,0,0.0,-0.044133,-0.05567999999999999,4648.923250454171,1,0,46,80764.9742127193,452.22988817647575
65,2020/3/12,HYG,57088,M,Sec. or below,1,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,3115.1615142753303,1,1,53,65292.151756416104,40.13866092174552
66,2020/3/20,HYG,57088,M,Sec. or below,1,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,69.75,55796500,0.007121,-0.022425,-0.04503,592.507430597639,0,1,38,85848.9883420351,8.494730187779771
67,2020/3/18,HYG,10122,M,Deg or abv,2,4,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,4855.88748542396,0,0,22,139278.90465304,66.5281219136896
68,2020/3/19,HYG,10122,M,Deg or abv,2,4,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,-1420.2621661379,0,1,24,67350.1899648141,-19.905567006994172
69,2020/3/17,HYG,35699,M,Deg or abv,3,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,3325.09771626918,1,1,44,78509.4895580079,43.545019286591945
70,2020/3/12,HYG,63906,M,H.Sch/Dip.,7,4,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,5379.622284586,1,0,47,107962.57301305699,69.31609606068682
71,2020/3/13,HYG,63906,M,H.Sch/Dip.,7,4,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.050003,69164600,-0.016544,0.031439,0.090737,4010.9572486134703,0,0,53,71391.610638076,50.10564769889478
72,2020/3/17,HYG,28156,F,H.Sch/Dip.,4,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,-240.380696709339,0,1,52,28325.359767782596,-3.1479923200804962
73,2020/3/13,HYG,65844,M,Sec. or below,6,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.050003,69164600,-0.016544,0.031439,0.090737,4524.3899194549895,1,0,37,94259.83410745609,56.51954715673139
74,2020/3/18,HYG,20694,M,H.Sch/Dip.,9,5,1,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,3226.47437332051,0,0,51,73087.5901665306,44.20433568611017
75,2020/3/12,N6M,67456,F,Sec. or below,2,3,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,4460.7465275279,1,0,49,77480.67675541781,409.9950852507261
76,2020/3/16,N6M,67456,F,Sec. or below,2,3,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,4581.23717409055,0,1,56,108550.575519214,426.95593421160766
77,2020/3/12,HYG,67885,M,Deg or abv,10,5,0,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,7592.72835075203,1,0,65,103326.26957167599,97.83182905450587
78,2020/3/17,HYG,67885,M,Deg or abv,10,5,0,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,-512.1676234747309,0,1,35,44480.7266635123,-6.707276280349066
79,2020/3/12,N6M,43323,M,Deg or abv,3,3,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,8048.88495969307,1,0,57,99574.3885442045,739.7872205600248
80,2020/3/13,N6M,51541,M,H.Sch/Dip.,6,1,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.7,33900,-0.016544,0.031439,0.090737,667.677408367912,0,1,44,63040.5504162417,62.39975779139365
81,2020/3/20,HYG,64209,M,H.Sch/Dip.,1,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,69.75,55796500,0.007121,-0.022425,-0.04503,5408.18478668953,1,0,40,112484.34896007301,77.53669945074594
82,2020/3/13,HYG,26584,M,Sec. or below,5,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.050003,69164600,-0.016544,0.031439,0.090737,928.01900277731,1,1,27,94368.5276799335,11.592991480304004
83,2020/3/12,HYG,19826,M,Sec. or below,6,5,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,2367.54973785929,0,0,37,89304.77671644509,30.505730026459993
84,2020/3/17,HYG,19826,M,Sec. or below,6,5,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,4259.342863103429,1,1,38,108697.13354379199,55.779764370398965
85,2020/3/19,HYG,19826,M,Sec. or below,6,5,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,2635.71138607702,1,0,43,54902.4955657273,36.94059509401836
86,2020/3/17,N6M,68916,M,Deg or abv,5,1,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.28,10200,-0.041937999999999996,0.009385,0.063593,5982.93710979234,1,0,40,121046.58165899,581.9977733261032
87,2020/3/13,HYG,22133,M,H.Sch/Dip.,3,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.050003,69164600,-0.016544,0.031439,0.090737,4614.77339372923,0,1,65,70410.6109518111,57.64863486300219
88,2020/3/17,HYG,22133,M,H.Sch/Dip.,3,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,4872.6948344279,1,0,52,76846.4269175747,63.81213685981879
89,2020/3/20,HYG,22133,M,H.Sch/Dip.,3,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,69.75,55796500,0.007121,-0.022425,-0.04503,2303.10695179124,0,1,32,105384.17117406,33.0194545059676
90,2020/3/13,HYG,62209,M,Deg or abv,9,4,0,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.050003,69164600,-0.016544,0.031439,0.090737,5625.414763530239,1,0,56,88470.16665091891,70.27376080835673
91,2020/3/18,HYG,62209,M,Deg or abv,9,4,0,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,3242.3884911343,0,0,49,68495.89578755481,44.42236717329818
92,2020/3/16,N6M,82251,M,Sec. or below,3,3,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,632.798608333032,0,1,23,90798.36399431429,58.97470720717912
93,2020/3/20,N6M,82251,M,Sec. or below,3,3,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,9.9,21700,0.007121,-0.022425,-0.04503,3252.3857622655,1,0,47,68442.5428075493,328.5238143702525
94,2020/3/16,N6M,27063,M,Deg or abv,3,1,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,3291.4088488830703,1,0,25,115615.96790193199,306.74826177847814
95,2020/3/18,HYG,22418,M,H.Sch/Dip.,10,5,0,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,4815.087402098329,0,1,52,109555.47976082699,65.9691400744843
96,2020/3/20,HYG,20110,M,H.Sch/Dip.,5,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,69.75,55796500,0.007121,-0.022425,-0.04503,15.962167253363098,0,1,28,67722.763420245,0.22884827603387956
97,2020/3/17,HYG,96742,M,Sec. or below,1,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,1423.7127823126002,1,0,31,48185.1789327546,18.64474546448212
98,2020/3/20,HYG,33770,F,H.Sch/Dip.,4,3,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,69.75,55796500,0.007121,-0.022425,-0.04503,5741.67907505666,1,0,57,79734.1438491925,82.3179795707048
99,2020/3/19,HYG,63426,M,H.Sch/Dip.,5,4,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,4524.79528356343,1,0,47,91395.8407727666,63.41689432932331
100,2020/3/13,HYG,36660,F,Deg or abv,8,3,0,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.050003,69164600,-0.016544,0.031439,0.090737,2448.49396131385,1,0,44,54813.6732789496,30.587056459121555
101,2020/3/17,HYG,36660,F,Deg or abv,8,3,0,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,4054.2900624057397,1,0,47,64009.877414666604,53.09442128485226
102,2020/3/18,HYG,57262,F,H.Sch/Dip.,6,3,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,5372.1715767798205,1,0,46,87920.4660228312,73.60147587317128
103,2020/3/13,HYG,75623,M,Deg or abv,5,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.050003,69164600,-0.016544,0.031439,0.090737,4259.02866873335,1,0,51,81332.2243554205,53.20460348681498
104,2020/3/17,HYG,62464,M,H.Sch/Dip.,4,4,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,4911.06050460216,1,0,49,91198.2650083748,64.31456836416437
105,2020/3/12,N6M,25169,M,H.Sch/Dip.,5,1,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,2812.58456225901,0,1,38,99314.87047632881,258.5096105017472
106,2020/3/20,N6M,25169,M,H.Sch/Dip.,5,1,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,9.9,21700,0.007121,-0.022425,-0.04503,1290.5255926796601,1,1,42,65035.3256843485,130.35612047269294
107,2020/3/17,N6M,44019,M,Deg or abv,7,3,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.28,10200,-0.041937999999999996,0.009385,0.063593,2428.1037250847103,0,0,35,79763.4486508525,236.19686041680063
108,2020/3/12,HYG,93267,F,H.Sch/Dip.,2,4,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,3334.14625104444,0,1,39,111961.875652553,42.96026553387675
