,riskscore,SCRate,TrailerRate,Price,Vol,return-N6M,return-HYG,return-IVV,AUM,Open,Gender,age,income,counts,sub,ed_Deg or abv,ed_H.Sch/Dip.,FRC
23,2,0.0,0.003,10.7,33900,-0.016544,0.031439,0.090737,4060.16938709381,0,0,51,80007.2325525132,379.4550829059636,1,1,0,1
24,2,0.0,0.003,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,-86.67618459899789,0,1,27,77220.829392336,-1.2148029015922033,0,1,0,2
25,5,0.0,0.003,69.75,55796500,0.007121,-0.022425,-0.04503,2791.59585131226,0,1,47,84881.6005131371,40.02287958870624,1,0,0,2
26,5,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,197.61192101306003,0,0,26,88374.35874379949,2.8331458209757714,1,0,0,2
27,4,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,6881.48234300134,1,0,43,115927.206836795,88.6674688098682,1,1,0,2
28,1,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,1559.28363786889,0,0,31,100184.989995856,143.3165108335377,0,1,0,1
29,1,0.03,0.0,10.7,33900,-0.016544,0.031439,0.090737,2699.54041350442,0,0,40,101418.603781849,252.29349658919816,1,1,0,1
30,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,1019.3372426521499,0,0,45,85140.5082973183,12.73375645784985,1,1,0,2
31,5,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,1513.05448887571,1,0,43,67047.8967173555,19.814752083040307,1,1,0,2
32,5,0.0,0.003,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,-189.84259417493104,0,0,50,57286.5621483643,-2.4461099307926957,1,0,1,2
33,2,0.03,0.0,10.28,0,0.0,-0.044133,-0.05567999999999999,3800.606088312221,1,1,43,94346.156577216,369.70876345449614,1,0,1,1
34,5,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,303.5453848648699,1,1,42,59346.620778894,3.9111632644466776,1,0,1,2
35,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,3063.6422375951197,1,0,48,87682.1069193642,38.271606780515924,1,0,1,2
36,1,0.03,0.0,10.28,0,0.0,-0.044133,-0.05567999999999999,-1236.452458562879,0,0,28,69703.5803102838,-120.27747651389872,0,1,0,1
37,3,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,1930.0401141684601,1,0,43,55825.67242204901,24.110431503275024,1,0,0,2
38,2,0.03,0.0,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,-103.35598878604708,1,0,28,59393.2733908909,-9.632431387329644,1,0,1,1
39,2,0.03,0.0,10.28,10200,-0.041937999999999996,0.009385,0.063593,2604.407606951089,0,0,37,91107.2621706406,253.34704347773246,0,0,1,1
40,4,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,3153.33096645351,0,1,46,90455.94392368721,41.29558571448303,0,0,0,2
41,5,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,1182.67786733327,1,1,45,70735.9986043354,15.238730216396597,1,0,1,2
42,1,0.0,0.003,10.7,33900,-0.016544,0.031439,0.090737,2623.39813816386,1,0,27,92912.2746438653,245.1773960900804,1,1,0,1
43,1,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,-2225.37411823128,0,0,36,53144.98596958121,-204.53806233743381,0,0,0,1
44,1,0.03,0.0,10.28,10200,-0.041937999999999996,0.009385,0.063593,1959.0554824981,0,0,45,74756.5983128246,190.5695994647957,0,0,0,1
45,4,0.0,0.003,80.050003,69164600,-0.016544,0.031439,0.090737,1936.4963034014602,0,0,46,74828.6968356255,24.19108345819125,0,1,0,2
46,4,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,689.22528813692,1,0,48,44494.1880796626,8.880624652187803,1,0,1,2
47,4,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,2005.0666817726199,0,1,38,95759.9531218658,28.74647572433864,0,0,1,2
48,4,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,1881.3894820939195,1,1,52,66706.5464781707,172.92182739833817,1,0,0,1
49,4,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,3063.172477774349,1,0,39,98125.8271567209,38.26573845068249,1,0,0,2
50,4,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,-675.356204068651,1,0,29,51932.2229960095,-8.927378535543873,1,0,0,2
51,4,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,1025.9633677014099,0,1,40,90469.1525956923,14.709152225109818,1,0,0,2
52,5,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,3407.1910080956504,1,1,34,83204.60208299139,46.680245259023714,1,0,1,2
53,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,811.4881905722,1,1,20,89883.7801494314,10.137266210623377,1,1,0,2
54,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,3552.41978811242,1,0,45,82455.4052968571,44.37750974365885,1,0,1,2
55,5,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,1162.5164475355605,0,0,34,81376.2810183184,16.666902473628106,0,0,1,2
56,1,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,3421.7872557870296,1,1,50,34351.3480992354,314.5025051274843,1,0,1,1
57,4,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,1080.7717499138198,0,0,36,78254.1663173354,13.925676278677278,1,0,0,2
58,3,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,-97.92731994853331,1,1,27,60830.553978985896,-1.3724922591943634,1,0,1,2
59,4,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,1160.7515350041301,1,1,32,71505.9734694812,16.64159906815957,1,1,0,2
60,2,0.03,0.0,10.7,33900,-0.016544,0.031439,0.090737,1120.9702763396,0,1,44,69802.1178782991,104.76357722800002,0,1,0,1
61,2,0.03,0.0,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,5049.076110235489,1,0,61,62956.1711079192,470.55695342362435,1,1,0,1
62,2,0.03,0.0,10.28,10200,-0.041937999999999996,0.009385,0.063593,1533.8926459189402,0,1,49,61261.8803168675,149.21134687927434,0,1,0,1
63,1,0.03,0.0,9.83,7000,-0.043774,-0.022469,0.0036899999999999997,1248.20444579286,0,1,24,105155.450776131,126.97908909388201,0,1,0,1
64,2,0.03,0.0,10.28,0,0.0,-0.044133,-0.05567999999999999,2634.277538411389,1,0,24,102315.23673465199,256.25267883379274,1,1,0,1
65,5,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,5224.31276337941,1,1,52,93121.6858988325,67.314942611319,1,0,0,2
66,5,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,1950.4197342072107,1,1,47,52844.7645057841,27.963006942038866,1,0,0,2
67,4,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,2322.3413327563103,0,0,55,76824.6617762753,31.817254368965873,0,1,0,2
68,4,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,3645.22194845888,0,0,46,89251.2658230168,51.08930694656614,0,1,0,2
69,5,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,2624.70558134677,0,0,55,84226.7691873116,34.37278086660541,0,1,0,2
70,4,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,4144.68019367757,0,1,40,105866.692144016,53.403944598294366,1,0,1,2
71,4,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,1696.6480882372794,0,0,51,59408.4600183536,21.194853524706048,0,0,1,2
72,5,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,-2124.87947398591,0,1,29,61109.8871970421,-27.827127372430358,0,0,1,2
73,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,-2015.3317082546805,1,1,20,41208.073466557405,-25.1759104650462,1,0,0,2
74,5,0.0,0.003,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,2509.29705682645,0,1,45,89505.15376322859,34.378642630274484,1,0,1,2
75,3,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,2717.0069297132,1,1,40,100922.485141755,249.72490162805144,1,0,0,1
76,3,0.03,0.0,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,2889.62154683166,1,1,40,91781.80563748039,269.30303325551347,1,0,0,1
77,5,0.0,0.003,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,1856.69566852688,0,1,31,106431.92994122,23.92340735219009,0,1,0,2
78,5,0.0,0.003,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,3114.76786417252,1,1,38,96823.1168247628,40.790568666604926,1,1,0,2
79,3,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,-56.438604511154956,0,0,39,82884.54779682969,-5.1873717381576245,0,1,0,1
80,1,0.03,0.0,10.7,33900,-0.016544,0.031439,0.090737,-1965.3303897109824,0,1,37,62926.952912788096,-183.67573735616662,1,0,1,1
81,5,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,-1233.010491768888,0,0,37,65196.4484104201,-17.67756977446434,1,0,1,2
82,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,-1311.991017002314,0,0,31,79858.2771059931,-16.389643570685614,1,0,0,2
83,5,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,3995.74531176464,1,1,57,59174.453922550594,51.484927976803405,1,0,0,2
84,5,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,1396.3215793996899,1,1,35,66096.1723016337,18.28603406382472,1,0,0,2
85,5,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,1705.9119162985003,1,0,39,86772.9868859378,23.90906747185193,1,0,0,2
86,1,0.03,0.0,10.28,10200,-0.041937999999999996,0.009385,0.063593,739.8812801416701,1,0,32,67657.6004086687,71.97288717331422,1,1,0,1
87,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,6326.34977531244,1,0,59,85079.3200402575,79.02997549309823,1,0,1,2
88,5,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,4522.492886602129,1,1,34,127302.007663706,59.22594064138539,1,0,1,2
89,5,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,2622.8626862675196,0,1,63,72909.1995201267,37.60376611136229,1,0,1,2
90,4,0.0,0.003,80.050003,69164600,-0.016544,0.031439,0.090737,1042.2350817633196,0,0,47,64434.2947223639,13.01980065838748,1,1,0,2
91,4,0.0,0.003,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,882.8689375831099,0,1,43,54730.766676494815,12.095752319148028,1,1,0,2
92,3,0.03,0.0,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,3555.2078084220093,1,0,47,63327.316119448304,331.3334397411006,1,0,0,1
93,3,0.03,0.0,9.9,21700,0.007121,-0.022425,-0.04503,3056.01761964532,0,1,58,80837.1311419213,308.6886484490222,0,0,0,1
94,1,0.03,0.0,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,4166.89021976599,1,1,34,108052.71947474401,388.3401882354138,1,1,0,1
95,5,0.0,0.003,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,673.8641308992902,1,0,34,73724.96091751089,9.232280440661064,1,0,1,2
96,5,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,3228.835211834172,0,0,39,110889.86031137199,46.291544255687036,1,0,1,2
97,5,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,1294.7128291181202,0,0,44,87700.2972949283,16.95537993927109,0,0,0,2
98,3,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,1352.7638991857002,1,0,44,53792.299067857,19.394464504454483,1,0,1,2
99,4,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,1769.4773068807206,1,0,49,39781.5044500105,24.79996294997402,1,0,1,2
100,3,0.0,0.003,80.050003,69164600,-0.016544,0.031439,0.090737,3772.5670261592,1,1,47,72270.6769409859,47.1276312901475,1,1,0,2
101,3,0.0,0.003,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,4249.14128080166,1,1,34,121909.428769757,55.64616586112486,1,1,0,2
102,3,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,-173.99034502050705,1,0,31,62510.8175934284,-2.3837559910675297,1,0,1,2
103,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,4074.38054391264,1,0,20,122435.369538007,50.897943675437965,1,1,0,2
104,4,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,3895.3762089133006,1,1,47,90519.8521868149,51.0133074633315,1,0,1,2
105,1,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,2703.53119687526,1,1,45,74935.9218699972,248.48632324221137,1,0,1,1
106,1,0.03,0.0,9.9,21700,0.007121,-0.022425,-0.04503,-1407.027958347949,1,1,31,37495.9301842344,-142.12403619676252,1,0,1,1
107,3,0.03,0.0,10.28,10200,-0.041937999999999996,0.009385,0.063593,4525.49009680928,1,1,44,85620.4039693159,440.2227720631595,1,1,0,1
108,4,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,4584.42305245166,1,1,47,87234.5993529102,59.070003780204296,1,0,1,2
109,4,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,3155.98655439546,1,1,49,78142.5347570637,39.42518970793118,1,0,1,2
110,4,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,4899.211971463739,1,0,57,91952.33795662779,67.12168935069349,1,0,1,2
111,2,0.03,0.0,9.9,21700,0.007121,-0.022425,-0.04503,824.2896011232698,0,0,39,70017.4870955727,83.26157587103734,1,1,0,1
112,3,0.03,0.0,10.28,0,0.0,-0.044133,-0.05567999999999999,3002.95692214718,0,1,52,69185.86145583651,292.1164321154845,0,0,1,1
113,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,2102.93452254065,1,1,35,82230.1796976296,26.270261633102628,1,0,1,2
114,5,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,1040.1336581456,0,1,29,112092.116754476,13.749287913377714,1,0,1,2
115,3,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,1980.67130241052,0,1,51,85907.8978974683,182.04699470684932,0,0,1,1
116,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,-1740.206939548738,1,0,20,63925.1088420112,-21.738999054737548,1,0,1,2
117,5,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,2363.02971704454,1,0,43,65515.5614704204,33.11884769841956,1,0,1,2
118,5,0.0,0.003,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,2424.0931998431697,1,1,44,70416.75454686821,33.21130656618418,1,1,0,2
119,5,0.0,0.003,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,-1049.5183208598773,0,1,25,70858.8073174863,-13.74434660968479,1,0,1,2
120,5,0.0,0.003,69.75,55796500,0.007121,-0.022425,-0.04503,2805.8286387577,1,1,43,85069.4093391504,40.226933888999284,1,0,1,2
121,3,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,386.0115773258098,1,1,29,91268.39135020893,5.102598375685567,1,1,0,2
122,3,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,3293.5246564894,0,0,48,87665.668312415,302.71366328027574,1,0,0,1
123,3,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,5002.731336146328,0,0,57,102361.75291297,71.72374675478608,0,0,0,2
124,2,0.0,0.003,9.9,21700,0.007121,-0.022425,-0.04503,-1029.4094016970157,1,1,28,62080.6689524401,-103.9807476461632,1,0,1,1
125,4,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,1878.5650881441306,1,0,26,91027.7075816751,24.60142828107259,1,1,0,2
126,2,0.0,0.003,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,479.6022664086304,0,1,50,49556.623824774695,44.081090662557926,1,0,1,1
127,2,0.0,0.003,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,368.00256663248,0,0,45,85696.5641590915,4.864541399912719,1,0,1,2
128,3,0.0,0.003,10.28,10200,-0.041937999999999996,0.009385,0.063593,5307.3097691334615,0,0,58,90448.7709960619,516.2752693709593,0,0,1,1
129,5,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,-282.2462874729422,0,0,40,47903.3171857061,-3.955799514849912,0,0,1,2
130,5,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,966.6060131882897,1,1,29,93169.3390904583,12.454657914361961,1,1,0,2
131,5,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,2076.10856067399,1,1,36,78559.2758310121,27.443602191497487,1,1,0,2
132,3,0.03,0.0,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,55.433802341649894,0,1,22,89480.1690850724,5.1662443934436055,0,1,0,1
133,5,0.0,0.003,80.050003,69164600,-0.016544,0.031439,0.090737,3552.5838481879796,1,0,48,106419.925227529,44.37955921360777,1,0,0,2
134,3,0.0,0.003,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,4688.96876329821,1,1,30,121236.02983336401,61.406085671714585,1,0,0,2
135,1,0.03,0.0,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,2438.82195306825,0,0,53,86422.1008924224,227.2900235851118,1,1,0,1
136,5,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,4660.37939197237,1,1,35,113400.770214177,65.31716219490811,1,0,1,2
137,2,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,3131.6376415233008,0,0,47,97015.1257380283,42.90502435036785,1,1,0,2
138,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,3433.706094130491,1,0,49,91468.57372181787,42.89451549590185,1,0,1,2
139,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,897.5573453778203,0,0,35,77646.514912727,11.212458610124225,1,1,0,2
140,5,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,4151.25968969018,1,0,55,79208.0830190286,56.87436365856839,1,1,0,2
141,5,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,2149.6783277134004,1,0,36,77044.50663600951,30.128638934417356,1,1,0,2
142,3,0.03,0.0,10.28,10200,-0.041937999999999996,0.009385,0.063593,2679.41334249776,1,1,53,88424.04821973461,260.6433212546459,1,0,1,1
143,2,0.0,0.003,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,3214.3207361616105,1,1,29,85153.1597088457,299.56390830956286,1,1,0,1
144,3,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,3318.44502140805,0,0,52,67067.0092573399,43.865762507290476,1,1,0,2
145,3,0.0,0.003,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,1115.1416773639608,0,0,48,73823.7625212617,14.368530640322511,1,0,1,2
146,3,0.0,0.003,80.050003,69164600,-0.016544,0.031439,0.090737,-688.0509940339409,0,0,29,71934.8246432087,-8.595265062437798,1,0,1,2
147,3,0.0,0.003,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,1550.7085616031,0,0,42,77409.95946989799,20.498460285607127,1,0,1,2
148,3,0.0,0.003,69.75,55796500,0.007121,-0.022425,-0.04503,1979.5085394150199,0,0,50,93158.8945972836,28.380050744301357,1,0,1,2
149,4,0.0,0.003,80.050003,69164600,-0.016544,0.031439,0.090737,3330.71057844236,1,1,38,87854.652180001,41.607875747891725,1,0,1,2
150,5,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,3373.06671991437,0,0,31,125571.33329004301,43.46175333658829,0,1,0,2
151,5,0.0,0.003,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,-248.59261757576405,0,1,28,68602.8128494087,-3.2555344986934203,0,1,0,2
152,5,0.0,0.003,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,1535.00891275272,0,0,51,65671.43359045009,21.513790550529798,0,0,0,2
153,3,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,-50.78706020580592,0,1,26,85849.7368011789,-0.7281298954237408,0,1,0,2
154,4,0.0,0.003,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,2116.9134860140807,0,1,41,72627.01667014901,27.722805896952266,1,0,0,2
155,4,0.0,0.003,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,1187.39242153751,1,0,43,65515.7979098202,16.267878532309453,1,0,0,2
156,5,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,266.3490217936401,0,1,36,69661.4822313228,3.4880699097115007,0,0,1,2
157,5,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,2042.452872433089,1,1,33,84862.0584592061,28.62582942795722,1,0,1,2
158,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,6093.060786937841,1,1,36,116052.75648504801,76.11568467946017,1,0,0,2
159,5,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,1082.85123146324,0,0,38,88710.0491991506,14.180869791544929,0,0,0,2
160,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,1063.0793232006,0,1,51,50609.678084734005,13.280190922673668,1,0,1,2
161,5,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,1639.80345171404,1,0,36,72697.7600012204,23.50972690629448,1,0,1,2
162,5,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,1932.7929612634696,1,0,39,77949.3410201771,24.903916200999273,1,0,1,2
163,3,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,3328.8293104153304,0,0,41,103434.23457702801,42.89175708701936,0,1,0,2
164,4,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,2651.7604726589498,1,0,36,75914.1432232355,33.12630072804557,1,0,1,2
165,4,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,-2301.12625914915,1,1,35,46350.4766375987,-32.25124490051352,1,0,1,2
166,2,0.03,0.0,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,1813.1500767424106,0,1,37,90622.9061619173,168.97950389025263,1,0,1,1
167,4,0.03,0.0,10.28,10200,-0.041937999999999996,0.009385,0.063593,821.2514851723297,1,1,45,56685.44033431781,79.88827676773637,1,1,0,1
168,4,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,973.247718476,1,0,38,56591.178298593,13.953372307899642,1,1,0,2
169,4,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,4874.61275901893,1,0,58,90863.80812716279,63.83725373469979,1,0,1,2
170,4,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,1098.6330781401998,1,1,29,68086.2720089616,15.051830500669418,1,0,1,2
171,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,4368.24731331204,1,1,56,75232.6756815362,54.5689837552166,1,0,0,2
172,5,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,1646.2354663227802,1,0,32,70973.9246620135,21.761208497030573,1,0,0,2
173,4,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,746.0093501736702,0,0,41,82636.6499153193,10.220706543568753,1,0,0,2
174,3,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,77.02882230082993,0,0,55,67928.082908202,0.9925115488766704,0,0,1,2
