"","AUM","x1","x2","x3","x4"
"138",1214.36917746137,0,0,36,106430.715632731
"139",4456.45243979493,0,0,53,79292.1175791236
"140",2374.18752881071,0,1,41,80617.5931666388
"141",8521.02261917132,1,0,44,120660.399724462
"142",4581.91220467995,1,0,41,95853.4159747689
"143",5169.26431359859,1,0,49,95737.11384699
"144",5820.59062017115,1,0,48,117681.820192888
"145",1706.42627077951,1,1,31,79187.4385324752
"146",4481.7019006276,1,0,44,74276.7874974722
"147",7239.15454626324,1,0,62,91954.047106352
"148",3672.23927595739,1,0,52,69685.726850775
"149",6677.49531073654,0,1,67,106816.871462144
"150",2633.52339831316,0,1,47,71835.0853447476
"151",1188.84977134613,1,0,30,75260.2827560812
"152",1396.28434243264,0,1,30,75399.9568222987
"153",3058.77523919883,0,1,60,47816.7239005962
"154",630.234261847872,0,1,47,73861.229983691
"155",1996.81555811704,1,0,43,49349.5037742171
"156",-1475.36713315067,0,1,36,45864.7129057095
"157",5139.29066633644,1,0,38,90212.3865875379
"158",864.312536342658,0,0,47,53540.5598436646
"159",7231.60295023112,1,0,49,79759.3951150626
"160",2921.29682081789,1,0,50,46465.6037605157
"161",390.507293699096,0,1,34,71030.8210970678
"162",4792.88064033307,1,0,43,99851.7339813476
"163",3409.22136632089,0,1,47,92157.3381688055
"164",2098.38362882368,1,0,36,78876.8598112116
"165",3768.7736721182,0,1,47,78595.5620885004
"166",2187.66605129826,0,1,57,66413.8028249031
"167",2303.55435109384,1,1,35,83259.9256965087
"168",4078.43184478146,1,0,41,76286.2859495499
"169",3823.74568943772,0,0,46,91139.3168302013
"170",1218.75523772555,0,1,32,74665.2554421041
"171",2305.63577305185,0,1,43,56069.4733619224
"172",3897.88710858548,0,1,46,104097.257195552
"173",3051.90250532033,1,1,46,75673.5567358399
"174",2908.98835747742,1,1,34,90803.970015326
"175",4809.04988416464,0,0,46,90728.006025023
"176",3307.39052647305,0,1,49,90210.2722623926
"177",2626.00189668699,0,1,41,75728.8425440037
"178",2845.39965897757,1,0,39,63644.8229925883
"179",4358.36821704804,0,0,49,82999.104799459
"180",5422.84892071907,1,0,46,89251.2772340735
"181",6503.99872662094,1,0,57,84855.2990240407
"182",6512.74942033082,1,0,38,113555.441637276
"183",3907.77294289151,1,0,53,66331.8039747609
"184",5833.67183042458,1,0,45,113621.297551695
"185",3559.3835646844,0,0,52,77084.3497545495
"186",966.642227251735,0,1,37,60769.9930412792
"187",4085.24174248726,1,0,38,69498.0508270467
"188",2424.87381901612,0,0,37,85283.1594890711
"189",4052.6376895735,1,0,48,82153.0539608188
"190",3258.96721058971,0,1,38,109382.388706322
"191",929.411579555235,1,1,29,77622.7755974429
"192",1979.40514154272,0,0,29,82419.1734646587
"193",2865.60977866812,1,1,37,80032.650065927
"194",2556.70205485557,1,0,40,79213.1629255204
"195",415.869214285233,1,1,32,63993.3243447238
"196",2152.83695977997,0,0,41,70325.6883514145
"197",2587.28649886385,0,0,50,52150.4213141906
"198",2890.68863099351,0,1,45,87604.0102827404
"199",-1947.30475370743,0,1,21,56479.5006731058
"200",2598.16052021718,0,1,41,77885.9600540039
"201",1837.92104299249,0,1,38,83005.6980340647
"202",3366.42435899332,1,0,28,95088.5594377187
"203",6188.94712922797,1,0,55,74961.0171375817
"204",7807.78736055765,1,0,47,112433.002886916
"205",1898.41590968335,0,0,36,66909.2355321324
"206",4860.19005170801,1,0,44,86374.7855848848
"207",4245.39042801697,1,0,50,69971.4778393487
"208",3936.72441101083,0,1,55,82508.9914800345
"209",3236.7394468732,1,0,37,85340.0811664189
"210",-270.341117856054,0,0,31,57397.9592792685
"211",2647.85033029612,0,1,39,99506.766739061
"212",4764.28641264697,0,1,58,79720.3362113614
"213",6351.78521250559,1,0,50,88075.3579978357
"214",653.768775889262,0,1,25,72791.7868890658
"215",1709.54268693804,1,1,44,61581.6164850069
"216",2138.2615596758,1,0,47,55867.4540801896
"217",3050.85773110282,1,0,31,80571.3695653127
"218",4678.5770969865,0,1,60,79628.2864548255
"219",5881.50326042574,0,0,55,92080.6542028386
"220",3324.32149213522,1,1,42,83688.6955173267
"221",3560.86196400538,1,0,42,76036.6466276637
"222",4647.60937018178,1,1,50,87114.4574622762
"223",573.447971334165,1,1,30,65736.4089777715
"224",5539.46744224895,1,0,50,85474.0738980858
"225",-995.754441499269,0,1,34,80798.8269716218
"226",3129.57924024672,1,0,36,67273.8235380818
"227",3494.43602872414,0,1,41,99691.8439176746
"228",2474.24416947489,1,0,38,75588.0568937768
"229",-519.826775307532,0,1,38,43523.1542408813
"230",2479.12486618058,1,0,31,80744.2802688393
"231",4668.88384032676,1,0,43,98191.8026133281
"232",-1496.99633341614,0,1,34,61361.0355996266
"233",2553.09340512854,1,0,34,66361.8829655371
"234",2783.80372470087,1,0,44,63097.986196566
"235",2598.66508949978,0,1,35,109190.261254406
"236",2375.20179505067,0,1,44,71635.1466212479
"237",4526.74131971247,1,0,23,132444.055874508
"238",5439.3859290148,1,0,44,79971.9026442092
"239",2435.1146429735,1,0,33,64918.3754665985
"240",2904.03568510877,0,1,45,105162.252708446
"241",6087.18996697981,1,0,37,102729.539029347
"242",7337.91865582767,0,0,65,100229.12955762
"243",6727.51743903732,1,0,49,114595.68673865
"244",3993.30177254417,1,0,50,75467.4471235637
"245",3509.79339455979,0,1,47,96631.8516821972
"246",955.811311348305,0,1,37,68747.3009689744
"247",3403.37124627628,0,1,42,100312.001929806
"248",-22.5560326516675,0,0,44,48890.6449749728
"249",5381.23851490402,1,0,66,61620.9438511767
"250",4285.62324329956,1,0,52,66375.0527744857
"251",3452.84641146319,0,0,42,80687.3248338638
"252",-248.430084036749,0,1,35,57489.0289491609
"253",1297.54506974859,0,0,38,70274.3838162008
"254",3311.8927924832,1,0,46,72765.8168562216
"255",1844.7996614715,1,1,44,68077.8706971225
"256",1706.45937917339,1,0,27,76192.2207327453
"257",6764.61191909455,0,1,53,112132.563133569
"258",4075.14139633904,1,0,39,79769.4165825607
"259",3206.98964322974,1,0,39,60582.928359424
"260",2634.60256053259,0,1,40,90759.058254382
"261",1508.27207716346,0,1,35,88951.4775577512
"262",1341.86901139661,0,1,44,49440.5701653926
"263",425.322796133355,1,1,39,66549.3262512328
"264",5475.32261923822,1,0,47,87225.4698998563
"265",3994.1275812241,0,1,55,92960.8680718532
"266",6311.71585126739,1,0,50,104645.089074342
"267",-212.255658580516,0,1,43,73918.9618337065
"268",1814.39913856345,0,1,39,64120.7878582036
"269",7036.50937143534,1,0,60,95581.6424492259
"270",1714.33938784448,1,1,29,85217.8435835024
"271",4524.16460203641,1,0,44,78333.8202441375
"272",2233.40259818521,0,1,23,116844.978874875
"273",1196.54196581277,0,1,36,82970.5786210832
"274",3487.87697595787,0,1,53,63681.8678104947
"275",3592.36185061153,0,1,43,91250.0009139921
"276",-264.017903945326,1,1,36,83065.3777463204
"277",4407.58408910426,1,0,34,94995.4347482082
"278",6018.66506626761,1,0,39,119471.98448865
"279",3982.39134797663,0,1,59,75503.1379192579
"280",3555.04455561988,1,0,47,84352.3790581532
"281",1559.50310269873,0,0,35,76047.1758739997
"282",4456.53468911193,0,1,57,86251.826735596
"283",4782.86749068312,1,0,44,107126.683408135
"284",1220.75052715486,1,1,36,89467.9639590568
"285",-15.0277701020805,0,1,34,53869.4797869342
"286",1654.46309298329,0,0,38,73149.6007686185
"287",1866.71636730506,0,1,55,59070.5335970159
"288",2838.02849545611,0,1,52,82145.4114225417
"289",6398.18703760625,1,0,50,107416.538330164
"290",2261.86555615315,0,1,33,110273.742382623
"291",4284.93693631355,0,1,39,110469.193004673
"292",602.592339770011,0,1,38,71483.4108703152
"293",3641.20513239694,1,0,37,80307.1987286615
"294",1820.33338096363,1,0,31,66868.1252349488
"295",2808.96795013804,1,0,43,73077.4892263821
"296",-1146.9798860799,0,1,34,48855.7695097769
"297",4359.27083840646,0,0,36,110302.106841166
"298",6716.96221891888,1,0,45,114108.773441802
"299",-547.658137652892,1,0,30,47763.4941730706
"300",7297.24178529361,1,0,49,104020.316778018
"301",3137.24308782204,1,0,22,90237.7233048608
"302",4033.56168419029,1,0,27,108647.75056478
"303",1616.87958507476,0,1,41,63214.1733122936
"304",3340.47493005629,1,1,46,84011.9169568807
"305",7627.87159457275,1,0,60,106393.736635848
"306",6569.16969665356,1,0,49,107687.696690953
"307",810.692159448721,1,0,27,69688.2507965661
"308",5184.30792008701,1,0,51,65969.6765760965
"309",1365.36516619259,0,1,44,58177.9034890077
"310",5217.32373740349,0,0,59,86853.5194143315
"311",4944.88402123805,1,0,40,112721.735491085
"312",964.508367392915,0,1,37,85920.245605274
"313",-844.500893958005,0,1,36,41596.4799777753
"314",13.2687977608421,0,0,30,64301.4977407026
"315",3922.90174399431,0,1,65,71513.5295634932
"316",4062.91422985498,1,0,44,83927.7981645563
"317",3060.50569776721,1,0,40,64701.7786568127
"318",1961.44334425952,0,1,52,57640.1829781804
"319",3364.00009042104,1,0,46,90536.8613002239
"320",3622.41575777908,0,1,40,107355.813847396
"321",775.353595686641,0,1,35,63944.4096665317
"322",-1037.218678438,0,0,30,42927.559473651
"323",2202.98679760215,0,1,58,60722.1778258308
"324",2467.0277797314,0,1,49,91695.306312263
"325",3673.26455454951,0,1,53,97124.9689791273
"326",-712.48285108309,0,1,40,73733.2220088582
"327",127.015301758475,0,1,39,51177.4729068623
"328",6229.37227797296,1,0,65,76033.8934412463
"329",5510.19532951936,1,0,48,84806.4729113246
"330",1000.50570051576,1,0,40,52560.2941930284
"331",2639.88755485283,0,1,45,69816.7760273546
"332",2285.74450306423,0,0,49,70115.4960032416
"333",850.537718462765,0,0,38,49654.6023116791
"334",8325.40607556248,0,0,67,101341.526980942
"335",8663.7616969915,1,0,70,77996.0866129077
"336",3053.92007940246,1,1,35,87950.5391298167
"337",4950.14934123359,0,1,52,101068.42588588
"338",3252.09079555852,0,1,41,92636.3828960983
"339",4219.22193867802,1,0,40,87601.179250799
"340",-1361.38499099248,0,1,30,43538.7372568597
"341",1228.07884540482,0,1,41,77893.3141182617
"342",3314.03792875925,1,0,35,80845.971309544
"343",2986.64158911599,1,1,29,97113.3388653801
"344",4235.29048262853,0,1,48,111690.574643027
"345",3124.96797561254,1,0,40,60534.2165272195
"346",3462.50997082766,1,0,32,88744.1266982012
"347",5566.26033744828,0,1,46,115443.868413495
"348",1643.20453528588,1,0,32,62388.7098952691
"349",2589.82336392818,0,1,48,61832.6456296927
"350",7793.5026079257,1,0,47,119672.497530349
"351",5433.56983918579,0,0,48,113271.110871628
"352",3507.81099958114,1,1,38,98990.0214554182
"353",2646.43035025075,1,0,29,84685.762059409
"354",5981.46276266082,0,1,41,125129.503406214
"355",4538.89046098985,0,0,51,81909.5978868282
"356",2388.12311194339,1,1,42,71633.5051638066
"357",2986.77570073496,1,0,32,88006.1973193575
"358",4410.46232906763,0,1,49,92462.416257281
"359",3815.38718509341,1,0,38,94715.0936579908
"360",6368.66485928204,1,0,35,116151.20067427
"361",773.851436945914,0,1,51,66533.0390919995
"362",3995.03495498385,0,1,45,114771.840523579
"363",2158.71181494125,1,1,40,60924.2004986852
"364",2890.3387316533,1,0,31,99156.1845463271
"365",-1340.00072770546,0,1,40,41279.2772419884
"366",3278.93862795215,0,1,53,75975.6529987436
"367",3977.54371849387,1,1,44,83085.0347679647
"368",4599.24511656554,1,0,54,56799.7615859291
"369",-110.25336689644,1,0,24,58552.3132269114
"370",-839.365136649676,0,1,26,58539.2289227344
"371",641.420096006104,0,1,40,67489.4392509623
"372",347.341502231185,0,1,33,83611.3231639947
"373",559.22889152284,0,1,26,81697.6104568651
"374",5464.52644907472,1,0,58,76418.8403747244
"375",5088.17534432562,0,1,52,84876.7221447976
"376",1443.17722024287,1,0,40,50773.6433769315
"377",1866.57957124203,0,1,46,55349.206860328
"378",285.732514325443,0,1,43,35318.6676848019
"379",-1350.3509448265,0,1,25,62050.547372874
"380",4991.67337038447,1,0,52,60718.3972456326
"381",5958.97579751596,0,0,44,112074.711350615
"382",3447.57194624542,1,1,40,98530.5055465231
"383",6629.29723732468,1,0,65,75551.6121294085
"384",4072.05215083785,1,0,57,63437.3109460086
"385",3450.1509370522,1,0,37,73607.653277704
"386",4828.21370516568,1,0,44,83702.6328829796
"387",3852.87683925774,1,0,42,75903.0969420666
"388",3612.66216837779,1,0,53,77918.4354903938
"389",1198.52119176757,0,1,48,59241.0844851757
"390",-13.8004951918524,0,0,29,54511.1358014893
"391",8089.37628594352,1,0,52,123899.553180625
"392",4934.71505925069,0,0,44,100506.740261819
"393",2333.52500937422,0,0,43,67133.4150209633
"394",2907.70852811021,1,0,30,77933.5626359629
"395",1912.87643067358,0,1,40,109825.053304147
"396",767.096899339772,0,0,24,78511.281879924
"397",4980.48387158817,1,0,45,89976.018381327
"398",364.988890455076,0,1,22,69049.5174614199
"399",4327.94514620865,0,1,59,81284.7366362019
"400",4096.46972343306,1,0,50,77007.9461401014
"401",1027.4701581786,0,1,46,36188.7113801493
"402",6213.55274983272,1,0,47,84613.9926510189
"403",2009.27620938722,1,0,33,72496.3704687112
"404",1126.82917498021,0,1,34,83674.4260141791
"405",1534.42113537877,1,1,30,80347.0895854113
"406",4297.64738951951,0,1,61,65896.0848552701
"407",1618.928979616,0,1,28,86917.1984196493
"408",3178.60463724605,1,1,46,84277.6941460183
"409",2156.70029729825,0,1,34,92927.3931850147
"410",6022.69933312525,0,0,69,91899.7342566714
"411",7390.73089505512,1,0,59,73224.8933984256
"412",4419.32137083205,0,1,52,98200.2654276439
"413",7171.10353138745,1,0,66,87891.1278188659
"414",3203.01204415537,1,0,43,69022.1105707409
"415",1118.74278968982,0,1,30,118929.950142878
"416",5668.79955719763,0,0,59,92339.9932534423
"417",6776.45636024837,1,0,49,88130.6447700465
"418",1919.79986755091,1,1,46,49234.3109552248
"419",2214.13057616816,1,0,30,77768.851384476
"420",6221.93077183521,0,1,51,124311.416587247
"421",1652.92252565139,0,1,42,60237.7028223775
"422",2478.86396082119,0,0,36,81564.9550576656
"423",479.319335336379,0,1,31,84046.2327542598
"424",-1542.58155509783,0,1,35,40686.5063415368
"425",323.539122810135,1,0,28,50027.7944836676
"426",59.3866349453033,0,1,34,63862.8684471125
"427",-252.48666665213,0,0,34,56272.8674766352
"428",-2080.34501395199,1,1,23,30658.949215256
"429",3510.12792088778,0,0,51,76369.0074223344
"430",-897.812752192787,0,1,29,71410.1967517132
"431",1434.75337261651,1,1,37,77109.6496350442
"432",3859.56642718922,1,0,44,82015.9625300417
"433",1630.43080467333,1,1,42,48132.7788402812
"434",4353.83210551252,1,0,42,86292.812339166
"435",2630.31257310422,0,1,42,99181.7952352745
"436",3057.3496877708,1,0,39,90005.126402902
"437",2013.74509152408,0,1,37,97087.5962569242
"438",1815.8828573626,0,0,35,75356.8192287397
"439",757.184741492813,0,1,40,70467.5634045765
"440",5633.33779841676,1,0,53,83892.3927233328
"441",-764.236931073103,0,0,38,38289.0706413806
"442",4580.04766005357,1,0,44,86211.4023989329
"443",3263.49018857935,1,1,34,94205.2069719275
"444",1885.57498944129,0,0,36,68897.2243882543
"445",-2852.00507974729,0,1,34,74779.0484586158
"446",3232.2820817255,1,0,47,42382.5848896033
"447",1567.2273625475,1,0,51,40445.0411368683
"448",3279.68849657163,1,0,30,112614.58092286
"449",2232.34068143666,0,0,31,81985.4368439362
"450",3604.79359633867,0,1,44,85681.4933733836
"451",2893.53570598642,1,0,35,75891.6032766079
"452",2828.23934277785,0,1,46,78439.1156011733
"453",2744.32739275836,1,0,31,66642.3593867892
"454",703.809538381633,0,1,48,66042.1409954526
"455",-2607.12674037333,0,1,21,55187.9115188572
"456",3874.41635867548,1,0,40,98796.9568879191
"457",4091.80753243084,0,1,50,83854.406188758
"458",5680.64274924782,1,0,30,115289.843121105
"459",3635.17725648374,0,1,54,78232.9832883389
"460",5174.06011502879,1,0,54,82059.1526139702
"461",2750.15059030536,0,1,40,74609.657211632
"462",2231.0376271722,1,0,29,70435.2117094715
"463",8313.95618899555,1,0,55,116815.485893306
"464",3733.42813582657,0,1,55,100288.473284567
"465",4610.46788406532,1,0,45,68392.3919873366
"466",4872.65860450074,1,0,39,81034.598952968
"467",3731.80009961967,0,1,55,84696.7117591696
"468",3776.59931626156,1,0,39,79587.2229636986
"469",2214.20579554715,1,1,42,62231.3428982091
"470",7601.24165458795,1,1,59,110638.582617806
"471",3534.49810946827,1,0,43,61721.6852961674
"472",-129.4560462497,0,1,52,24784.6579730979
"473",1952.09598578417,0,0,40,66599.5776662439
"474",3249.57934412613,0,1,39,88108.4812349589
"475",1467.39219297354,0,1,39,70569.3574162774
"476",1861.56629968363,1,0,33,59322.6146584163
"477",4743.15573627729,1,0,36,91627.520470408
"478",1493.37982342377,0,1,36,91951.4683054576
"479",2348.51108906989,1,0,37,69934.758622174
"480",2515.98300570884,1,0,44,65045.4781959057
"481",4142.16844981947,1,1,43,100501.979920662
"482",2224.10653035542,1,1,41,84257.5502534674
"483",2552.42901175487,0,1,41,105526.549178656
"484",5972.92335400731,1,0,52,94216.4268051234
"485",2272.39203688031,0,1,45,78094.6790233882
"486",1719.20146911386,1,1,27,78997.5396789058
"487",6459.14648173974,1,0,42,112645.514282428
"488",2738.65417719932,0,1,46,82484.0824632662
"489",3697.25017685481,1,1,40,82143.2609789415
"490",7957.70504829875,1,0,43,111126.525551283
"491",5060.16938709381,0,0,51,80007.2325525132
"492",913.323815401002,0,0,27,77220.829392336
"493",3467.4067340147,0,1,50,98135.6898477948
"494",2352.31659210979,1,0,32,86585.0971069796
"495",5414.33604696258,1,0,50,93042.8606992295
"496",3685.45966846146,1,0,50,46636.0136166555
"497",1885.88367065604,0,1,32,91786.3566219403
"498",-1611.05854215879,0,1,24,55906.9572946292
"499",1944.68814345285,0,1,38,99364.7113682355
"500",2542.3364956316,0,0,36,83475.9382475915
"501",638.840375815735,0,1,43,53316.5528045339
"502",2491.52798111531,1,0,39,57145.4262303475
"503",1256.35959369828,0,1,52,42869.6606904948
"504",3791.59585131226,0,1,47,84881.6005131371
"505",1507.56231064453,1,0,30,67451.6848184574
"506",2933.19689006674,1,1,43,67617.0021596405
"507",-1090.3009701659,0,1,34,37251.5385369445
"508",5030.30559325381,0,0,59,84043.4940721056
"509",-51.4410368603412,1,1,33,48075.2049782151
"510",4317.45449208918,1,0,47,80255.9450351297
"511",7087.15756492844,1,0,65,91316.357457055
"512",4490.20365130131,0,1,67,61238.4413585834
"513",1197.61192101306,0,1,26,88374.3587437995
"514",6195.57064529898,1,0,53,68359.0960983923
"515",3846.42718630079,0,1,40,99924.7717876848
"516",3516.02216944224,0,1,44,96211.6257119622
"517",1290.27560327107,1,0,33,73913.34771619
"518",2720.09988843547,0,0,38,101994.53949117
"519",2870.32536501895,0,1,51,64757.1419109843
"520",1110.5237691004,0,1,48,58305.7405600998
"521",5208.06864246342,0,1,57,90519.9979550596
"522",672.722433222637,1,0,35,54718.5154820388
"523",731.950886510497,0,1,42,60133.7440949321
"524",2223.5284381471,0,1,55,44772.5492832832
"525",2289.51405752025,0,1,27,111508.393849403
"526",320.071220762727,0,1,30,82873.9181919586
"527",2574.78191739458,1,0,44,56324.0849773521
"528",5840.9713484759,1,0,67,59393.2043115391
"529",1537.46188997286,0,1,33,88309.6478499369
"530",2047.67471394817,1,0,41,63419.5277438178
"531",-1046.61169134064,1,0,21,52567.1229509701
"532",1284.52732487218,0,0,35,50362.3501127581
"533",793.003233152246,1,0,23,57887.8653436451
"534",3316.22363574427,0,1,35,109203.562534316
"535",4987.6874428763,0,1,61,97949.2208990778
"536",4049.18358827378,0,1,60,72695.4824753964
"537",4121.32569052141,1,0,52,67854.050791306
"538",5554.51950365647,1,0,53,75273.8028610583
"539",6830.17698758821,1,0,58,97730.1721162953
"540",1228.03614870127,1,1,41,55328.4383733353
"541",4978.72170358546,1,0,39,84158.1440140465
"542",2911.04367724309,0,0,49,57365.8921175709
"543",4307.89240132064,1,1,53,66368.7223830522
"544",5656.99124488056,0,1,69,91818.0125021638
"545",4935.36180555042,1,0,43,88297.9022717088
"546",2958.22810640639,1,1,46,72137.5738021534
"547",349.047629807809,0,1,29,81092.4952885358
"548",1612.19561140596,0,1,42,86719.5002859842
"549",3308.37003861699,1,1,33,96579.0527314649
"550",4119.63215229525,1,0,41,73175.9414381881
"551",7881.48234300134,1,0,43,115927.206836795
"552",1258.50483525835,0,1,45,57078.916604575
"553",5925.69538859766,1,0,49,75806.0443413639
"554",4643.61709282282,0,0,40,82103.8895595237
"555",1005.82032352814,1,0,31,63429.4656113089
"556",1193.28740533788,0,1,48,64671.662023539
"557",2353.44426726413,0,1,40,92529.2400814852
"558",130.249858005981,0,0,29,61615.1587889286
"559",4805.12659082074,1,0,49,81053.4588776401
"560",3530.3589396976,1,0,32,88810.6915414161
"561",1725.34380059517,1,0,52,17757.6285673399
"562",2861.76939472371,0,1,39,85854.775260223
"563",417.419179323875,0,1,39,65138.1463624579
"564",3757.96287342727,0,0,47,82150.5690711353
"565",3742.32631505551,0,1,52,98691.1624114206
