Date,Date,Units,income,riskscore,subscribed,opened,Price,return-N6M,return-HYG,return-IVV,DATE,rtn-N6M,rtn-HYG,rtn-IVV,vol_N6M,vol_HYG,vol_IVV,TRate_y,FRSC_y,SCRate_y,gen_F,gen_M,ed_Deg or abv,ed_H.Sch/Dip.,ed_Sec. or below,TransactionCount
2020-01-21,2020/1/21,-19.915388699999998,148550.1089,4,1,1,88.16999799999999,0.001791,-0.001076,-0.0010810000000000001,2020-01-21,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.8888888888888888,0.034444444444444444,1,0,0,1,0,27
2020-01-28,2020/1/28,138.62955490000002,148550.1089,4,1,1,87.849998,0.001786,0.008611,0.01065,2020-01-28,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.8888888888888888,0.034444444444444444,1,0,0,1,0,27
2020-01-21,2020/1/21,156.9204452,148550.1089,4,1,1,11.19,0.001791,-0.001076,-0.0010810000000000001,2020-01-21,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.8888888888888888,0.034444444444444444,1,0,0,1,0,27
2020-01-28,2020/1/28,37.09257941,148550.1089,4,1,1,328.329987,0.001786,0.008611,0.01065,2020-01-28,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.8888888888888888,0.034444444444444444,1,0,0,1,0,27
2019-12-04,2019/12/4,637.0953967999999,168101.448,4,1,0,11.01,-0.0036200000000000004,0.003009,0.006201,2019-12-04,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.125,0.0375,1,0,0,1,0,24
2020-02-26,2020/2/26,-12.02689435,168101.448,4,1,0,86.860001,0.000883,0.001037,-0.0038520000000000004,2020-02-26,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.125,0.0375,1,0,0,1,0,24
2020-02-26,2020/2/26,3.3385191969999997,168101.448,4,1,0,312.910004,0.000883,0.001037,-0.0038520000000000004,2020-02-26,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.125,0.0375,1,0,0,1,0,24
2020-03-13,2020/3/13,-5.090563309,47994.400910000004,5,0,0,271.549988,-0.016544,0.031439,0.090737,2020-03-13,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6,0.042,0,1,1,0,0,30
2019-10-22,2019/10/22,50.06855761,98448.18146,3,0,0,87.139999,0.0027199999999999998,0.00022999999999999998,-0.0034799999999999996,2019-10-22,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.6666666666666667,0.03,0,1,0,1,0,18
2020-02-12,2020/2/12,19.31344433,98448.18146,3,0,0,88.379997,0.0,0.0026089999999999998,0.006412999999999999,2020-02-12,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.6666666666666667,0.03,0,1,0,1,0,18
2020-03-13,2020/3/13,-281.1413525,98448.18146,3,0,0,10.7,-0.016544,0.031439,0.090737,2020-03-13,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.6666666666666667,0.03,0,1,0,1,0,18
2019-10-22,2019/10/22,394.48228389999997,98448.18146,3,0,0,11.06,0.0027199999999999998,0.00022999999999999998,-0.0034799999999999996,2019-10-22,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.6666666666666667,0.03,0,1,0,1,0,18
2020-03-13,2020/3/13,37.57916751,98448.18146,3,0,0,80.050003,-0.016544,0.031439,0.090737,2020-03-13,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.6666666666666667,0.03,0,1,0,1,0,18
2020-01-02,2020/1/2,-8.985093727,99935.05077999999,4,0,0,88.309998,0.003633,0.004207,0.009529000000000001,2020-01-02,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.090909090909091,0.035454545454545454,1,0,1,0,0,33
2020-03-10,2020/3/10,4.227158199,99935.05077999999,4,0,0,82.639999,0.005314,0.015358000000000002,0.053675,2020-03-10,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.090909090909091,0.035454545454545454,1,0,1,0,0,33
2020-03-17,2020/3/17,-13.21225193,99935.05077999999,4,0,0,76.360001,-0.041937999999999996,0.009385,0.063593,2020-03-17,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.090909090909091,0.035454545454545454,1,0,1,0,0,33
2020-03-26,2020/3/26,-13.21225193,99935.05077999999,4,0,0,76.83000200000001,0.008081,0.045732999999999996,0.060209000000000006,2020-03-26,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.090909090909091,0.035454545454545454,1,0,1,0,0,33
2020-01-02,2020/1/2,71.80756643,99935.05077999999,4,0,0,11.05,0.003633,0.004207,0.009529000000000001,2020-01-02,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.090909090909091,0.035454545454545454,1,0,1,0,0,33
2020-03-10,2020/3/10,1.206466461,99935.05077999999,4,0,0,289.549988,0.005314,0.015358000000000002,0.053675,2020-03-10,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.090909090909091,0.035454545454545454,1,0,1,0,0,33
2020-03-26,2020/3/26,3.86895362,99935.05077999999,4,0,0,262.369995,0.008081,0.045732999999999996,0.060209000000000006,2020-03-26,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.090909090909091,0.035454545454545454,1,0,1,0,0,33
2019-09-12,2019/9/12,0.0,199580.6562,3,1,0,87.32,-0.00091,0.000573,0.0031780000000000003,2019-09-12,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.8571428571428572,0.03,0,1,0,1,0,21
2019-10-01,2019/10/1,9.820509243,199580.6562,3,1,0,86.620003,-0.000908,-0.006309,-0.012093000000000001,2019-10-01,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.8571428571428572,0.03,0,1,0,1,0,21
2020-02-28,2020/2/28,115.0116271,199580.6562,3,1,0,86.040001,-0.0035240000000000002,0.004084,-0.009373999999999999,2020-02-28,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.8571428571428572,0.03,0,1,0,1,0,21
2020-03-11,2020/3/11,0.0,199580.6562,3,1,0,80.839996,-0.027313,-0.021781000000000002,-0.048627,2020-03-11,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.8571428571428572,0.03,0,1,0,1,0,21
2020-03-19,2020/3/19,0.0,199580.6562,3,1,0,71.349998,-0.043774,-0.022469,0.0036899999999999997,2020-03-19,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.8571428571428572,0.03,0,1,0,1,0,21
2020-02-28,2020/2/28,874.942574,199580.6562,3,1,0,11.31,-0.0035240000000000002,0.004084,-0.009373999999999999,2020-02-28,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.8571428571428572,0.03,0,1,0,1,0,21
2019-10-15,2019/10/15,-155.4704899,76580.39472000001,2,0,0,11.07,-0.0018030000000000001,0.002188,0.009842,2019-10-15,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.4444444444444444,0.030000000000000002,0,1,0,0,1,27
2019-12-20,2019/12/20,98.30086532,76580.39472000001,2,0,0,11.02,0.000908,-0.00148,0.005113,2019-12-20,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.4444444444444444,0.030000000000000002,0,1,0,0,1,27
2020-02-12,2020/2/12,0.0,76580.39472000001,2,0,0,88.379997,0.0,0.0026089999999999998,0.006412999999999999,2020-02-12,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.4444444444444444,0.030000000000000002,0,1,0,0,1,27
2020-03-10,2020/3/10,79.24441651,76580.39472000001,2,0,0,11.35,0.005314,0.015358000000000002,0.053675,2020-03-10,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.4444444444444444,0.030000000000000002,0,1,0,0,1,27
2019-10-15,2019/10/15,19.77773366,76580.39472000001,2,0,0,87.019997,-0.0018030000000000001,0.002188,0.009842,2019-10-15,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.4444444444444444,0.030000000000000002,0,1,0,0,1,27
2019-12-20,2019/12/20,12.34924217,76580.39472000001,2,0,0,87.720001,0.000908,-0.00148,0.005113,2019-12-20,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.4444444444444444,0.030000000000000002,0,1,0,0,1,27
2020-02-12,2020/2/12,0.0,76580.39472000001,2,0,0,11.28,0.0,0.0026089999999999998,0.006412999999999999,2020-02-12,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.4444444444444444,0.030000000000000002,0,1,0,0,1,27
2019-11-21,2019/11/21,0.0,145904.7972,2,1,0,86.360001,0.0,0.00023199999999999997,-0.00144,2019-11-21,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.003,1.6,0.0,1,0,1,0,0,15
2020-03-26,2020/3/26,601.4066362000001,145904.7972,2,1,0,9.98,0.008081,0.045732999999999996,0.060209000000000006,2020-03-26,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.003,1.6,0.0,1,0,1,0,0,15
2019-09-04,2019/9/4,-12.3040918,124021.8545,5,0,0,295.76001,-0.0026829999999999996,0.0020800000000000003,0.011457,2019-09-04,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.8,0.046,0,1,0,1,0,15
2020-01-20,2020/1/20,0.0,124021.8545,5,0,0,333.1399995,0.0,-0.001075,-0.0010789999999999999,2020-01-20,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.8,0.046,0,1,0,1,0,15
2020-01-24,2020/1/24,0.0,124021.8545,5,0,0,330.230011,0.0,-0.004202,-0.009092,2020-01-24,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.8,0.046,0,1,0,1,0,15
2020-03-11,2020/3/11,208.7716199,85572.49828,2,0,0,11.04,-0.027313,-0.021781000000000002,-0.048627,2020-03-11,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.375,0.03,0,1,0,1,0,24
2020-03-24,2020/3/24,173.8551671,85572.49828,2,0,0,9.8,-0.010101,0.041236,0.094503,2020-03-24,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.375,0.03,0,1,0,1,0,24
2020-03-26,2020/3/26,560.0741636,85572.49828,2,0,0,9.98,0.008081,0.045732999999999996,0.060209000000000006,2020-03-26,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.375,0.03,0,1,0,1,0,24
2020-03-26,2020/3/26,72.75205007,85572.49828,2,0,0,76.83000200000001,0.008081,0.045732999999999996,0.060209000000000006,2020-03-26,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.375,0.03,0,1,0,1,0,24
2019-12-31,2019/12/31,-2.805150274,41146.1102,5,0,0,323.23999,-0.0036200000000000004,0.0009109999999999999,0.002263,2019-12-31,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6923076923076925,0.04384615384615384,0,1,0,1,0,39
2020-01-07,2020/1/7,-3.2875891860000004,41146.1102,5,0,0,324.200012,0.0,-0.000908,-0.002738,2020-01-07,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6923076923076925,0.04384615384615384,0,1,0,1,0,39
