,TotalTransactions,income,riskscore,subscribed,opened,SCRate,TRate,return-N6M,return-HYG,return-IVV,gen_F,gen_M,ed_Deg or abv,ed_H.Sch/Dip.,ed_Sec. or below
191,243.08945013298035,464106.589,4,1,1,0.03666666666666667,0.0,-0.0027366666666666663,0.0017113333333333332,-0.00033533333333333337,1,0,1,0,0
199,5.1450342652969994e-08,79297.56743,3,0,0,0.03,0.0,0.003527,-0.011276000000000001,-0.016658000000000003,1,0,0,1,0
202,2.8787053452106193e-07,171296.1982,5,1,0,0.04,0.0,7.99999999999976e-06,-0.0024885,-0.0078205,0,1,0,1,0
206,812.0320536977839,30526.489210000003,5,0,0,0.043333333333333335,0.0,0.000301,0.0010766666666666667,-4.6333333333333414e-05,1,0,0,1,0
211,263.6526717859997,79514.55636,1,0,0,0.0,0.0030000000000000005,-0.00940233333333333,0.008745666666666665,0.017800666666666663,0,1,0,1,0
213,9899.340831239038,347584.7513,3,0,0,0.03,0.0,-0.000904,-0.0006295000000000001,-0.00037999999999999997,0,1,1,0,0
216,5795.527567534671,109524.8584,5,0,0,0.0475,0.0,0.0011431249999999998,-0.006752874999999999,-0.014271875000000002,1,0,0,1,0
219,2874.9127635,267894.5463,1,0,0,0.0,0.003,0.0,0.013731,0.043947,1,0,0,1,0
221,9432.320828001604,207189.9015,5,0,0,0.05,0.0,-0.0018100000000000002,0.0020210000000000002,0.0096065,0,1,0,0,1
222,7651.916062035352,365519.4317,5,0,0,0.043333333333333335,0.0,-0.0005813333333333333,-0.0014966666666666668,-0.02224,0,1,0,1,0
229,5952.54124411194,139688.5176,5,0,0,0.0,0.0046,0.0017791999999999999,0.003543,0.0098166,0,1,0,1,0
232,1442.1710896388493,94827.84621,5,0,0,0.045000000000000005,0.0,-0.00044950000000000003,0.0010935,0.0019167500000000003,1,0,1,0,0
234,2759.0142982664,70591.50847,5,0,0,0.0,0.0045,-0.00164575,-0.0156975,-0.03272875,0,1,1,0,0
238,6287.284160735777,190821.982,5,0,0,0.0,0.005,-0.00105525,0.003583250000000001,0.013589,0,1,1,0,0
242,11178.722571103965,179285.5009,3,1,0,0.0,0.003,-0.0013580000000000003,0.0019635,0.004547,1,0,1,0,0
250,6.962975476199063e-07,50026.55943,4,0,0,0.035,0.0,0.0004415,-0.004028,-0.015532,0,1,0,0,1
254,277.61263359986117,37604.28155,4,0,0,0.0,0.0030000000000000005,0.000622,-0.01671133333333333,-0.024045666666666663,1,0,0,1,0
256,1828.8568930589086,77799.29888999999,4,0,0,0.03,0.0,-0.009156,0.004401250000000001,0.027732,0,1,1,0,0
258,2437.9468027272233,237963.7065,5,0,0,0.05,0.0,0.000904,0.000918,0.002893,1,0,1,0,0
261,3731.2155673158004,32455.835389999997,5,0,0,0.05,0.0,0.004786500000000001,-0.013263999999999998,-0.02850475,0,1,0,1,0
268,2367.316369022574,224900.5155,4,0,0,0.038,0.0,-0.0008968,-0.0003993999999999997,0.009056600000000001,0,1,1,0,0
269,2811.7712225193645,303786.4477,5,0,0,0.045000000000000005,0.0,-2.9750000000000262e-05,-0.015135,-0.022077,1,0,1,0,0
271,6741.34935348,213212.2925,2,1,0,0.03,0.0,-0.003604,-0.0035700000000000003,-0.000223,0,1,0,0,1
276,2391.408771053303,375528.4015,5,1,0,0.04142857142857143,0.0,2.5571428571428247e-05,-0.00998342857142857,-0.012316999999999998,0,1,1,0,0
280,11015.242566981204,190056.1516,5,1,0,0.042,0.0,0.0014491999999999999,9.559999999999997e-05,0.003704399999999999,0,1,1,0,0
292,1.630124643270392e-06,461642.3845,5,0,0,0.04,0.0,0.0004415,-0.007509999999999999,-0.016007,1,0,0,1,0
295,109.37346984583843,12289.75865,5,0,0,0.043333333333333335,0.0,0.00033399999999999993,0.0016323333333333335,-0.009134999999999999,0,1,0,1,0
298,7395.558657955229,316034.9101,5,0,0,0.043333333333333335,0.0,0.005908666666666666,-0.009635999999999999,-0.017690666666666664,1,0,0,1,0
300,813.1426483816194,25872.29834,5,0,0,0.0,0.005,0.00045099999999999996,-0.00011850000000000012,0.0003955,0,1,0,1,0
305,1331.5342343803125,258503.4015,5,0,0,0.05,0.0,0.0,-0.044133,-0.05567999999999999,0,1,1,0,0
310,485.46249959088834,46984.169519999996,5,0,0,0.0,0.005,-0.013091333333333335,-0.007716666666666667,0.005318333333333334,0,1,0,1,0
316,6313.823912943,185780.6867,2,0,0,0.0,0.003,0.0010019999999999999,0.0026030000000000003,-0.030987,0,1,1,0,0
317,151.95623725910264,68276.41199,5,1,0,0.045000000000000005,0.0,-0.01579775,-0.018401749999999998,-0.024084750000000002,0,1,0,0,1
323,1543.0933509483398,73203.23187999999,5,0,0,0.043333333333333335,0.0,0.0002986666666666667,-0.010968666666666666,-0.017671666666666665,1,0,0,1,0
325,6293.887647546781,83896.56234,5,0,0,0.0,0.005,-0.00021075,-0.00021475,-0.00186525,0,1,0,0,1
327,16541.198546492575,317790.45399999997,5,0,0,0.05,0.0,0.002705,-0.0010199999999999999,0.003953,0,1,0,1,0
329,635.557407051,189624.0529,3,1,1,0.0,0.003,-0.003604,-0.0035700000000000003,-0.000223,0,1,1,0,0
335,2334.438809941158,135110.4485,5,0,0,0.05,0.0,-0.020517999999999998,0.004059999999999999,0.0320195,0,1,0,1,0
339,13423.410113404474,184613.9127,5,0,0,0.0,0.005,-0.016068666666666665,-0.005322999999999999,-0.0022429999999999993,0,1,1,0,0
351,2821.5447954724,224136.4382,4,0,0,0.03,0.0,0.005455,0.002066,0.002537,0,1,0,1,0
361,1657.3531790533098,102002.0408,5,1,1,0.045000000000000005,0.0,-0.0015210000000000002,-0.009472999999999999,-0.01974625,0,1,0,0,1
367,6495.5631613661335,140040.9085,5,1,0,0.05000000000000001,0.0,0.008718666666666668,-0.0009326666666666662,-0.009834333333333334,0,1,0,1,0
375,175.31040201389143,50698.33758,5,1,1,0.0,0.005,-0.002653,-0.001019,-0.001196,0,1,1,0,0
382,445.37701025,29556.419339999997,1,1,0,0.03,0.0,-0.0018100000000000002,-0.0025780000000000004,0.0016054999999999997,1,0,0,1,0
394,434.0561302641603,153619.8571,3,0,0,0.03,0.0,0.000908,-0.00148,0.005113,0,1,0,1,0
398,977.3769619935,17491.14774,5,0,0,0.05,0.0,-0.000897,0.0012640000000000001,0.004814,0,1,0,1,0
400,2270.667981501562,73854.20268,5,0,0,0.05,0.0,-0.0013579999999999998,0.0014945000000000002,-0.000556,0,1,0,1,0
409,2621.4633523079588,117709.3964,5,1,1,0.05,0.0,-0.000901,-0.0017275,0.0047740000000000005,0,1,1,0,0
410,2711.0267880297697,37219.335139999996,5,1,1,0.045000000000000005,0.0,0.0013400000000000005,0.00075325,0.00724325,0,1,1,0,0
411,1594.688102362184,136338.9507,4,0,0,0.03,0.0,0.0011806666666666667,-0.00017833333333333338,-0.004497999999999999,0,1,0,1,0
419,4888.065400762414,238782.1431,5,0,0,0.043333333333333335,0.0,-0.006600333333333333,-0.019664666666666667,-0.036733666666666664,0,1,1,0,0
420,598.2069430634167,57582.565429999995,3,1,1,0.03,0.0,0.005905999999999999,-0.015423333333333332,-0.034954,1,0,0,1,0
421,3.2778211408170534,47159.83961,5,0,0,0.0,0.005,-0.001823,-0.0018260000000000001,-0.0080685,0,1,0,1,0
423,11943.942963460808,281771.7139,5,0,0,0.0,0.005,-0.005950333333333334,0.005724333333333334,0.018972333333333334,1,0,1,0,0
424,2632.7244180208113,114331.9612,5,0,0,0.043333333333333335,0.0,-0.0008250000000000001,-0.013424666666666666,-0.024805000000000004,0,1,0,1,0
425,3520.7013708237846,89028.50941,5,1,0,0.043333333333333335,0.0,-0.005524000000000001,0.027835,0.06315766666666667,0,1,0,1,0
426,19317.52305912377,135385.9217,5,0,0,0.0,0.005,0.000907,0.00045599999999999997,0.000713,0,1,1,0,0
433,3257.954962739893,65713.69722,5,0,0,0.042,0.0,-0.0039094,0.011951,0.0340452,1,0,0,1,0
435,19376.235818549998,207418.7277,1,0,0,0.03,0.0,0.0010019999999999999,0.0026030000000000003,-0.030987,0,1,1,0,0
436,1089.2205508769866,14828.096609999999,5,1,0,0.05,0.0,-0.00271,-0.0008039999999999999,-0.00183,1,0,0,0,1
443,272.48116752995804,59271.94145,4,0,0,0.03666666666666666,0.0,-0.0008813333333333334,-4.366666666666668e-05,-0.009089333333333333,1,0,1,0,0
452,12747.121768194398,77844.02287999999,1,0,0,0.03,0.0,-0.00638875,-0.005947000000000001,-0.01944675,0,1,0,0,1
455,873.5128468200827,10422.43911,5,0,0,0.05,0.0,-0.0011055000000000004,-0.0139425,-0.026984750000000002,0,1,0,1,0
460,1837.4475056648155,53626.72526,4,0,0,0.035,0.0,-0.009366249999999998,-0.0032862499999999997,0.00020049999999999582,1,0,0,1,0
465,8403.111473379999,95705.53487999999,1,0,0,0.0,0.003,-0.0029222500000000004,-0.0225185,-0.05004175,1,0,0,0,1
470,731.2859628826084,64507.29641,5,1,0,0.0,0.005,0.0,-0.016057,-0.028162,1,0,0,0,1
475,39315.102058219185,675219.9472,3,0,0,0.03,0.0,-0.006189,0.0031379999999999997,0.048968,0,1,1,0,0
482,8446.161837915999,238777.5976,1,0,0,0.03,0.0,0.002961,-0.0040163333333333336,-0.014200333333333334,0,1,0,1,0
483,4718.541964055,163630.8701,1,0,0,0.0,0.0030000000000000005,0.005611666666666667,-0.010158666666666665,-0.014971666666666668,0,1,1,0,0
485,7952.819143199284,159740.3473,5,1,1,0.045000000000000005,0.0,0.0006994999999999999,-0.0001804999999999999,-0.00871925,0,1,0,1,0
490,223.34378265729998,43722.51002,1,0,0,0.03,0.0,-0.0017620000000000001,0.002042,-0.004686999999999999,0,1,1,0,0
493,1302.424825272165,63649.93964,5,1,0,0.043333333333333335,0.0,-0.0008809999999999998,0.0012726666666666665,0.015496666666666667,1,0,0,0,1
496,18754.40192454942,292322.3274,5,1,0,0.045000000000000005,0.0,-0.00451925,0.0014820000000000002,0.00018074999999999998,1,0,1,0,0
497,1944.41248289308,168103.8478,5,0,0,0.05,0.0,0.008081,0.045732999999999996,0.060209000000000006,0,1,0,0,1
501,3106.954586784652,184217.4431,5,0,0,0.045000000000000005,0.0,-0.0006727499999999997,-0.0019177499999999998,-0.0028847500000000015,1,0,1,0,0
502,486.2329338145155,382602.4734,2,0,0,0.03,0.0,0.0002890000000000001,0.007630749999999999,0.0027315,0,1,1,0,0
503,206.252996709861,166797.9389,4,1,0,0.0,0.003,-0.0072465,-0.019607500000000003,-0.046824000000000005,0,1,1,0,0
505,406.38136057698716,42992.77327,5,0,0,0.0,0.005,0.008081,0.045732999999999996,0.060209000000000006,0,1,0,1,0
508,2261.3716081971843,387867.8415,4,0,0,0.03666666666666666,0.0,-0.0070832222222222225,-0.012976555555555554,-0.025122222222222226,0,1,0,1,0
509,4698.584553578519,318959.8548,5,1,0,0.0,0.005,-0.0023773333333333333,0.0005673333333333332,-0.00043733333333333336,0,1,1,0,0
513,1257.917412462696,80898.9884,4,0,0,0.03666666666666667,0.0,-0.011820000000000002,-0.0005756666666666666,0.003375,0,1,0,1,0
514,664.3459437551625,175613.6566,4,1,1,0.0,0.003,0.01001,0.008568000000000001,0.031938,0,1,0,1,0
523,28.39732115065715,44797.55379,5,0,0,0.05,0.0,0.00045149999999999997,0.000806,0.0022844999999999996,1,0,0,0,1
525,2570.738139565303,106094.7634,1,0,0,0.03,0.0,0.001234125,-0.0021575,-0.0038085000000000003,0,1,1,0,0
526,850.8539310019289,91146.53816,5,0,0,0.043333333333333335,0.0,-0.001784,-0.0004576666666666667,-0.000810333333333333,0,1,1,0,0
531,930.6135162161995,36948.02918,5,1,1,0.0,0.0046,-0.0014091999999999993,0.009340600000000001,0.034519999999999995,1,0,0,0,1
533,3156.5835534646385,92140.38844,5,0,0,0.045000000000000005,0.0,-0.007799,0.027937249999999997,0.07266275,0,1,0,1,0
536,23339.39406990529,406717.0902,5,0,0,0.043333333333333335,0.0,-0.0024133333333333337,0.002388333333333333,0.004731,0,1,1,0,0
543,7749.413320517685,66959.04263,5,0,0,0.042,0.0,-0.0007180000000000001,0.0012502,0.0041258,1,0,0,1,0
558,10107.938080381,148652.1052,1,0,0,0.03,0.0,0.0006006666666666667,-0.0006886666666666667,0.002005666666666667,0,1,1,0,0
565,327.66049586199483,47044.97503,5,1,1,0.04142857142857143,0.0,-0.000264,-0.005790285714285714,-0.012373428571428572,1,0,0,0,1
567,2.4420842237304896e-07,106873.8532,5,0,0,0.04,0.0,0.000901,0.0007485,0.0093465,0,1,0,1,0
569,424.5185124925274,125040.1599,4,0,0,0.03,0.0,-0.0015096666666666668,0.00018766666666666668,0.0005620000000000001,0,1,0,1,0
570,2576.2925264969786,143041.4356,5,1,0,0.05,0.0,0.000884,-0.010754999999999999,-0.033372000000000006,1,0,1,0,0
573,469.6699275744263,72589.38575,5,1,1,0.043333333333333335,0.0,0.0015096666666666668,0.00023800000000000007,0.0023853333333333335,0,1,0,1,0
576,65658.46951085111,505630.2931,5,0,0,0.044285714285714296,0.0,-0.004014428571428572,0.002151857142857143,-0.003716571428571428,0,1,0,1,0
578,2.5603412723285146e-08,66877.05775,3,0,0,0.0,0.003,-0.010101,0.041236,0.094503,0,1,1,0,0
579,156.60402318712022,192829.8829,5,0,0,0.05000000000000001,0.0,-0.002063,-0.0044596666666666665,0.005657999999999999,1,0,0,1,0
580,928.0088269538077,67538.56117,5,0,0,0.05,0.0,-0.0017699999999999999,-0.000113,0.0014470000000000002,0,1,0,1,0
581,19799.618532694632,222176.3245,4,0,0,0.0,0.003,-0.0072465,-0.019808000000000003,-0.049505,1,0,0,1,0
583,2.7675890752848886,64944.03821,5,1,1,0.045000000000000005,0.0,0.00545325,0.004141000000000001,0.0177545,1,0,1,0,0
594,413.1203058637018,71684.64577,3,1,0,0.03,0.0,0.0038216,-0.009560799999999998,-0.016852200000000005,0,1,0,1,0
596,6005.886999018483,120034.2585,5,0,0,0.0,0.005,-0.000454,-0.005325,-0.002458000000000001,1,0,1,0,0
597,406.5957418462996,16145.644380000002,5,0,0,0.05000000000000001,0.0,-0.006386666666666666,0.011347666666666667,0.02882533333333333,0,1,0,0,1
602,1871.4222504236718,94079.99606,4,0,0,0.0,0.003,0.007976,-0.015462999999999998,-0.017985,0,1,1,0,0
604,2438.7268513095,260681.6085,5,0,0,0.0,0.005,0.0008900000000000001,-0.004287,-0.028673,0,1,1,0,0
610,1384.3553582049287,38092.280510000004,4,0,0,0.0,0.003,-0.021887,-0.0112345,0.0018449999999999999,1,0,0,1,0
617,4573.303392800273,659731.4043,5,0,0,0.0,0.005,-0.043774,-0.022469,0.0036899999999999997,1,0,1,0,0
618,5230.9658411670935,85641.67646,5,0,0,0.05,0.0,0.0031725,-0.0011105,-0.013068,1,0,1,0,0
624,328.06753143133864,55617.17075,4,1,0,0.0,0.003,-0.0036200000000000004,-0.004081,0.0042899999999999995,0,1,0,0,1
627,224.29824605119381,49500.85901,5,0,0,0.0,0.005,-0.0023656666666666665,0.002312,0.01894833333333333,0,1,1,0,0
628,748.2004120976185,29952.97825,5,1,0,0.0,0.005,0.015952,-0.032307999999999996,-0.044892,1,0,0,0,1
630,124.689640435,97487.30983,1,0,0,0.03,0.0,-0.003787,-0.017568999999999998,-0.028199000000000002,0,1,0,1,0
636,46.45598988023653,194625.7398,4,0,0,0.0,0.003,0.000901,-0.000458,0.007709000000000001,0,1,1,0,0
644,336.79279972010886,99884.66021,5,0,0,0.0,0.005,-0.00296275,-0.0030012499999999987,-0.006218000000000001,0,1,1,0,0
651,1292.7911609020894,114381.9863,5,1,1,0.042,0.0,-0.0054394,-0.016284,-0.039175400000000006,0,1,0,0,1
654,1018.6150203619607,74701.1057,5,1,0,0.043333333333333335,0.0,-0.007890666666666666,-0.021517333333333333,-0.04626566666666667,0,1,0,1,0
656,3517.9377659299525,38790.198619999996,5,0,0,0.04714285714285714,0.0,0.003630857142857143,-0.007870714285714285,-0.015101000000000002,0,1,0,0,1
660,674.1590259086286,107434.2102,3,0,0,0.0,0.003,0.008043000000000002,-0.001831,-0.000328,1,0,0,0,1
663,62.10719570969998,11484.882020000001,2,1,1,0.0,0.003,-0.0179465,0.0162945,0.046368,0,1,0,1,0
665,2831.9487060489164,61548.5986,5,0,0,0.0,0.005,0.000898,-0.001091,-0.0018789999999999998,0,1,0,0,1
677,5037.359145061009,121351.2049,5,0,0,0.04666666666666667,0.0,0.0025658333333333336,0.0007295000000000001,0.0016478333333333334,0,1,1,0,0
679,3779.7786797356243,254229.5331,5,0,0,0.05,0.0,-0.0035240000000000002,0.004084,-0.009373999999999999,1,0,1,0,0
682,1228.4374870289237,98628.88097,5,0,0,0.05,0.0,0.0,0.000798,0.000124,0,1,1,0,0
690,750.2030425667895,225242.8579,4,0,0,0.0,0.0030000000000000005,0.002969,-0.011888333333333334,-0.029567333333333334,0,1,1,0,0
692,6245.698896141,241848.6376,1,0,0,0.0,0.003,0.0,0.001382,0.008922,0,1,0,1,0
696,2352.1522040876966,140475.679,4,0,0,0.033999999999999996,0.0,-0.0038288000000000003,0.0096352,0.021232400000000002,1,0,0,1,0
700,1634.7947813773048,157732.5302,5,1,0,0.0,0.005,0.0,0.001259,-0.005514,1,0,0,1,0
702,1453.4391170877716,487338.0571,5,0,0,0.043333333333333335,0.0,-0.0010728333333333334,-0.0017346666666666665,-0.0035086666666666664,0,1,0,1,0
708,1891.9373635191712,58256.583810000004,5,0,0,0.0,0.005,0.0029255,0.004464000000000003,0.0248055,1,0,0,0,1
709,3511.7605899123155,70946.34882,5,0,0,0.0,0.005,0.002657,0.00837,0.0312985,0,1,0,0,1
713,278.0423485379998,52916.48988,2,0,0,0.0,0.003,0.0031765,0.0009765,0.0004945,0,1,0,1,0
722,2123.17792543389,55502.92355,5,1,1,0.0,0.005,-0.0031614999999999994,-0.004918,-0.016352500000000002,0,1,0,1,0
726,1284.580914276927,74257.28889,4,1,0,0.035,0.0,-0.008127,0.004054,0.00847875,0,1,1,0,0
727,1678.6361950834719,25981.39338,5,0,0,0.043333333333333335,0.0,-0.0015086666666666668,-0.004474,-0.008672000000000001,1,0,1,0,0
731,650.3844504417,136076.1998,1,0,0,0.0,0.003,-0.0036200000000000004,0.0009109999999999999,0.002263,0,1,1,0,0
734,640.4772210043071,57395.7842,4,0,0,0.0,0.003,-0.0035240000000000002,0.004084,-0.009373999999999999,0,1,1,0,0
739,1154.6405451429032,144241.9148,5,1,0,0.05,0.0,0.0,-0.000688,-0.0020050000000000003,0,1,1,0,0
742,583.7441761329815,36260.68301,5,0,0,0.0,0.005,0.0017635,-0.004888000000000001,-0.007275500000000002,1,0,1,0,0
745,5590.513929358758,116877.4553,5,0,0,0.0,0.005,0.0,0.000909,0.005089,0,1,1,0,0
747,771.0567434244363,40170.94446,5,1,0,0.0,0.005,0.000907,0.00074,0.002581,0,1,1,0,0
749,11381.455062341378,227517.9795,5,1,1,0.0,0.005,-0.005417999999999999,0.0008445000000000001,-0.003399,0,1,1,0,0
768,89.30255680708888,28028.64425,3,0,0,0.0,0.003,0.000883,-0.006981,-0.029985,0,1,0,0,1
769,215.4937537381569,7734.113656,5,0,0,0.044285714285714296,0.0,0.0034602857142857144,-0.004527714285714286,-0.011577142857142859,0,1,0,0,1
773,16058.274707498842,435407.5323,5,1,1,0.0,0.005,0.001773,0.00033999999999999997,-0.001239,0,1,1,0,0
774,95.87296453228714,67294.98237,5,1,1,0.045000000000000005,0.0,0.00113425,-0.0003385,-0.00367825,1,0,0,1,0
775,4547.205367948783,118065.1219,5,1,0,0.05,0.0,0.002205,-0.005119500000000001,-0.010255000000000002,1,0,1,0,0
777,677.3885233045876,67490.58804,4,0,0,0.035,0.0,0.0006642499999999999,0.0018647499999999999,-0.0006382499999999997,1,0,1,0,0
783,4.824760802101878,62621.81216,5,1,0,0.0,0.005,-8.000000000000032e-06,-0.002454,-0.013109,0,1,1,0,0
788,8355.184250113947,76383.90335,5,1,0,0.045000000000000005,0.0,-0.01184625,-0.008221250000000001,-0.02101675,1,0,0,0,1
789,4500.5346311828125,155562.5583,5,0,0,0.0,0.005,0.001786,-0.004096,-0.017776,0,1,1,0,0
797,30131.289563200295,295932.9302,5,0,0,0.045,0.0,-0.0024642499999999994,0.0005275,0.006647375,0,1,1,0,0
798,12461.89836891517,456461.7085,5,1,0,0.0,0.005,0.0,0.000909,0.005089,0,1,1,0,0
800,8850.795221752,601169.4588,2,1,1,0.03,0.0,0.002705,-0.0010199999999999999,0.003953,0,1,1,0,0
807,41052.842801599996,296718.274,1,1,1,0.03,0.0,0.004484,0.001025,0.003017,0,1,0,1,0
808,296.70945027103676,17253.07413,5,1,1,0.0,0.005,-0.006189,0.0031379999999999997,0.048968,0,1,1,0,0
809,5085.918300780032,506659.3423,3,0,0,0.0,0.0030000000000000005,-0.0029946666666666667,0.0023936666666666668,0.002618333333333333,0,1,1,0,0
820,1.4833567547611892e-06,151636.1965,3,0,0,0.03,0.0,0.002246,-0.002066,7.650000000000007e-05,0,1,0,1,0
